AreaOfInte,longitude,latitude,AreaOfIn_1,OBJECTID,Permanent_,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,Visibility,Shape_Leng,Shape_Area
"620",-85.077088000000003,29.743472000000001,Huckleberry Creek,"166548","130056583",2018/10/03,"2",,,0.95160462000,0.00000000000,,"466","46600","250000",0.17994940098,0.00008875830
"283",-81.178550000000001,28.380929999999999,"Mary Jane, Lake","429446","112031063",2013/07/10,"2","00286482",Lake Mary Jane,4.53025410000,18.30000000000,"03090101029242","390","39009","5000000",0.13768002769,0.00041702653
"178",-81.210750000000004,28.381750000000000,"Hart, Lake","430522","112031311",2013/07/10,"2","00283786",Lake Hart,7.61349337000,17.70000000000,"03090101029204","390","39009","2000000",0.18085913855,0.00070089225
"642",-80.162559000000002,26.658594000000001,"Okeeheelee Park, Lake","449967","138368906",2015/02/05,"2",,,0.49861233000,0.00000000000,"03090206044030","436","43603","1000000",0.09446118076,0.00004520395
"632",-80.387967000000003,26.868158999999999,Corbett WMA ponds,,,,,,,,,,,,,,
"314",-81.664537999999993,30.589137999999998,Nassau River,"465642","108144683",2015/01/02,"2",,,2.20452594000,0.00000000000,,"466","46600","500000",0.14474347976,0.00020731516
"149",-81.803888999999998,27.760000000000002,Ft. Meade Pits,"121163","78641041",2012/11/02,"2",,,0.10039834000,0.00000000000,"03100101004655","390","39004","500000",0.02264570575,0.00000919060
"20",-81.808359999999993,28.073660000000000,"Ariana, Lake","60632","78592241",2012/08/24,"2","00277946",Lake Ariana,4.12303824000,0.00000000000,"03100101004302","390","39004","2000000",0.07454776847,0.00037851857
"40",-81.773470000000003,28.045770000000001,"Blue, Lake","9679","78592009",2012/08/24,"2","00279079",Lake Blue,0.21874252000,0.00000000000,"03100101004321","390","39004","500000",0.01600383219,0.00002007614
"308",-82.058130000000006,29.562220000000000,Moss Lee Lake,"124442","112635658",2020/05/28,"2","00287176",Moss Lee Lake,0.33426905000,0.00000000000,"03080102004002","390","39000","1000000",0.03219571167,0.00003111800
"171",-82.593129000000005,28.821783000000000,Halls River,,,,,,,,,,,,,,
"626",-80.727603000000002,27.845051999999999,TM Goodwin WMA,"59906","107740959",2016/02/24,"2",,,37.21421969000,0.00000000000,,"466","46600","2000000",0.53621936189,0.00340965377
"59",-81.754000000000005,28.039100000000001,Cannon Lake,"56083","78690623",2012/08/24,"2","00279989",Lake Cannon,1.34420531000,0.00000000000,"03100101004320","390","39004","2000000",0.03974054707,0.00012336006
"285",-81.721310000000003,28.037680000000002,"Maude, Lake","111052","78686289",2012/08/24,"2","00286529",Lake Maude,0.21667206000,140.00000000000,"03100101004323","390","39009","500000",0.01655317993,0.00001988463
"349",-81.522221999999999,27.975000000000001,"Pierce, Lake","422741","112041999",2013/10/19,"2","00288797",Lake Pierce,15.60450793000,23.20000000000,"03090101034386","390","39009","5000000",0.30194046324,0.00143127223
"143",-81.346270000000004,28.270869999999999,Fish Lake,"430542","112035961",2013/08/19,"2","00282485",Fish Lake,0.91721793000,17.10000000000,"03090101031563","390","39009","1000000",0.04234925363,0.00008435289
"448",-81.492419999999996,26.420420000000000,"Trafford, Lake","436934","117029829",2016/05/04,"2","00292393",Lake Trafford,6.59818196000,19.00000000000,"03090204006541","390","39009","2000000",0.11278091614,0.00059698628
"265",-80.175366999999994,26.932825000000001,Loxahatchee River,"448405","138383117",2013/10/30,"2",,,0.36494766000,0.00000000000,,"466","46600","250000",0.06260380791,0.00003316305
"453",-81.337050000000005,28.539819999999999,"Underhill, Lake","428280","112027751",2011/04/15,"2","00292644",Lake Underhill,0.56800000000,29.90000000000,"03090101028013","390","39009","5000000",0.03842258726,0.00005234447
"288",-82.337419999999995,28.646470000000001,McKethan Lake,"519944","68039793",2009/07/02,"2","00286631",McKethan Lake,0.13200000000,64.00000000000,"03100208003037","390","39009","500000",0.02078671134,0.00001218967
"635",-80.611912000000004,26.086359000000002,Water Conservation Areas,"381702",{B27601A0-A28E-4B39-8978-CEBDD7E8E868},2017/04/13,"2","00307628",The Everglades,1365.55123891000,0.00000000000,,"466","46600","5000000",4.13190020941,0.12310741753
"278",-81.066440000000000,27.872479999999999,"Marian, Lake","428066","120024286",2016/05/22,"2","00286420",Lake Marian,18.88145348000,18.00000000000,"03090101034694","390","39009","5000000",0.27672676304,0.00173027604
"9",-81.204440000000005,28.214870000000001,Alligator Lake,"95105","112037599",2013/08/19,"2","00277794",Alligator Lake,13.90455510000,19.50000000000,"03090101031731","390","39009","5000000",0.21743103590,0.00127804797
"254",-81.186310000000006,28.244160000000001,"Lizzie, Lake","430873","112035917",2013/08/19,"2","00285895",Lake Lizzie,3.29556090000,19.20000000000,"03090101031517","390","39009","5000000",0.08045877166,0.00030301162
"311",-84.308499999999995,30.367540000000002,"Munson, Lake","456647","129755779",2008/03/26,"2","00306093",Lake Munson,1.02400000000,7.30000000000,"03120001001001","390","39009","5000000",0.08961915712,0.00009608421
"105",-81.979259999999996,28.835030000000000,"Deaton, Lake","521183","68038947",2013/03/20,"2","00281407",Lake Deaton,2.14517331000,63.00000000000,"03100208002509","390","39009","2000000",0.05916936592,0.00019832275
"338",-82.397800000000004,30.117049999999999,Palestine Lake,"463696","134188141",2010/11/08,"2","00306189",Palestine Lake,3.73100000000,43.30000000000,"03070204000892","390","39009","2000000",0.08739885362,0.00034924605
"338",-82.397800000000004,30.117049999999999,Palestine Lake,"464101","134198079",2005/04/16,"2",,,1.16700000000,0.00000000000,,"466","46600","250000",0.11112582816,0.00010927790
"338",-82.397800000000004,30.117049999999999,Palestine Lake,"276340",{E06064E0-18D3-4C30-A964-3D3E3601D7CD},2019/10/16,"2",,,0.44520121000,0.00000000000,,"466","46600","0",0.06123387058,0.00004167222
"338",-82.397800000000004,30.117049999999999,Palestine Lake,"276462",{497BF8DE-CBEE-43BB-BB01-CA05B7B4E483},2019/10/16,"2",,,1.27670472000,0.00000000000,"03070204009149","390","39000","0",0.04453297554,0.00011949877
"383",-82.188500000000005,29.927167000000001,Sampson Lake,"51440","113641339",2019/04/16,"2","00290460",Lake Sampson,8.02296856000,132.00000000000,"03110206000708","390","39009","5000000",0.17668422558,0.00074957264
"97",-81.659340999999998,27.996184000000000,"Daisy, Lake","138891","78690653",2012/11/02,"2","00281260",Lake Daisy,0.54440629000,131.00000000000,"03100101004343","390","39009","1000000",0.02844426838,0.00004994207
"90",-81.565430000000006,27.822900000000001,Crooked Lake,"429790","112043901",2014/04/24,"2","00293976",Crooked Lake,16.88579234000,36.00000000000,"03090101043198","390","39009","5000000",0.33187744969,0.00154651251
"222",-81.803299999999993,28.129600000000000,"Juliana, Lake","520433","68087837",2013/06/03,"2","00284964",Lake Juliana,3.74047318000,130.00000000000,"03100208003616","390","39009","2000000",0.08936582208,0.00034354946
"619",-86.541802000000004,30.463567999999999,Eglin Lakes FMA,,,,,,,,,,,,,,
"128",-81.158136999999996,28.617512999999999,Econlockhatchee River,"15343","107817373",2015/07/13,"2",,,5.16724542000,0.00000000000,,"466","46600","1000000",0.43690950072,0.00047678264
"371",-81.806732999999994,29.521400000000000,Rodman Reservoir,"216294","112699084",2020/05/28,"2","00306146",Lake Ocklawaha,23.09608147000,0.00000000000,"03080102029888","390","39000","5000000",0.52695060113,0.00214911013
"460",-84.212479999999999,30.150220000000001,Wakulla River,,,,,,,,,,,,,,
"415",-84.149299999999997,30.275559999999999,St. Marks River,"266788",{2B6FC8E8-7A11-4D40-95AD-29E0C2DC52E9},2020/10/27,"2",,,1.29932436000,0.00000000000,,"466","46600","0",0.21223732340,0.00012179197
"289",-81.753404000000003,27.967770000000002,"McLeod, Lake","9044","78690667",2012/11/02,"2","00286641",Lake McLeod,1.81693538000,0.00000000000,"03100101004410","390","39004","2000000",0.04811876546,0.00016663582
"295",-81.268632999999994,29.058983000000001,Miller Lake,"546362","125971432",2004/09/27,"2","00286920",Miller Lake,0.03200000000,0.00000000000,"03080103003582","390","39004","500000",0.00812447574,0.00000299060
"181",-81.230082999999993,28.984600000000000,"Helen, Lake","148608","107778387",2009/09/10,"2","00283868",Lake Helen,0.10500000000,45.00000000000,"03080101009219","390","39009","500000",0.02003280570,0.00000972707
"176",-81.047809999999998,28.781430000000000,"Harney, Lake","134009","107775511",2014/10/16,"2","00283749",Lake Harney,25.10096200000,0.00000000000,"03080101009634","390","39004","5000000",0.32267648490,0.00231889334
"648",-85.577326999999997,30.289655000000000,Panama City Crayfish Wetlands,"528208","122162858",2017/01/15,"2",,,0.12093933000,0.00000000000,,"466","46600","100000",0.02322113142,0.00001133980
"643",-84.647644000000000,30.188250000000000,Apalachicola NF Ephemeral Ponds,,,,,,,,,,,,,,
"644",-86.787323000000001,30.417584000000002,Eglin Ephemeral Ponds,"528994","32407661",2002/01/28,"2",,,0.02500000000,0.00000000000,,"466","46600","50000",0.00889436774,0.00000235323
"303",-81.339766999999995,28.594066999999999,"Mizell, Lake","279501","107806865",2009/09/10,"2","00287022",Lake Mizell,0.25100000000,66.00000000000,"03080101010205","390","39009","500000",0.02251463067,0.00002317282
"17",-81.363789999999995,27.341780000000000,"Apthorpe, Lake","430177","112050101",2009/09/10,"2","00277926",Lake Apthorp,0.86700000000,21.00000000000,"03090101038400","390","39009","1000000",0.05412476858,0.00007910466
"114",-81.442571999999998,27.516320000000000,Dinner Lake,"430291","112048227",2003/11/20,"2","00281572",Dinner Lake,1.51300000000,30.80000000000,"03090101037591","390","39009","2000000",0.05278471720,0.00013817285
"382",-81.681185999999997,29.324448000000000,Salt Springs Run,"317424","107881197",2015/02/13,"2","00305722",Lake George,175.92218149000,0.00000000000,"03080101028890","390","39004","5000000",0.65598585891,0.01633394855
"382",-81.681185999999997,29.324448000000000,Salt Springs Run,"148997","107840879",2015/02/13,"2",,,3.69651178000,0.00000000000,,"466","46600","500000",0.27125626724,0.00034335455
"382",-81.681185999999997,29.324448000000000,Salt Springs Run,"151481",{E7CE73F7-A448-4831-B350-7ECB20780E06},2020/03/18,"2",,,24.72638398000,0.00000000000,,"466","46600","2000000",1.53010804465,0.00229877480
"316",-81.402732999999998,29.113150000000001,Nelson Springs Run,"216455","107841133",2015/02/13,"2",,,25.04468138000,0.00000000000,,"466","46600","2000000",0.75973675486,0.00232093698
"316",-81.402732999999998,29.113150000000001,Nelson Springs Run,"5010","107791393",2015/02/13,"2","00306612",Lake Woodruff,9.05046287000,0.00000000000,"03080101036078","390","39004","5000000",0.12150530661,0.00083880721
"391",-81.481639999999999,27.533030000000000,"Sebring, Lake","429337","112048259",2014/09/09,"2","00290807",Lake Sebring,1.87488581000,32.60000000000,"03090101037539","390","39009","2000000",0.05056176862,0.00017127226
"353",-81.365050999999994,27.242106000000000,"Placid, Lake","427274","112050757",2014/09/09,"2","00289014",Lake Placid,13.73273063000,28.00000000000,"03090101038576","390","39009","5000000",0.17118515458,0.00125133173
"139",-81.628332999999998,28.095278000000000,Eva Lake,"89824","78690605",2012/08/24,"2","00294617",Lake Eva,0.61178952000,121.00000000000,"03100101004258","390","39009","1000000",0.04175373293,0.00005617410
"364",-81.403673999999995,27.432625999999999,Red Beach Lake,"430774","112049453",2014/09/09,"2","00289535",Red Beach Lake,1.29142435000,23.20000000000,"03090101038108","390","39009","2000000",0.05108849426,0.00011787315
"207",-81.380759999999995,28.564679999999999,"Ivanhoe, Lake","156860","107777883",2015/07/13,"2","00284639",Lake Ivanhoe,0.44418428000,0.00000000000,"03080101028856","390","39011","1000000",0.04529236349,0.00004096096
"455",-85.895949999999999,30.950019999999999,Victor Lake FMA,"535160","63005285",2002/12/03,"2",,,0.48500000000,144.00000000000,"03140203001758","390","39009","1000000",0.04758992101,0.00004574271
"624",-81.395916999999997,27.278010999999999,Catfish Creek,"172101","112050499",2009/09/10,"2","00284976",Lake June in Winter,15.09100000000,22.30000000000,"03090101038458","390","39009","5000000",0.21195121585,0.00137580425
"264",-82.001356000000001,29.847521000000000,Lowery Lake FMA,"209354","125973857",2019/02/12,"2","00308453",Lowry Lake,5.04926275000,132.00000000000,"03080103003607","390","39009","2000000",0.08713828862,0.00047137079
"271",-82.017769000000001,29.823792000000001,Magnolia Lake FMA,"262050","125957288",2004/09/27,"2","00286301",Magnolia Lake,0.82100000000,125.00000000000,"03080103003100","390","39009","1000000",0.03282119645,0.00007660686
"101",-85.641705999999999,30.244081000000001,Davis Lake,"527644","122175605",2004/06/28,"2",,,0.04200000000,0.00000000000,"03140101005110","390","39004","250000",0.01274652455,0.00000392417
"62",-81.428601000000000,27.336838000000000,"Carrie, Lake","423763","112050187",2014/09/09,"2","00280072",Lake Carrie,0.27669243000,23.20000000000,"03090101038437","390","39009","500000",0.01963578646,0.00002523347
"83",-81.182239999999993,28.266570000000002,Coon Lake,"427025","112035421",2003/11/20,"2","00280767",Coon Lake,0.61100000000,19.20000000000,"03090101031343","390","39009","5000000",0.03007546565,0.00005617199
"653",-80.280579000000003,26.838518000000001,Mecca Farms,,,,,,,,,,,,,,
"14",-85.048389999999998,29.777899999999999,Apalachicola River,,,,,,,,,,,,,,
"310",-81.843869999999995,28.179500000000001,Mud Lake,"520513","68083645",2013/06/03,"2","00287403",Mud Lake,0.56205650000,0.00000000000,"03100208003598","390","39004","1000000",0.05130025030,0.00005164287
"310",-81.843869999999995,28.179500000000001,Mud Lake,"520813","68084009",2013/06/03,"2",,,0.16530324000,0.00000000000,,"466","46600","100000",0.03007074388,0.00001518945
"87",-81.773579999999995,28.506010000000000,Crescent Lake,"143149","167181006",2010/05/05,"2","00281038",Crescent Lake,0.61300000000,0.00000000000,"03080102026058","390","39004","1000000",0.04785478912,0.00005646299
"395",-84.927419999999998,30.754940000000001,"Seminole, Lake (Fl Section)",,,,,,,,,,,,,,
"304",-81.270010999999997,28.840070999999998,"Monroe, Lake","110168","107881199",2015/05/06,"2","00287074",Lake Monroe,35.49635575000,0.00000000000,"03080101028889","390","39004","5000000",0.51214516821,0.00328177418
"487",-81.408582999999993,29.108750000000001,"Woodruf, Lake","5010","107791393",2015/02/13,"2","00306612",Lake Woodruff,9.05046287000,0.00000000000,"03080101036078","390","39004","5000000",0.12150530661,0.00083880721
"424",-87.290970000000002,30.965260000000001,Stone Lake,"536866","120024421",2004/03/16,"2","00291726",Lake Stone,0.42500000000,0.00000000000,"03140305001187","390","39004","1000000",0.06306350654,0.00004007791
"410",-81.265450000000001,29.040683000000001,South Lake Talmadge,"291092","125971327",2014/09/19,"2","00298074",South Lake Talmadge,0.23983968000,55.00000000000,"03080103003593","390","39009","500000",0.01901122673,0.00002221623
"111",-81.481890000000007,29.106629999999999,"Dexter, Lake","59771","107775079",2014/09/05,"2","00305576",Lake Dexter,8.18112790000,0.00000000000,"03080101042565","390","39004","5000000",0.26464528963,0.00075831729
"328",-81.902619999999999,29.379220000000000,Ocklawaha River,"151480",{F9EA8A8D-99BE-4914-AD63-3DC61E9070DE},2020/03/18,"2","00306146",Lake Ocklawaha,8.34085117000,0.00000000000,"03080102037785","466","46600","5000000",0.46614228418,0.00077548140
"270",-82.653667999999996,27.738681000000000,"Maggiore, Lake","548305","68768614",2019/04/22,"2","00286284",Lake Maggiore,1.50942245000,0.00000000000,"03100206001366","390","39004","2000000",0.05520347028,0.00013814550
"668",-82.515935999999996,27.877889000000000,Bobby Hicks Pond,"499710","68755920",2019/06/18,"2",,,0.09483244000,0.00000000000,"03100206001472","436","43600","250000",0.01353600377,0.00000869027
"77",-81.548333000000000,27.742500000000000,"Clinch, Lake","430550","112044667",2014/04/24,"2","00294405",Lake Clinch,4.93489499000,31.40000000000,"03090101035740","390","39009","2000000",0.09291750293,0.00045167507
"656",-80.287492000000000,26.967101000000000,Hungryland WEA,"417529",{F79BB8CC-4B7E-46A2-A841-8D85B3677C5A},2018/12/17,"2",,,5.57422554000,0.00000000000,,"466","46600","1000000",0.59993823120,0.00050675975
"309",-82.311120000000003,28.479659999999999,Mountain Lake,"413396",{36C5AA6F-282D-43DF-B706-228CA2DD8C9E},2018/10/05,"2",,,0.15695930000,0.00000000000,"03100207020703","390","39004","500000",0.02160405304,0.00001446281
"191",-81.716409999999996,28.940960000000000,Holly Lake,"138591","112690712",2020/05/28,"2","00305825",Holly Lake,0.40162859000,0.00000000000,"03080102004831","390","39000","1000000",0.02831595078,0.00003716806
"166",-81.345710999999994,30.109604000000001,Guana River,"50264","125551669",2014/06/28,"2",,,3.59619484000,0.00000000000,,"466","46600","500000",0.26559613194,0.00033664605
"654",-81.881161000000006,29.677682999999998,"Grandin, Lake","21384","125973884",2014/03/21,"2","00283279",Lake Grandin,1.39659273000,81.00000000000,"03080103003261","390","39009","2000000",0.05586223501,0.00013016302
"387",-80.263417000000004,27.299340999999998,Savannas Preserve State Park,"98139","138377133",2018/08/23,"2",,,1.63698187000,0.00000000000,,"466","46600","500000",0.17965617453,0.00014925025
"71",-85.235703000000001,30.819828999999999,Chipola River,"185993","85826334",2020/04/15,"2",,,11.87532137000,0.00000000000,,"466","46600","5000000",0.64090132321,0.00111948920
"659",-80.407330000000002,25.603629000000002,Zoo Miami Lakes,"442179","138375897",2014/06/16,"2",,,0.08135345000,2.00000000000,"03090206050114","436","43600","250000",0.01494433721,0.00000731048
"478",-81.628979999999999,29.163122000000001,Wildcat Lake,"28030","107776017",2011/07/19,"2","00306596",Wildcat Lake,1.24500000000,44.00000000000,"03080101009072","390","39009","1000000",0.08945859174,0.00011547110
"346",-82.897440000000003,30.244800000000001,Peacock Lake,,,,,,,,,,,,,,
"660",-81.925068999999993,29.113458000000001,Ocklawaha Prairie Restoration Area,"32733","112653532",2010/03/10,"2",,,6.42000000000,0.00000000000,,"466","46600","1000000",0.15793654865,0.00059510160
"26",-81.623249999999999,29.122760000000000,Beakman Lake,"259309","164161195",2015/02/13,"2","00305245",Beakman Lake,0.80606102000,0.00000000000,"03080101045660","390","39004","1000000",0.06884244046,0.00007472436
"98",-81.621570000000006,28.901440000000001,"Dal Housie, Lake","95495","107775343",2013/06/03,"2","00305546",Lake Dalhousie,1.01731786000,71.00000000000,"03080101009514","390","39009","1000000",0.03652353762,0.00009411112
"361",-80.962050000000005,28.605930000000001,Puzzle Lake,"266408","107750493",2015/05/06,"2",,,32.27896109000,0.00000000000,,"466","46600","2000000",0.78983742687,0.00297904607
"2",-81.819509999999994,28.175909999999998,"Agnes, Lake","520633","68083775",2013/06/03,"2","00277698",Lake Agnes,1.52519699000,132.00000000000,"03100208003604","390","39009","2000000",0.06089703320,0.00014013633
"612",-85.878860000000003,30.232766999999999,Frank Brown FMA,"527150",{B1693E56-1503-43C3-99ED-29AC6A009895},2016/08/05,"2",,,0.01198406000,0.00000000000,"03140101011256","436","43600","100000",0.00470777569,0.00000112304
"337",-81.784250000000000,28.551359999999999,"Palatlakaha, Lake","129698","167178835",2020/05/28,"2","00288384",Lake Palatlakaha,0.44051440000,0.00000000000,"03080102024393","390","39000","5000000",0.03534340250,0.00004061752
"1",-81.532280000000000,27.641410000000000,"Adelaide, Lake","425633","112046363",2014/09/09,"2","00277693",Lake Adelaide,0.38904971000,30.50000000000,"03090101036681","390","39009","1000000",0.02599471084,0.00003557573
"99",-81.510559999999998,27.632190000000001,Damon Lake,"429118","112046429",2009/09/10,"2","00281269",Lake Damon,1.11100000000,31.10000000000,"03090101036713","390","39009","1000000",0.03726082190,0.00010161582
"257",-81.483599999999996,27.579039999999999,"Lotela, Lake","425763","112047291",2016/05/22,"2","00286124",Lake Lotela,2.72460521000,32.30000000000,"03090101037060","390","39009","2000000",0.07912367287,0.00024900400
"239",-81.462310000000002,27.563120000000001,Letta Lake,"120971","112047587",2009/09/10,"2","00285472",Lake Letta,1.87400000000,30.20000000000,"03090101037209","390","39009","2000000",0.04902655429,0.00017121038
"655",-80.323319999999995,25.727080000000001,Tropical Park FMA,,,,,,,,,,,,,,
"72",-86.123289999999997,30.401900000000001,Choctawhatchee River,,,,,,,,,,,,,,
"915",-85.577198999999993,30.314496999999999,Bay County Salvinia Areas,"525839","122162771",2004/06/28,"2",,,0.01100000000,0.00000000000,"03140101004421","390","39004","100000",0.00483035754,0.00000106731
"184",-81.381619999999998,27.323139999999999,"Henry, Lake","430840","112050233",2014/01/12,"2","00283916",Lake Henry,0.27787114000,22.60000000000,"03090101038448","390","39009","500000",0.02404429181,0.00002533783
"657",-86.819371000000004,30.657001000000001,Garnier Creek,"119939",{AF4B6DBB-61AB-43FC-AB29-337FDE07874E},2019/04/29,"2",,,35.65321571000,0.00000000000,,"466","46600","2000000",2.09480887298,0.00335486586
"48",-81.196179999999998,28.168790000000001,Brick Lake,"423543","112038173",2013/08/19,"2","00279374",Brick Lake,2.59418455000,19.50000000000,"03090101032605","390","39009","2000000",0.07032079220,0.00023835453
"73",-80.948679999999996,28.617090000000001,Clark Lake,"246425","107842537",2015/07/13,"2",,,148.29640631000,0.00000000000,,"466","46600","5000000",4.77448968780,0.01367992451
"73",-80.948679999999996,28.617090000000001,Clark Lake,"376654",{A60D17C3-54B1-4D39-9CF8-C7C067AC9C95},2014/09/05,"2","00293968",Clark Lake,0.50947118000,0.00000000000,"03080101062442","390","39004","5000000",0.03776740144,0.00004700465
"259",-80.929879999999997,28.627340000000000,Loughman Lake,"246425","107842537",2015/07/13,"2",,,148.29640631000,0.00000000000,,"466","46600","5000000",4.77448968780,0.01367992451
"259",-80.929879999999997,28.627340000000000,Loughman Lake,"161363","107777621",2015/05/06,"2","00294062",Loughman Lake,2.64525565000,5.00000000000,"03080101009955","390","39009","5000000",0.20441687077,0.00024409409
"204",-81.476730000000003,27.648940000000000,"Isabell, Lake","134485","112046067",2009/09/10,"2","00284603",Lake Isabell,0.37700000000,28.30000000000,"03090101036520","390","39009","1000000",0.02344518298,0.00003451185
"164",-81.615579999999994,29.135169999999999,Grasshopper Lake,"181666","107776125",2011/07/19,"2","00306418",South Grasshopper Lake,0.79000000000,47.00000000000,"03080101009095","390","39009","1000000",0.09728181182,0.00007320626
"862",-82.312737999999996,29.578257000000001,Paynes Prairie,,,,,,,,,,,,,,
"186",-81.130274999999997,26.793506000000001,"Hicpochee, Lake","542457","83718279",2019/03/25,"2","00294033",Lake Hicpochee,0.58637626000,11.00000000000,"03090205025526","390","39009","5000000",0.04816921685,0.00005322211
"144",-81.137381000000005,26.950780999999999,Fisheating Creek,"177942","104253296",2015/03/10,"2",,,34.97574796000,0.00000000000,,"466","46600","2000000",1.40316219586,0.00317911330
"665",-81.768203999999997,26.202898000000001,Airport Pulling Road Canal,,,,,,,,,,,,,,
"428",-81.757819999999995,28.515260000000001,"Susan, Lake","292992","167181005",2010/05/05,"2","00291900",Lake Susan,0.35700000000,0.00000000000,"03080102026057","390","39004","5000000",0.03755438513,0.00003289138
"266",-81.851140000000001,28.603050000000000,"Lucy, Lake","124250","112688448",2020/05/28,"2","00286205",Lake Lucy,1.72386076000,0.00000000000,"03080102018190","390","39000","5000000",0.08310450018,0.00015902405
"351",-81.494471000000004,27.622031000000000,Pioneer Lake,"427392","112046617",2014/09/09,"2","00288982",Pioneer Lake,0.31242604000,30.80000000000,"03090101036810","390","39009","500000",0.01991394573,0.00002856453
"456",-81.495858999999996,27.613382999999999,"Viola, Lake","84587","112046749",2009/09/10,"2","00292777",Lake Viola,0.28000000000,34.10000000000,"03090101036875","390","39009","500000",0.01822914261,0.00002558269
"381",-80.910920000000004,28.655619999999999,Salt Lake,"225736","107712397",2015/05/06,"2","00290436",Salt Lake,1.71229913000,5.00000000000,"03080101009886","390","39009","5000000",0.17230772787,0.00015802952
"1194",-81.770448999999999,26.272396000000001,Cocohatchee Canal,,,,,,,,,,,,,,
"1229",-81.997780000000006,26.884350000000001,Jones Loop Rd Right-of-Way,,,,,,,,,,,,,,
"262",-81.498767000000001,29.322067000000001,Lower Lake Louise,"313013","107775869",2015/02/13,"2","00286168",Lower Lake Louise,0.94304974000,0.00000000000,"03080101008940","390","39004","1000000",0.07695072305,0.00008759896
"262",-81.498767000000001,29.322067000000001,Lower Lake Louise,"104715","107839655",2015/02/13,"2",,,0.09688686000,0.00000000000,,"466","46600","100000",0.01418540491,0.00000899865
"299",-81.768050000000002,28.567740000000001,"Minneola, Lake","129272","120024321",2020/05/28,"2","00294087",Lake Minneola,7.71716752000,0.00000000000,"03080102018355","390","39000","5000000",0.11002074447,0.00071172159
"646",-82.070786999999996,29.445668999999999,Orange Creek Conservation Area,,,,,,,,,,,,,,
"82",-81.807789999999997,28.591040000000000,"Cook, Lake","32522","167178897",2009/11/16,"2","00280734",Cook Lake,0.09500000000,0.00000000000,"03080102024394","390","39004","5000000",0.01213410272,0.00000874376
"480",-81.795000000000002,28.595109999999998,"Wilson, Lake","50308","167178898",2009/11/16,"2","00293379",Wilson Lake,0.13500000000,0.00000000000,"03080102024392","390","39004","5000000",0.01454736506,0.00001241472
"450",-81.168980000000005,28.258500000000002,Trout Lake,"425303","112035515",2003/11/20,"2","00292474",Trout Lake,1.08200000000,19.20000000000,"03090101031413","390","39009","5000000",0.05072402298,0.00009953059
"260",-81.732060000000004,28.479209999999998,Louisa Lake,"254554","112683926",2020/05/28,"2","00286136",Lake Louisa,12.81974894000,0.00000000000,"03080102005606","390","39000","5000000",0.14661451056,0.00118127565
"652",-80.734945999999994,27.896270999999999,TM Goodwin-Broadmoor Marsh,"59906","107740959",2016/02/24,"2",,,37.21421969000,0.00000000000,,"466","46600","2000000",0.53621936189,0.00340965377
"394",-82.779250000000005,27.860199999999999,"Seminole, Lake","138819","120024097",2019/02/01,"2","00290850",Lake Seminole,2.74431178000,0.00000000000,"03100207016047","436","43600","2000000",0.18238660313,0.00025144784
"1213",-81.517402000000004,26.474916000000000,Corkscrew Marsh,"50595","117083361",2019/03/25,"2","00280846",Corkscrew Swamp,125.21668859000,0.00000000000,,"466","46600","2000000",2.76315512935,0.01132682290
"866",-80.375832000000003,26.375758000000001,Everglades WMA,"50613","135211167",2016/12/27,"2","00307628",The Everglades,420.49467301000,0.00000000000,,"466","46600","5000000",0.89126970598,0.03801169743
"675",-80.840024999999997,26.396875999999999,Rotenberger WMA,"115003","135213405",2016/12/27,"2","00307628",The Everglades,116.69942520000,0.00000000000,,"466","46600","2000000",0.49641114434,0.01055609558
"1320",-81.336884999999995,27.366779999999999,Peace Pond,"402141",{30E7CEF6-D975-42FC-A5D5-3B4D2A9FBF5D},2016/05/22,"2",,,0.62528769000,0.00000000000,,"466","46600","250000",0.02823941910,0.00005703895
"58",-81.760767000000001,26.716600000000000,Caloosahatchee River,,,,,,,,,,,,,,
"277",-81.697400000000002,28.016100000000002,"Mariam, Lake","306946","78686379",2013/02/20,"2","00286418",Lake Mariam,0.73410533000,127.00000000000,"03100101005120","390","39009","1000000",0.03642521793,0.00006735638
"951",-81.880646999999996,29.667662000000000,Clearwater Lake,"141288","125961079",2014/03/21,"2","00280555",Clearwater Lake,0.14945094000,0.00000000000,"03080103003278","390","39004","500000",0.01461382746,0.00001392747
"452",-81.666110000000003,28.920140000000000,"Umatilla, Lake","125034","112690608",2020/05/28,"2","00306532",Lake Umatilla,0.68341307000,0.00000000000,"03080102004885","390","39000","1000000",0.05258641382,0.00006323228
"1326",-81.712778000000000,28.041667000000000,"Idyl, Lake","84812","78686643",2012/08/24,"2","00284465",Lake Idyl,0.07204226000,134.00000000000,"03100101004318","390","39009","250000",0.00945014807,0.00000661164
"195",-81.827430000000007,28.590720000000001,"Hunt, Lake","147790","167180956",2020/05/28,"2","00280361",Cherry Lake,1.88080836000,0.00000000000,"03080102026031","390","39000","5000000",0.08171734376,0.00017349550
"423",-81.838060999999996,28.549368000000001,"Stewart, Lake","154752",{CAE80ADB-472F-42E6-AA6C-4E612D04F854},2020/05/28,"2","00291693",Stewart Lake,0.22976947000,0.00000000000,"03080102030151","390","39000","500000",0.02421699159,0.00002118580
