component,term,estimate,std.error,statistic,p.value
mu,(Intercept),-4.6305678542998425,0.12989727760924086,-35.647920722631255,2.537710701763444e-278
mu,HydrTrtFreq,0.019184780783900242,0.0017658334812490056,10.864433700923206,1.7027629702225965e-27
mu,HydrTrtArea,0.04236661103261711,0.004779808500072742,8.863662850085385,7.742766423198107e-19
phi,(phi),9.107570452972624,1.0715472163567237,8.499457899707394,1.9047812314121548e-17
nu,Log(nu),-11.978785430131524,0.47983180557141153,-24.96455068431008,1.484259427297113e-137
