Invasive,Response,Term,Estimate,SE,t,P,R2,Waterbodies,Years,N
Cuban bulrush,mean,intercept,2.606658739565939,0.572494334878432,4.553160757685851,6.800280576172816e-6,0.13818399090493125,143,9,1287
Cuban bulrush,mean,established,-0.0311469020849751,0.5785532776311175,-0.05383584068956602,0.9570896876005055,0.13818399090493125,143,9,1287
Cuban bulrush,max,intercept,3.2598018538236606,0.5622448105752141,5.79783359936869,1.2609637952669432e-8,0.2151316094435663,143,9,1287
Cuban bulrush,max,established,-0.06441970797274048,0.5681943585311936,-0.11337618370458331,0.9097825477043954,0.2151316094435663,143,9,1287
Cuban bulrush,min,intercept,1.9278930884784922,0.5707310842693337,3.377936022087593,7.933579768723633e-4,0.053751784737679116,143,9,1287
Cuban bulrush,min,established,-0.1148864507366978,0.5770288888655699,-0.19909999820383834,0.8422738541924945,0.053751784737679116,143,9,1287
Cuban bulrush,cv,intercept,-0.8419235672244134,0.1639455184943727,-5.135386285373283,4.189638377727633e-7,0.04264878004178577,143,9,1287
Cuban bulrush,cv,established,-0.040408685265659175,0.1672653500840227,-0.24158431644904702,0.8092115925149054,0.04264878004178577,143,9,1287
torpedograss,mean,intercept,0.27833600594512503,2.2018476099733824e-15,126410204177794.92,0,0.08556244143284504,183,21,3843
torpedograss,mean,established,2.341160226426436,0.07507544785833556,31.184099372195742,4.133191637688389e-160,0.08556244143284504,183,21,3843
torpedograss,max,intercept,1.260637146979259,NA,NA,NA,0.13523441045233528,183,21,3843
torpedograss,max,established,1.9713548722125958,0.07434466966606934,26.516425199913364,2.3254479389191216e-124,0.13523441045233528,183,21,3843
torpedograss,min,intercept,-0.7520386983881955,6.23768192193612e-16,-1205638100499311,0,0.03459584580836724,183,21,3843
torpedograss,min,established,2.5976529871476024,0.07640793201410433,33.997163889582765,4.1929771529327586e-182,0.03459584580836724,183,21,3843
torpedograss,cv,intercept,-0.2542241421218374,7.540375856309806e-17,-3371504908592878.5,0,0.05516663522596822,183,21,3843
torpedograss,cv,established,-0.6273571723226342,0.026506211419113686,-23.66830786953754,2.2094044577526392e-103,0.05516663522596822,183,21,3843
