AreaOfInterestID,mean_br,se_br,mean_x0,se_x0,mean_obs,se_obs,mean_proc,se_proc,AreaOfInterest
290,0.5383278739464711,0.004449072517299498,2.864946901777244,0.011632334870558805,0.4399959514320151,0.015583744760766488,1.5334827981415633,0.009599635917524102,Merritt's Mill Pond
301,-0.40565378197809027,0.006209024752423576,-6.923253842163556,0.013437471752774528,1.2291581462905647,0.038154188150557905,2.278391707019714,0.027830773182310514,"Miona, Lake"
303,-0.5730412752847533,0.005013942868665063,-7.455870046654995,0.030673593827608564,2.2102443703529175,0.016625106260531534,0.9970063286781048,0.037204623582980274,"Mizell, Lake"
311,0.5971231188192246,0.010266056058974316,4.52828516651383,0.010296925860036537,0.8297561322870058,0.02103355447060451,1.9227818257411746,0.01208846978843213,"Munson, Lake"
390,-0.003728941213917327,0.004643716683629157,-6.899561878579266,0.009422860930412861,0.6596159202574144,0.017782559418889475,2.2174187698760184,0.010675589096603978,"Sears, Lake"
475,0.596645558973895,0.005548096949604103,6.039472367363186,0.01062839273919918,0.648865852600966,0.02180245277096158,2.539284304217152,0.006806517231415596,"Weohyakapka, Lake"
