PERIMETER,NAME,COUNTY,OBJECTID,SHAPEAREA,SHAPELEN
1092.880921,Indigo Pond,WALTON,929,35617.58146,1092.880986
3689.87442,Morris Lake,WALTON,930,330902.244,3689.875091
334.7033492,Andrews Lake,WALTON,931,5245.287316,334.7031131
4032.905557,Campbell Lake,WALTON,932,441410.5019,4032.905745
401.7753672,A A Hilton Pond,OKALOOSA,933,8982.877467,401.7760697
47160.97207,Johns Lake,ORANGE,934,10441836.96,47160.97006
11884.5018,Lake Disston,FLAGLER,935,7738555.099,11884.50125
869.8168906,Lake Vivian,OKALOOSA,936,34715.41225,869.8162596
1802.309463,Clyde Reese Pond,OKALOOSA,937,96045.65149,1802.308916
2031.119886,Jack Lake,OKALOOSA,938,105489.3582,2031.119822
849.1317448,Brandt Pond,OKALOOSA,939,14590.09385,849.1307308
14287.45207,Dunford Lake,WASHINGTON,940,1427384.609,14287.45313
305.802307,Moss Pond,WASHINGTON,941,6722.759137,305.8021374
732.4285794,Hudson Pond,WASHINGTON,942,29782.95591,732.4286526
3049.550961,Big Island Lake,BAY,943,385079.157,3049.550703
586.3921048,Cindy Hole,WASHINGTON,944,21951.45783,586.392113
1113.395035,Shirt Tail Lake,BAY,945,94096.8938,1113.394839
1332.826535,Echo Lake,HILLSBOROUGH,946,97761.51176,1332.826877
2491.054054,Crescent Lake,HILLSBOROUGH,947,183362.9437,2491.055132
1302.093112,Lake Raleigh,HILLSBOROUGH,948,95840.48695,1302.09288
1326.171684,Horse Lake,HILLSBOROUGH,949,107803.6943,1326.17167
3003.23664,Lake Calm,HILLSBOROUGH,950,465950.1456,3003.236549
1671.349638,J H Miller Junior Pond,HOLMES,951,109817.4855,1671.350779
254.3664205,Double Branch Pond,WASHINGTON,952,4240.782004,254.3662278
2018.216127,Emmons Bayou,BAY,953,118181.7065,2018.216027
1511.921047,Everett Camp Lake,WASHINGTON,954,70508.63977,1511.921394
521.1324958,Ford Pond,WASHINGTON,955,14939.71066,521.1320275
429.7454214,Sweet Gum Landing,WASHINGTON,956,13331.81366,429.7451964
508.4800926,Dallas Pond,WASHINGTON,957,18361.10089,508.4798144
332.6904337,Spring Pond,WASHINGTON,958,8358.863912,332.6902803
431.5006774,Flat Ponds,WASHINGTON,959,11651.70407,431.5008909
747.1806595,Wash Pond,WASHINGTON,960,30532.94771,747.1803922
745.6333708,Sand Mountain Pond,WASHINGTON,961,28475.50284,745.6330613
636.8783804,Trout Pond,WASHINGTON,962,23509.55558,636.8789509
3553.674666,Brantley Pond,JACKSON,963,264249.8915,3553.674486
357.2532854,Sand Pond,JACKSON,964,6548.533493,357.2529196
121.7844041,Hoover Pond,JACKSON,965,1089.582109,121.784484
342.2650982,Finger Pond,JACKSON,966,7704.929214,342.2651843
378.0823764,Mary Pond,JACKSON,967,10025.46338,378.0821611
702.516286,Open Pond,CALHOUN,968,37548.38448,702.5164969
768.3999598,White Pond,JACKSON,969,32226.06238,768.3994507
318.5604536,Chason Pond,CALHOUN,970,6694.999695,318.5604621
1177.939302,Turner Lake,LIBERTY,971,13768.78342,1177.939341
5571.344968,Kellys Pond,JEFFERSON,972,625362.1028,5571.346144
863.6399052,White Pond,JEFFERSON,973,21150.16471,863.6393092
1230.492506,Galilee Lake,JEFFERSON,974,60955.35271,1230.492215
2153.071549,Silver Lake,JEFFERSON,975,170501.6674,2153.07272
2757.57091,Red Lake,WAKULLA,976,45671.5022,2757.57139
3328.142503,Windom Lake,JEFFERSON,977,521783.9666,3328.143284
435.2086499,Bear Harbor Lake,TAYLOR,978,10895.8252,435.2086795
178.7046659,Melvina Pond,TAYLOR,979,1652.245968,178.7047792
601.9719334,Rock Pond,TAYLOR,980,20466.09742,601.9719892
1618.921609,Big Lilly Lake,TAYLOR,981,46963.38273,1618.92215
400.3397284,Tucker Pond,MADISON,982,10349.07592,400.3404365
745.9536676,Flat Pond,MADISON,983,25069.29961,745.9541583
2100.075163,Hutto Pond,MADISON,984,189900.8233,2100.075179
2495.092708,Plant Pond,MADISON,985,277505.41,2495.092119
1401.197202,Garden Pond,MADISON,986,127870.3299,1401.197549
2388.963801,Hankins Sink Pond,MADISON,987,250408.9221,2388.964219
1301.63683,Riggins Lake,MADISON,988,50588.102,1301.63622
760.9319732,McKay Lake,MADISON,989,30962.10534,760.9318925
1598.098467,Burnette Pond,MADISON,990,59019.0899,1598.098587
367.2550839,Round Brown Pond,MADISON,991,9032.922588,367.254723
2061.851624,Sand Pond,LAFAYETTE,992,74074.42422,2061.850074
1957.275825,Tenmile Pond,LAFAYETTE,993,115192.8419,1957.276078
912.1305943,Station Lake,DIXIE,994,9941.176345,912.1302857
1993.408793,Lake Number 2,FRANKLIN,995,94395.01293,1993.408859
237.4954977,Acorn Lake,LIBERTY,996,2413.033524,237.4956558
4018.200626,Edenfield Bay,JACKSON,997,213828.6087,4018.199815
1427.094317,Lake Finnely,JACKSON,998,86324.72568,1427.095926
1193.406351,Well Pond,JACKSON,999,84585.47882,1193.40632
1704.652733,Camel Pond,LIBERTY,1000,157976.0822,1704.652798
688.3642023,Sand Pond,JACKSON,1001,24319.36969,688.3644592
253.2921269,Sand Lake,JACKSON,1002,3985.850691,253.2918913
553.3725568,Dead River Lake,HOLMES,1003,9211.093102,553.3725021
674.15466,Bill Dick Pond,LIBERTY,1004,31417.32521,674.1549505
1617.877675,Star Lake,ESCAMBIA,1005,50891.79817,1617.877574
975.0101997,Sawdust Lake,SANTA ROSA,1006,12394.68087,975.0110239
676.3972461,Burnt Cypress Lake,SANTA ROSA,1007,10920.98933,676.3969402
606.7601951,John C Pace Pond Two,SANTA ROSA,1008,21726.9602,606.7598386
903.5828303,Government Dead Lake,ESCAMBIA,1009,14211.16885,903.5830493
927.2594641,Lake Wami,SANTA ROSA,1010,29641.3431,927.2600741
6024.959515,Lake Rowell,BRADFORD,1011,1435982.768,6024.957811
2251.124474,Mud Lake,HILLSBOROUGH,1012,262382.553,2251.124163
1263.910871,Larkin Lake,PASCO,1013,68368.47198,1263.910039
798.2256712,Dolly Lakes,SUMTER,1014,45277.67497,798.2265048
1256.539846,Mobley Pond,MANATEE,1015,93580.82584,1256.539625
636.6383776,Lake Louise,MARION,1016,25127.56177,636.6380276
1901.923053,Hickory Pond,ALACHUA,1017,279223.4177,1901.922937
753.9030813,Bonnet Lake,PASCO,1018,10484.1432,753.9027875
3548.979247,Haywood Pond,SUMTER,1019,220211.1277,3548.979643
427.6334982,Mallard Lake,MARION,1020,10998.70106,427.633381
598.9923025,Still Pond,ALACHUA,1021,26711.87703,598.9922594
707.6525606,Dean Pond,ALACHUA,1022,37120.95405,707.6529267
705.7357414,Bolt Lake,BRADFORD,1023,37952.48614,705.7358693
330.1450963,Lake Winston,POLK,1024,7216.75144,330.1449903
4600.236636,Hogeye Sink,SUMTER,1025,294896.8836,4600.237431
4413.87284,Long Pond,DIXIE,1026,292126.077,4413.872615
770.9214032,Cypress Pond,SUWANNEE,1027,16697.23538,770.9217666
1019.855002,Cow Ponds,DIXIE,1028,53537.26468,1019.854853
2424.164977,Clearwater Pond,DIXIE,1029,188631.7466,2424.163874
3117.179107,Hammock Lake,DIXIE,1030,119927.6651,3117.178197
2876.970873,Careless Prairie,DIXIE,1031,188545.9642,2876.970386
230.2575139,Lake Mary,SUWANNEE,1032,3569.488442,230.2576013
387.6207332,Dorman Pond,SUWANNEE,1033,11671.56708,387.6210147
327.7256317,Dry Lake,SUWANNEE,1034,3598.467291,327.7255963
856.0087158,Blume Lake,SUWANNEE,1035,14399.51964,856.0092829
1984.692958,Hay Pond,GILCHRIST,1036,125483.1076,1984.692399
1035.424225,Tusset Pond,GILCHRIST,1037,48801.53027,1035.424131
1116.217076,Fox Pond,GILCHRIST,1038,71240.6702,1116.217075
779.5395753,Grass Pond,GILCHRIST,1039,36183.263,779.5393691
1195.290105,Bell Lake,COLUMBIA,1040,74257.63349,1195.289868
522.4787532,Sand Pond,COLUMBIA,1041,16780.7258,522.4788012
562.3327917,Poole Pond,HAMILTON,1042,15430.69527,562.3332726
2218.619528,Haven Winquipin,GILCHRIST,1043,129120.8772,2218.620876
758.7841746,Lee Lake,GILCHRIST,1044,37379.85861,758.7848642
1800.504582,Johns Pond,COLUMBIA,1045,80324.64149,1800.50518
2489.177094,Knighting Lake,GILCHRIST,1046,208365.5006,2489.176594
381.7686938,Orange Lake,PASCO,1047,11058.88763,381.7689678
3261.07086,Shirley Lake,GILCHRIST,1048,396702.9709,3261.071759
3150.390943,Fivemile Pond,GILCHRIST,1049,150431.3034,3150.392087
1306.947173,Dinner Pond,GILCHRIST,1050,86922.52139,1306.947222
3551.688992,Tom Pond,LEVY,1051,195162.0006,3551.68903
1843.038162,Waccasassa Lake,GILCHRIST,1052,120431.081,1843.03827
8271.644465,Sherwood Forest Lake,POLK,1053,321312.8222,8271.64346
929.4961543,Lake Ennis,POLK,1054,32251.43731,929.4962398
830.0630278,Sylvia Lake,LAKE,1055,38249.7779,830.0631259
618.680792,Lake Ivanhoe,LAKE,1056,26476.3742,618.6806486
1139.718807,Lake Artillery,HILLSBOROUGH,1057,75327.35907,1139.718928
15058.6671,Weekiwachee Prairie Lake,HERNANDO,1058,1268610.684,15058.66843
2010.116655,Belcher Hole,PASCO,1059,45218.4224,2010.117264
4452.080935,McCain Lake,GILCHRIST,1060,305613.4048,4452.080977
1560.297945,Lake Geneva,PASCO,1061,63708.91501,1560.2971
675.7901425,Live Oak Pond,PASCO,1062,26870.1343,675.7906758
298.9943413,Hogpen Pond,ALACHUA,1063,5731.925647,298.9942667
653.3514774,Paradise Lake,HILLSBOROUGH,1064,18914.6331,653.3517017
11378.16938,Tooke Lake,HERNANDO,1065,946216.536,11378.17014
774.546618,Bream Lake,MARION,1066,44954.08152,774.546331
1012.561029,Bell Pond,MARION,1067,65873.41897,1012.561172
616.1789413,Little Bream Lake,MARION,1068,26428.63333,616.1786971
1654.528572,Green Lake,PASCO,1069,102932.0085,1654.528328
695.5410985,Half Open Pond,LIBERTY,1070,21403.46057,695.5406228
1364.607991,Porter Lake,LIBERTY,1071,20138.51094,1364.608555
336.264036,Round Pond,LEON,1072,7865.542108,336.2636929
738.5649289,Sandy Pond,FRANKLIN,1073,22686.14121,738.5648182
4299.631659,Otter Lake,WAKULLA,1074,559605.4126,4299.629634
2060.696914,Dog Pond,LEON,1075,108466.6681,2060.697516
820.047778,Double Pond,FRANKLIN,1076,26964.44291,820.0478092
2685.124167,Campbell Pond,LEON,1077,121031.9011,2685.124005
3951.406409,Holley Pond,LEON,1078,279951.7138,3951.40475
1922.55202,Moore Pond,LEON,1079,214871.8627,1922.551654
1446.002387,Lake Kinsale,LEON,1080,42133.88455,1446.001712
2633.310735,Gilbert Pond,LEON,1081,154641.3845,2633.310547
821.9299968,Spectacle Pond,WAKULLA,1082,21763.39658,821.9296798
682.6249862,Bonnet Pond,LEON,1083,16562.7538,682.6255862
1503.325085,Carns Pond,LEON,1084,124191.331,1503.324389
160.4388981,Upchurch Pond,LEON,1085,1828.686178,160.4390159
439.4108849,Ox Lake,JEFFERSON,1086,15008.68146,439.4112063
1633.320419,Crow Pond,JEFFERSON,1087,118530.2218,1633.321769
467.5806834,Old Pond,LEON,1088,9838.264638,467.5802762
1112.686095,Lake Sturgeon,CHARLOTTE,1089,50621.34403,1112.686696
1695.12072,Trout Pond,ALACHUA,1090,132040.7529,1695.120989
882.0459205,Calf Pond,ALACHUA,1091,46258.30057,882.046141
1731.10615,Long Pond,CITRUS,1092,84357.82622,1731.106515
684.4029131,Dollar Pond,PASCO,1093,36035.04675,684.4025577
4578.458545,Blanton Lake,PASCO,1094,423429.9092,4578.45706
1119.277017,Ray Pond,PASCO,1095,76399.212,1119.27727
476.4437684,Block Pond,PASCO,1096,11323.77154,476.4440756
1302.498587,Palatka Pond,ALACHUA,1097,91750.1225,1302.497639
4881.618887,Long Lake,HERNANDO,1098,219604.8364,4881.618768
117.098181,Sand Hole,SUMTER,1099,819.1575539,117.0981208
973.1865516,Sister Pond,CHARLOTTE,1100,35788.71838,973.1869193
921.5949602,Larkin Camp Lake,PASCO,1101,55009.53872,921.5950259
705.0745021,Ferguson Lake,PASCO,1102,33644.95114,705.0747065
1276.475044,Lake Dell,POLK,1103,97286.12036,1276.474765
1527.445015,Lake Maggiore,ORANGE,1104,108686.2537,1527.445647
4839.762888,Schimmerhorn Lake,LAKE,1105,500677.9634,4839.762763
560.9429511,Saddle Blanket Lakes,POLK,1106,23206.02752,560.9428827
4571.267611,Lake Easy,POLK,1107,1359711.031,4571.267682
326.1194164,Lake Lorraine,POLK,1108,8110.875895,326.1195347
3694.248615,Lake Roberts,ORANGE,1109,458658.0237,3694.248456
5054.275809,Lake Moody,POLK,1110,1655439.063,5054.276058
4403.381708,Lake Louise,ORANGE,1111,516100.3501,4403.382363
645.384894,Lake Haines,ORANGE,1112,26863.97422,645.3848799
1174.797559,Lake Lillian,HIGHLANDS,1113,107649.9383,1174.797631
679.9015698,Lake Nally,ORANGE,1114,27455.37095,679.900452
1920.213094,Lake Marden,ORANGE,1115,204994.4441,1920.213453
1540.263363,Lake Rowan,PUTNAM,1116,157145.641,1540.263224
3557.539853,Lake Lily,CLAY,1117,413589.4476,3557.540358
2713.478441,McMeekin Lake,PUTNAM,1118,403337.1126,2713.477682
2572.093187,Ross Lake,PUTNAM,1119,415914.1626,2572.09325
1146.778274,Deer Springs Lake,CLAY,1120,70127.58575,1146.777579
881.5249161,Blue Lake,MARION,1121,51289.40516,881.5253413
2267.714792,Lake Loyal,PUTNAM,1122,266466.5851,2267.715111
2426.775779,Lake Hunter,POLK,1123,369661.5007,2426.775616
528.7956312,Bay Lake,MARION,1124,20890.96444,528.7954328
2179.806314,Lake Green Sills,PUTNAM,1125,265205.8495,2179.806494
8734.345524,Wise Hammock Pond,LAKE,1126,672027.2907,8734.345272
1453.137564,Bayou Lake,PASCO,1127,147556.1529,1453.137608
2225.619625,Indian Lake,PASCO,1128,146659.0028,2225.620099
344.8795218,Lake Lillian,MARION,1129,9152.868489,344.8798385
995.3361558,Perch Pond,CLAY,1130,77105.65883,995.3365293
1424.884635,Bull Pond,PUTNAM,1131,116471.3591,1424.884403
1847.183352,Johnson Lake,DESOTO,1132,29125.07477,1847.182501
696.2352815,Lake Horney,POLK,1133,28500.02091,696.2352365
761.0029536,Cemetery Lake,MARION,1134,40510.81965,761.0029908
1132.647416,Bee Gum Lake,DESOTO,1135,15802.85827,1132.647181
2774.488742,Lake Bentley,POLK,1136,214794.2575,2774.488258
351.7893554,Lake Watkins,POLK,1137,7519.632553,351.7889414
3235.265668,Honeycut Lake,LAKE,1138,229360.5583,3235.265617
1283.615586,Lake Lucy,PUTNAM,1139,106692.0195,1283.615213
1321.298126,Powerline Lake,CHARLOTTE,1140,127818.4055,1321.298246
1995.608775,Lake Stahl,POLK,1141,123717.0271,1995.60774
2077.890998,Basket Lake,HIGHLANDS,1142,228852.967,2077.891053
879.716999,Lake Betty,ORANGE,1143,54993.72059,879.7172628
1238.017485,Lake Jordan,LAKE,1144,71429.74534,1238.017955
3309.691796,Buck Lake,LAKE,1145,191040.8234,3309.690826
4480.509287,Shaw Lake,VOLUSIA,1146,583352.5816,4480.509501
1482.55859,Crystal Lake,LAKE,1147,47359.91689,1482.558893
884.9137058,Bass Lake,LAKE,1148,17759.4776,884.9144168
374.8763843,Cooter Pond,LAKE,1149,10546.58497,374.8764898
2071.188011,Lake Weston,ORANGE,1150,125485.5683,2071.188063
555.9502253,Dade Lake,LAKE,1151,19418.10917,555.949377
1648.70847,Spring Lake,ORANGE,1152,150874.9411,1648.708969
956.6248776,Park Lake,LAKE,1153,45070.12526,956.62503
1502.278748,Shoesole Lake,MARION,1154,96022.23621,1502.278852
883.9145134,Lake Hollywood,LAKE,1155,53726.13364,883.9143625
2176.428185,Lake Lagonda,PUTNAM,1156,198822.1829,2176.428114
1271.630833,Lake Idlewild,LAKE,1157,120770.5325,1271.631016
2008.174896,Lake Pendarvis,MARION,1158,283706.928,2008.17502
637.5046824,Lake Audrey,LAKE,1159,31554.7732,637.5047571
995.2222357,Crown Lake,LAKE,1160,73742.31661,995.2219322
1636.612692,Dilly Lake,LAKE,1161,130071.5963,1636.612867
707.0587229,Marsh Pond,MARION,1162,27579.29415,707.0591842
902.7968334,Little Bear Lake,LAKE,1163,61320.4294,902.7969624
2149.314765,Lake Myrtle,POLK,1164,315502.7289,2149.314678
1550.822254,Big Steep Pond,MARION,1165,100246.9109,1550.822142
2120.52496,Lake Whistler,POLK,1166,310124.6203,2120.52494
172.7305421,Lily Lake,LEE,1167,2311.858993,172.7305622
374.6558674,Lake Arrowhead,POLK,1168,9062.15673,374.6560798
3895.960948,Spirit Lake,POLK,1169,838169.9899,3895.961275
1697.779996,Lake Illinois,LAKE,1170,99888.86683,1697.781359
1893.690442,Lake Ann,POLK,1171,251231.1374,1893.690438
1160.671662,Ralph Lake,LAKE,1172,68417.15116,1160.671383
128.7611821,Shine Pond,LEVY,1173,1280.757312,128.7610783
8830.961626,Ward Lake,MANATEE,1174,1041017.788,8830.960782
494.8556397,Lake Senac,HILLSBOROUGH,1175,17856.70469,494.856161
1741.123941,Pearl Lake,HILLSBOROUGH,1176,131086.0885,1741.123707
1227.916294,Sapphire Lake,HILLSBOROUGH,1177,34573.58364,1227.916304
1318.448184,Browns Lake,HILLSBOROUGH,1178,110932.1229,1318.448383
1246.05493,Clear Lake,PASCO,1179,75700.04697,1246.054655
789.2651154,Noreast Lake,HILLSBOROUGH,1180,32969.63796,789.2653077
2016.915273,Lake Gass,HILLSBOROUGH,1181,133578.4163,2016.916024
874.6193352,Little Hobbs Lake,HILLSBOROUGH,1182,33707.79651,874.6186127
2544.560821,Skinner Lake,HERNANDO,1183,426816.9479,2544.560719
864.7095259,Harris Pond,HERNANDO,1184,23892.16132,864.7109333
1009.478564,Commston Lake,HILLSBOROUGH,1185,57592.89377,1009.478059
462.2781082,Lake Marae,SARASOTA,1186,14470.45303,462.2781133
1021.441946,Flynn Lake,HILLSBOROUGH,1187,50219.48181,1021.44161
1330.763623,Black Lake,PASCO,1188,55122.52228,1330.763016
2292.255894,Lake Sarasota,SARASOTA,1189,104369.1204,2292.255586
660.2361978,Sand Point Pond,HERNANDO,1190,15608.29581,660.2357096
598.4797041,Bull Sink,CITRUS,1191,12074.96796,598.4792317
7750.731818,Hancock Lake,PASCO,1192,2058703.489,7750.733185
1744.087772,Wade Prairie,HERNANDO,1193,92389.86449,1744.087083
4383.915823,Nicks Lake,HERNANDO,1194,368538.6102,4383.918829
463.1146757,Schoolhouse Pond,MARION,1195,11649.01167,463.1145782
2709.888802,Lake Victoria,LAKE,1196,262812.1877,2709.889404
1065.458722,Lake Brown,POLK,1197,71946.70192,1065.458867
1784.487513,Lake Star,ORANGE,1198,202417.5606,1784.487518
518.4791925,Lake Maggie,LAKE,1199,17328.61258,518.4799644
1814.076344,Clear Lake,LAKE,1200,205499.3317,1814.075923
1989.471992,Lake Pearl,LAKE,1201,288888.1226,1989.471987
1970.59197,Lake Gibson,LAKE,1202,292592.8218,1970.592071
462.3810069,Sink Hole Ponds,MARION,1203,11341.29067,462.3807267
2416.246262,Saratoga Lake,PUTNAM,1204,309582.6089,2416.245993
868.7732727,Marco Lake,DUVAL,1205,27344.24668,868.7739733
950.0922149,Lake Chapin,ORANGE,1206,60484.85821,950.0925121
2061.334441,Turner Pond,DUVAL,1207,178637.3833,2061.333692
1731.847659,Split Lake,DESOTO,1208,183035.0894,1731.847618
7180.991412,Lake Orienta,SEMINOLE,1209,572147.336,7180.990814
726.9691224,Lake Farrar,ORANGE,1210,34009.13566,726.9688976
1790.887309,Brown Lake,OSCEOLA,1211,175712.0686,1790.888039
694.3979249,Lake Hall,ORANGE,1212,32693.19854,694.3978214
1158.031992,Sandhill Crane Lake,ORANGE,1213,77776.28991,1158.031465
4866.588459,Maple Head Pond,OSCEOLA,1214,269044.3805,4866.589653
19128.056,Salt Lake,BREVARD,1215,1744821.31,19128.05424
909.6218165,Coot Bay Pond,MONROE,1216,35980.6207,909.6222034
961.6358518,Challenger Lake,BREVARD,1217,48239.17172,961.6358182
1632.640321,Pouratis Pond,MIAMI-DADE,1218,50581.14872,1632.640901
3331.304352,Roach Hole,BREVARD,1219,658492.7712,3331.304261
3534.825666,Honeymoon Lake,BREVARD,1220,471818.6481,3534.825302
154.6359886,Gator Lake,BROWARD,1221,1801.940221,154.6363454
1518.924865,Kendall Lake,MIAMI-DADE,1222,107289.7491,1518.924843
2661.469096,Lake Simmons,MONROE,1223,265150.1872,2661.469926
1726.949139,Bay Lake,LAKE,1224,198666.7218,1726.949333
1163.7952,Trout Lake,LAKE,1225,61970.13707,1163.795263
3399.468,Lake Lelia,HIGHLANDS,1226,655963.0874,3399.468645
712.5691232,Pansy Lake,HIGHLANDS,1227,37920.01037,712.5690918
1163.894816,Lake Johio,ORANGE,1228,104489.3455,1163.894927
695.8624676,Lake Cora Lee,ORANGE,1229,27123.01512,695.8629429
1377.503562,Silver Lake,LAKE,1230,83068.03216,1377.50355
9279.103425,Stagger Mud Lake,LAKE,1231,840876.1237,9279.104465
1014.683516,Baker Pond,VOLUSIA,1232,61285.35153,1014.683973
2077.129387,Pioneer Lake,HIGHLANDS,1233,312426.0886,2077.130242
1277.986559,Birdseye Lake,LAKE,1234,103508.2739,1277.986647
5004.912365,Prevatt Lake,ORANGE,1235,406546.8331,5004.913165
2664.485696,Lake Cecile,OSCEOLA,1236,452576.6191,2664.486697
211.1891013,Cox Lake,COLLIER,1237,3338.988576,211.1894709
1011.573944,Fox Lake,HIGHLANDS,1238,79554.23863,1011.57387
5803.204525,Bear Lake,SEMINOLE,1239,1257547.861,5803.203986
2233.635803,Rice Lake,SEMINOLE,1240,170451.9447,2233.637713
2720.464668,Mirror Lake,HIGHLANDS,1241,335453.3831,2720.464146
2031.5669,Lake Formosa,ORANGE,1242,132296.8019,2031.567152
2871.857075,Lake Estelle,ORANGE,1243,184369.8642,2871.856872
1243.354293,Mud Lake,ORANGE,1244,36160.56419,1243.354265
2967.906228,Lake Wilson,COLUMBIA,1245,372121.0107,2967.906243
3909.775996,Orange Pond,COLUMBIA,1246,408995.1776,3909.775871
2346.109993,Lake Shadow,ORANGE,1247,304220.3045,2346.110566
646.0348801,Cochran Lake,COLLIER,1248,10828.74744,646.0345677
1159.630039,Northwest Lake Nellie,HIGHLANDS,1249,105284.2412,1159.629803
974.3863782,Lake Copeland,ORANGE,1250,60654.19088,974.3862777
784.5609306,Lake Lucerne,ORANGE,1251,41613.29861,784.5614314
1467.62243,Lake Bell,ORANGE,1252,147658.8585,1467.622985
5007.002743,Sylvan Lake,SEMINOLE,1253,761421.1659,5007.003531
2713.582938,Lake Sirena,HIGHLANDS,1254,537532.1893,2713.583436
4649.500815,Lake Gatlin,ORANGE,1255,276988.7574,4649.500663
764.856164,Lake Lawsona,ORANGE,1256,32951.67592,764.8558563
970.8272907,Lake Winyah,ORANGE,1257,69263.42154,970.8271502
1526.20042,Lake Florida,SEMINOLE,1258,102461.5078,1526.200717
2091.547739,Lake of the Woods,SEMINOLE,1259,207523.1881,2091.547569
723.1806052,East Lake,SEMINOLE,1260,33052.13734,723.1805274
907.575216,Lake Sten,SEMINOLE,1261,33003.78958,907.5754598
8225.297848,Lake Alfred,POLK,1262,2737547.881,8225.296414
1091.677777,Tangerine Lake,POLK,1263,75444.22164,1091.677546
8634.977817,Lake Rochelle,POLK,1264,2088568.574,8634.978831
1727.09105,Lake Camp,POLK,1265,194737.3796,1727.091216
3459.265454,Dixie Lake,LAKE,1266,763851.0434,3459.265318
1357.178115,Cooper Lake,PUTNAM,1267,92641.85976,1357.178496
6027.688562,Lake Lynne,MARION,1268,166039.0783,6027.686878
3671.345731,Plum Lake,LAKE,1269,413622.2602,3671.345468
526.0237735,Doe Pond,MARION,1270,19511.24947,526.0238043
1474.135077,Lake Gwyn,POLK,1271,78391.41015,1474.135235
1746.136671,Lake Maude,POLK,1272,216672.038,1746.136772
982.9729588,Lake Idyl,POLK,1273,72042.26871,982.9730048
2039.054845,Hammond Lake,LAKE,1274,274686.0471,2039.05521
1380.520801,Polecat Lake,POLK,1275,144523.0788,1380.520415
2350.322415,Lake Buckeye,POLK,1276,283346.1629,2350.32273
939.9643007,Hidden Lake,LAKE,1277,63764.66398,939.9643013
635.7728091,King Lake,LAKE,1278,24812.60713,635.7723497
915.5629626,Lake Elsie,LAKE,1279,65484.98347,915.5628504
8116.302113,Lake Saunders,LAKE,1280,1363296.542,8116.299892
704.4318132,Pine Lake,PUTNAM,1281,33531.21978,704.4316714
291.9317699,Orchid Lake,LAKE,1282,5419.723837,291.9313533
1428.402584,Casa Linda Lake,DUVAL,1283,33316.60572,1428.40225
2098.607316,Lizzie Lake,POLK,1284,307267.6153,2098.606867
1421.951916,Lake Lena,LAKE,1285,133330.7973,1421.952029
921.1944156,Lake Hayes,SEMINOLE,1286,48525.19075,921.1944174
786.3402396,Bath Lake,SEMINOLE,1287,44110.84696,786.3403971
3306.024798,Elizabeth Lake,VOLUSIA,1288,247184.3044,3306.025922
328.9037562,Sand Pond,VOLUSIA,1289,7460.637904,328.9040652
478.4937499,Lake Rogers,SEMINOLE,1290,16735.07534,478.4935625
404.1574261,Bonnet Lake,VOLUSIA,1291,7085.451038,404.1571129
1900.001072,Scoggin Lake,VOLUSIA,1292,190828.761,1900.00091
2206.013859,Silver Lake,FLAGLER,1293,162390.0954,2206.01298
6469.505197,Pitman Bay,HIGHLANDS,1294,573937.5484,6469.504646
2499.292024,North Ox Pond,OSCEOLA,1295,282312.0756,2499.292622
1647.118172,Mud Lakes,MONROE,1296,89863.80406,1647.118136
3760.516182,Lake Tracy,POLK,1297,404023.0584,3760.517489
714.4157797,Lake Joe,POLK,1298,36081.72628,714.4160912
1044.817087,Lake Menzie,POLK,1299,83137.49949,1044.817318
1166.934458,Lake Ruth,POLK,1300,68368.24237,1166.934676
1099.847112,Lake Franklin,LAKE,1301,36450.43012,1099.847273
3801.6268,Lake Dalhousie,LAKE,1302,1017317.83,3801.626645
3538.857296,Lake Trask,POLK,1303,231118.6276,3538.858602
4598.348837,Black Lake,ORANGE,1304,944659.2587,4598.348459
663.2651226,Tractor Lake,POLK,1305,31467.311,663.2649349
458.3594228,Lake Yarbo,ORANGE,1306,15973.60199,458.3588041
4092.039488,Silver Lake,PUTNAM,1307,515414.1715,4092.041402
738.2783435,Southern Pond,DUVAL,1308,38669.19738,738.2785761
1029.243461,Jacks Lake,GLADES,1309,21422.6662,1029.243448
4543.636245,Lake Crescent,ORANGE,1310,756522.1457,4543.636753
3718.173579,Clear Lake,PUTNAM,1311,474019.9062,3718.173769
2203.464352,Lake Olivia,HIGHLANDS,1312,348552.0826,2203.464437
944.4794597,Lake Belmar,MIAMI-DADE,1313,12620.37285,944.4798688
1496.265974,Greyknoll Lake,MIAMI-DADE,1314,122583.7894,1496.265789
2185.791921,East Coral Lake,BROWARD,1315,61733.51037,2185.792546
10039.46876,West Lake,BROWARD,1316,992280.3369,10039.46923
739.4873342,Square Lake,PALM BEACH,1317,34595.5206,739.4868297
5424.23202,Princess Lake,SUMTER,1318,404020.8366,5424.232398
676.4956485,Moss Lake,PASCO,1319,15522.18035,676.4956038
678.5413878,Lake Linda,PASCO,1320,17298.93058,678.5416801
1632.150676,Redden Prairie Pond,HERNANDO,1321,92663.19451,1632.150108
5096.968976,Mud Lake,SUMTER,1322,217831.0814,5096.969209
959.5785118,Little Gant Lake,SUMTER,1323,42214.95619,959.5779183
822.2610873,Thirsting Lake,LEE,1324,42763.31785,822.2602979
3261.456967,Gator Pond,SUMTER,1325,420701.1141,3261.457796
715.121781,Clearwater Lake,ALACHUA,1326,19656.29584,715.1215605
