CoordSource,AreaOfInterest,AreaOfInterestID,County,GNISID_LW,SA_LW_hec,latitude,longitude,OBJECTID,PermanentID,FDate,Resolution,GNISID,GNISName,Area_SqKm,Elevation,ReachCode,FType,FCode,Visibility,ShapeLength,ShapeArea,JoinNotes,ShapeSource
FWC_2,Pithlachascotte River,352,Pasco,,,28.23598,-82.683908,,,,,,,,,,,,,,,,NHD
Lakewatch,Place,0,Hillsborough,NA,NA,28.030825,-82.556375,78158,68747430,6/18/19,2,,,0.07812452,0,3.10E+12,436,43600,250000,0.018849096,7.17E-06,,NHD
Lakewatch,Placid,0,Highlands,289014,1299,27.23865,-81.35795,427274,112050757,9/9/14,2,289014,Lake Placid,13.73273063,28,3.09E+12,390,39009,5000000,0.171185155,0.001251332,,NHD
Lakewatch,Placid,0,Pinellas,NA,NA,27.92506667,-82.79403333,226030,58669083,2/1/19,2,,,0.01867362,0,3.10E+12,436,43600,100000,0.010690262,1.71E-06,,NHD
FWC,"Placid, Lake",353,,,,27.242106,-81.365051,427274,112050757,9/9/14,2,289014,Lake Placid,13.73273063,28,3.09E+12,390,39009,5000000,0.171185155,0.001251332,,NHD
Lakewatch,Placida,0,Lake,NA,NA,28.92753333,-81.68996667,202356,112690922,12/1/03,2,,,0.144,0,3.08E+12,390,39004,500000,0.01643737,1.33E-05,,NHD
Lakewatch,Placido,0,Pinellas,NA,NA,27.81683333,-82.62453333,,,,,,,,,,,,,,,,NHD
Lakewatch,Placido Canal North,0,Pinellas,NA,NA,27.8213,-82.62763333,,,,,,,,,,,,,,,,NHD
Lakewatch,Platt,0,Hillsborough,289039,26,28.09496667,-82.47873333,153225,41986189,6/10/10,2,289039,Platt Lake,0.253,0,3.10E+12,390,39004,500000,0.020808768,2.32E-05,,NHD
Lakewatch,Plaza Oval,0,Seminole,289045,NA,28.68233333,-81.34013333,60787,107718273,10/16/03,2,289045,Plaza Pool,0.01,0,3.08E+12,390,39004,100000,0.003907008,9.45E-07,,NHD
FWC,Plummers Creek,354,,,,30.595578,-81.653328,,,,,,,,,,,,,,,,NHD
Lakewatch,Pocket,0,Orange,289103,51,28.42066667,-81.5131,427157,112030991,4/15/11,2,289103,Pocket Lake,0.517,29.9,3.09E+12,390,39009,1000000,0.030570919,4.76E-05,,NHD
FWC,Pocket Lake,355,,,,28.422833,-81.514117,427157,112030991,4/15/11,2,289103,Pocket Lake,0.517,29.9,3.09E+12,390,39009,1000000,0.030570919,4.76E-05,,NHD
FWC,Poinciana Ponds & Canals,1641,,,,28.103446,-81.476944,,,,,,,,,,,,,,,,NHD
Lakewatch,Poinsett,0,Brevard,289112,1754,28.339875,-80.837275,94415,107805369,12/5/15,2,289112,Lake Poinsett,16.72820772,0,3.08E+12,390,39004,5000000,0.44794803,0.001539395,,NHD
FWC,"Poinsett, Lake",356,,,,28.340909,-80.835631,94415,107805369,12/5/15,2,289112,Lake Poinsett,16.72820772,0,3.08E+12,390,39004,5000000,0.44794803,0.001539395,,NHD
Lakewatch,Pollock,0,Polk,304721,NA,27.9864,-81.92683333,24051,78658085,2/20/13,2,304721,Lake Pollock,0.06381373,0,3.10E+12,390,39004,250000,0.012999475,5.85E-06,,NHD
Lakewatch,Pond 01-14,0,Hillsborough,NA,NA,28.0525,-82.5957,63698,{C54E80D7-EF52-42CB-A2E5-F7ECF85C2D6D},6/18/19,2,,,0.00699187,0,3.10E+12,436,43600,100000,0.004235128,6.42E-07,,NHD
Lakewatch,Pond 02-07,0,Hillsborough,NA,NA,27.8853,-82.2695,389707,51889519,6/2/15,2,,,0.0188844,0,3.10E+12,436,43600,100000,0.006736795,1.73E-06,,NHD
Lakewatch,Pond 03-16,0,Hillsborough,NA,NA,28.0644,-82.4927,222308,68788948,6/18/19,2,,,0.00397865,0,3.10E+12,436,43600,50000,0.002225602,3.65E-07,,NHD
Lakewatch,Pond 03-19,0,Hillsborough,NA,NA,28.0896,-82.551,198238,68748290,6/18/19,2,,,0.00273159,0,3.10E+12,436,43600,50000,0.002053646,2.51E-07,,NHD
Lakewatch,Pond 04-05,0,Hillsborough,NA,NA,28.1224,-82.4591,168689,68789080,6/18/19,2,,,0.04451582,0,,466,46600,50000,0.014224559,4.09E-06,,NHD
Lakewatch,Pond 05-04 Inlet,0,Hillsborough,NA,NA,27.8775,-82.2791,457814,{565B60AD-9883-4ACF-8D27-A9E6A80570B5},6/2/15,2,,,0.00353148,0,3.10E+12,436,43600,50000,0.002696743,3.24E-07,,NHD
Lakewatch,Pond 05-04 Outlet,0,Hillsborough,NA,NA,27.8775,-82.2791,457814,{565B60AD-9883-4ACF-8D27-A9E6A80570B5},6/2/15,2,,,0.00353148,0,3.10E+12,436,43600,50000,0.002696743,3.24E-07,,NHD
Lakewatch,Pond 05-07,0,Hillsborough,NA,NA,nan,nan,,,,,,,,,,,,,,,,NHD
Lakewatch,Pond 06-01,0,Hillsborough,NA,NA,27.8503,-82.231,459390,{018A2706-CB10-4DA3-9477-EE2A0A5BDBCA},11/5/12,2,,,0.0034243,0,3.10E+12,436,43617,50000,0.002686088,3.14E-07,,NHD
Lakewatch,Pond 06-13,0,Hillsborough,NA,NA,27.73393333,-82.34713333,355565,{CE6C8D42-8A2B-47C7-A0E7-3DF845FA1F85},1/14/14,2,,,0.00276998,0,3.10E+12,436,43615,50000,0.002049354,2.54E-07,,NHD
Lakewatch,Pond 06-28,0,Hillsborough,NA,NA,28.11196667,-82.4922,217543,68789016,6/18/19,2,,,0.00773062,0,3.10E+12,436,43600,100000,0.004788406,7.10E-07,,NHD
Lakewatch,Pond 06-905 Inflow,0,Hillsborough,NA,NA,27.8779,-82.2854,459143,51889531,6/2/15,2,,,0.0026862,0,3.10E+12,436,43600,50000,0.002139495,2.46E-07,,NHD
Lakewatch,Pond 06-905 Outflow,0,Hillsborough,NA,NA,27.8779,-82.2854,459143,51889531,6/2/15,2,,,0.0026862,0,3.10E+12,436,43600,50000,0.002139495,2.46E-07,,NHD
Lakewatch,Pond 06-906,0,Hillsborough,NA,NA,28.0292,-82.4896,468585,41986407,5/30/02,2,,,0.009,0,3.10E+12,390,39004,100000,0.003321087,8.28E-07,,NHD
Lakewatch,Pond 06-911,0,Hillsborough,NA,NA,28.0557,-82.5552,499310,68746082,5/24/11,2,,,0.01,0,3.10E+12,436,43617,100000,0.003788284,8.83E-07,,NHD
Lakewatch,Pond 07-901,0,Hillsborough,NA,NA,27.716,-82.35,110506,52231558,1/14/14,2,,,0.05182121,0,3.10E+12,436,43615,250000,0.01088662,4.74E-06,,NHD
Lakewatch,Pond 07-904,0,Hillsborough,NA,NA,27.7256,-82.3575,455007,52234056,1/14/14,2,,,0.18479468,0,3.10E+12,436,43615,500000,0.043627894,1.69E-05,,NHD
Lakewatch,Pond 08-16,0,Hillsborough,NA,NA,28.0481,-82.48333333,280055,68788838,6/18/19,2,,,0.00137833,0,3.10E+12,436,43600,50000,0.001287611,1.27E-07,,NHD
Lakewatch,Pond 09-02,0,Hillsborough,NA,NA,27.7361,-82.3483,454901,{560FB6FE-FA45-4A26-8148-3932F0BB1165},1/14/14,2,,,0.01579118,0,3.10E+12,436,43615,100000,0.006704078,1.45E-06,,NHD
Lakewatch,Pond 09-03,0,Hillsborough,NA,NA,27.9556,-82.2519,469292,41957653,2/5/13,2,,,0.00626162,0,3.10E+12,436,43600,100000,0.005264812,5.74E-07,,NHD
Lakewatch,Pond 09-Sp1,0,Hillsborough,NA,NA,28.0664,-82.4535,,,,,,,,,,,,,,,,NHD
Lakewatch,Pond 1,0,Charlotte,NA,NA,28.88793333,-82.23406667,,,,,,,,,,,,,,,,NHD
Lakewatch,Pond 10-02,0,Hillsborough,NA,NA,28.0597,-82.4313,289129,41986817,1/3/13,2,,,0.03777697,0,3.10E+12,436,43600,250000,0.008581944,3.47E-06,,NHD
Lakewatch,Pond 10-07,0,Hillsborough,NA,NA,28.11013333,-82.53236667,500137,68745550,6/18/19,2,,,0.07058938,0,,466,46600,100000,0.00984257,6.48E-06,,NHD
Lakewatch,Pond 10-08,0,Hillsborough,NA,NA,27.96616667,-82.29723333,499952,68744088,6/18/19,2,,,0.00781895,0,3.10E+12,436,43600,100000,0.00573736,7.17E-07,,NHD
Lakewatch,Pond 12-04,0,Hillsborough,NA,NA,27.70286667,-82.35086667,60191,52234452,1/14/14,2,,,0.00452414,0,3.10E+12,436,43615,50000,0.003111592,4.14E-07,,NHD
Lakewatch,Pond 13,0,Duval,NA,NA,30.50876667,-81.56003333,369404,{5D639EC0-A605-4132-8396-5419E253A96F},6/25/14,2,,,0.01280558,0,3.07E+12,436,43600,100000,0.005222038,1.20E-06,,NHD
Lakewatch,Pond 2,0,Charlotte,NA,NA,26.8854,-82.0293,139238,78187841,3/25/14,2,,,0.01840236,0,3.10E+12,436,43600,100000,0.00662365,1.67E-06,,NHD
Lakewatch,Pond 3,0,Charlotte,NA,NA,26.88526667,-82.03143333,115796,78188197,3/25/14,2,,,0.01307232,0,3.10E+12,436,43600,100000,0.006762137,1.19E-06,,NHD
Lakewatch,Pond 4,0,Charlotte,NA,NA,26.89076667,-82.03623333,532667,78187843,3/25/14,2,,,0.03870861,0,3.10E+12,436,43600,250000,0.013441342,3.52E-06,,NHD
Lakewatch,Pond 5,0,Charlotte,NA,NA,26.8917,-82.035,532667,78187843,3/25/14,2,,,0.03870861,0,3.10E+12,436,43600,250000,0.013441342,3.52E-06,,NHD
Lakewatch,Pond 6,0,Charlotte,NA,NA,26.894,-82.03356667,300827,78188421,3/25/14,2,,,0.00550629,0,3.10E+12,436,43600,100000,0.00335777,5.00E-07,,NHD
Lakewatch,Pond 7,0,Charlotte,NA,NA,26.8918,-82.03093333,532931,78188195,3/25/14,2,,,0.05105208,0,3.10E+12,436,43600,250000,0.012853036,4.64E-06,,NHD
Lakewatch,Pond 99-19,0,Hillsborough,NA,NA,27.88565,-82.2787,459834,51889443,8/29/12,2,,,0.00903782,0,3.10E+12,436,43617,100000,0.005698637,8.28E-07,,NHD
FWC,Pope Duval East FMA,357,,,,30.306188,-81.907899,159976,134187659,12/23/15,2,,,0.0361232,0,3.07E+12,436,43615,250000,0.013009689,3.39E-06,,NHD
FWC,Pope Duval West FMA,358,,,,30.304777,-81.923173,277740,134187671,12/23/15,2,,,0.02546578,0,3.07E+12,436,43615,100000,0.007582772,2.39E-06,,NHD
Lakewatch,Porter,0,Orange,289250,13,28.5112,-81.32416667,427463,112027901,9/10/09,2,289250,Lake Porter,0.136,28.3,3.09E+12,390,39009,500000,0.014968251,1.25E-05,,NHD
Lakewatch,Pot,0,Seminole,NA,NA,28.65413333,-81.35776667,134782,107719145,11/2/18,2,,,0.00878178,0,3.08E+12,390,39004,2000000,0.003855222,8.11E-07,,NHD
Lakewatch,Potano Ponds,0,Alachua,NA,NA,29.64333333,-82.2595,109948,112630668,7/1/10,2,,,0.032,0,3.08E+12,390,39001,250000,0.007133652,3.03E-06,,NHD
Lakewatch,Powell,0,Bay,289278,266,30.27426667,-85.98096667,527402,122196984,10/6/16,2,289278,Powell Lake,2.598955,0,3.14E+12,390,39004,2000000,0.203243145,0.000243652,,NHD
Lakewatch,Powell,0,Walton,289278,6.43473,30.28323333,-85.99936667,527402,122196984,10/6/16,2,289278,Powell Lake,2.598955,0,3.14E+12,390,39004,2000000,0.203243145,0.000243652,,NHD
Lakewatch,Powell South,0,Bay,289278,NA,30.27026667,-85.98696667,527402,122196984,10/6/16,2,289278,Powell Lake,2.598955,0,3.14E+12,390,39004,2000000,0.203243145,0.000243652,,NHD
Lakewatch,Prairie,0,Orange,289284,15,28.5943,-81.51006667,42251,107840597,7/13/15,2,289284,Prairie Lake,0.36367015,74,3.08E+12,390,39009,1000000,0.028231498,3.35E-05,,NHD
Lakewatch,Prairie,0,Seminole,289287,50,28.65793333,-81.3551,207451,107718473,5/6/15,2,289287,Lake Prairie,0.50229948,86,3.08E+12,390,39009,2000000,0.03865674,4.64E-05,,NHD
FWC,Prairie Creek,359,,,,26.985383,-81.923383,,,,,,,,,,,,,,,,NHD
Lakewatch,Pretty,0,Hillsborough,289303,32,28.10896667,-82.5681,500028,68747082,6/18/19,2,289303,Pretty Lake,0.34146599,0,3.10E+12,390,39004,1000000,0.032330785,3.14E-05,,NHD
Lakewatch,Pretty,0,Lake,289304,NA,28.4588,-81.82016667,65860,112662802,5/28/20,2,289304,Pretty Lake,1.00960019,0,3.08E+12,390,39000,1000000,0.093669907,9.30E-05,,NHD
Lakewatch,Price,0,Orange,289311,34,28.59743333,-81.1754,186928,107816147,9/10/09,2,289311,Lake Price,0.358,51,3.08E+12,390,39009,1000000,0.025006636,3.30E-05,,NHD
FWC,"Prima Vista, Lake",360,,,,28.56408,-81.53685,4164,10995363,10/17/99,3,,,0.081,,3.08E+12,390,39004,,1286.698472,81087.83664,FDEP polygon a better fit,FDEP
Lakewatch,Primavista,0,Orange,291635,12,28.564,-81.53693333,4164,10995363,10/17/99,3,,,0.081,,3.08E+12,390,39004,,1286.698472,81087.83664,FDEP polygon a better fit,FDEP
Lakewatch,PSL Botanical Gardens,0,St Lucie,NA,NA,27.26966667,-80.31886667,411810,{C6FFD818-70F8-4443-AE69-B725E87C95BE},8/23/18,2,,,0.00510958,0,3.09E+12,436,43600,100000,0.004893418,4.66E-07,,NHD
Lakewatch,Punchbowl,0,Putnam,NA,NA,29.71673333,-82.04846667,226669,113632249,4/16/19,2,,,0.01265922,0,3.11E+12,390,39004,100000,0.003937115,1.18E-06,,NHD
Lakewatch,Purdum Pond,0,Lake,NA,NA,28.8343,-81.81533333,104012,112655294,7/6/10,2,,,0.102,0,3.08E+12,436,43617,250000,0.012291802,9.45E-06,,NHD
FWC,Puzzle Lake,361,,,,28.60593,-80.96205,3790,10994087,10/17/99,3,289390,Puzzle Lake,2.89,,3.08E+12,390,39004,,22255.24545,2889882.187,FDEP polygon a better fit,FDEP
Lakewatch,Pythias,0,Highlands,289393,130,27.6351,-81.49706667,255184,112046345,9/10/09,2,289393,Lake Pythias,1.095,30.8,3.09E+12,390,39009,1000000,0.037947505,0.000100151,,NHD
Lakewatch,Quail,0,Okaloosa,NA,NA,30.3915,-86.46923333,,,,,,,,,,,,,,,,NHD
Lakewatch,Quail Pond,0,Seminole,289395,1.2,28.6709,-81.3349,162335,107718467,10/16/03,2,289395,Quail Pond,0.012,62,3.08E+12,390,39009,100000,0.005389978,1.09E-06,,NHD
Lakewatch,Quarry,0,Collier,NA,NA,26.2798,-81.67006667,,,,,,,,,,,,,,,,NHD
Lakewatch,Queens Mirror,0,Seminole,289401,5,28.6622,-81.32313333,379740,{F9F43B81-84EE-4E12-91DB-F200BD5DC527},10/16/14,2,289401,Queens Mirror,0.05016062,52,3.08E+12,390,39009,250000,0.008320762,4.63E-06,,NHD
Lakewatch,Quiet Waters,0,Broward,NA,NA,26.30783333,-80.16116667,449307,138371584,10/30/13,2,,,0.21306499,0,3.09E+12,436,43600,500000,0.036476692,1.93E-05,,NHD
Lakewatch,Quiet Waters,0,Palm Beach,NA,NA,26.6646,-80.17656667,450806,138368892,2/5/15,2,,,0.03049155,0,3.09E+12,436,43600,250000,0.009854055,2.76E-06,,NHD
Lakewatch,Rabama,0,Orange,NA,NA,28.5208,-81.32873333,89511,112027859,7/10/13,2,,,0.02449668,0,3.09E+12,436,43600,100000,0.006383536,2.26E-06,,NHD
Lakewatch,Rachard,0,Highlands,294418,6,27.30406667,-81.36906667,288864,112050335,9/10/09,2,294418,Lake LaChard,0.072,0,3.09E+12,390,39004,250000,0.009236633,6.60E-06,,NHD
FWC_2,"Rachel, Lake",362,Hamilton,,,30.45747,-83.46141,484704,127398188,10/15/04,2,289428,Rachel Lake,0.409,29.9,3.11E+12,390,39009,1000000,0.03550186,3.84E-05,,NHD
Lakewatch,Rainbow,0,Hillsborough,289442,19,28.11665,-82.596425,77870,68746482,6/18/19,2,289442,Rainbow Lake,0.19651533,37,3.10E+12,390,39009,500000,0.023626356,1.80E-05,,NHD
Lakewatch,Rainbow,0,Pinellas,NA,NA,28.01743333,-82.7088,,,,,,,,,,,,,,,,NHD
FWC,Rainbow River,363,,,,29.10245,-82.43739,,,,,,,,,,,,,,,,NHD
Lakewatch,Rattlesnake,0,Washington,289499,40,30.4587,-85.5671,524523,122165309,6/28/04,2,289499,Swift Creek Swamp,0.548,15,3.14E+12,390,39009,1000000,0.038547953,5.15E-05,,NHD
Lakewatch,Ray,0,Duval,NA,NA,30.3463,-81.53793333,179316,125939765,4/24/14,2,,,0.00668256,0,3.08E+12,436,43600,100000,0.003097843,6.27E-07,,NHD
Lakewatch,Red Beach,0,Highlands,289535,136,27.43266667,-81.40383333,430774,112049453,9/9/14,2,289535,Red Beach Lake,1.29142435,23.2,3.09E+12,390,39009,2000000,0.051088494,0.000117873,,NHD
FWC,Red Beach Lake,364,,,,27.432626,-81.403674,430774,112049453,9/9/14,2,289535,Red Beach Lake,1.29142435,23.2,3.09E+12,390,39009,2000000,0.051088494,0.000117873,,NHD
Lakewatch,Red Bug,0,Seminole,289539,11,28.6509,-81.29113333,84898,107718701,10/16/03,2,289539,Red Bug Lake,0.118,66,3.08E+12,390,39009,500000,0.012452,1.09E-05,,NHD
FWC,"Red Water, Lake",365,,,,27.541302,-81.473211,430226,112047993,11/20/03,2,285771,Little Red Water Lake,1.269,31.7,3.09E+12,390,39009,2000000,0.054127727,0.000115938,,NHD
Lakewatch,Redwater,0,Highlands,289555,30,27.34676667,-81.39506667,84596,112050129,9/9/14,2,289555,Red Water Lake,0.28764401,21.3,3.09E+12,390,39009,500000,0.036659552,2.62E-05,,NHD
Lakewatch,Redwater,0,Putnam,289587,115,29.56256667,-82.01786667,129700,112636440,5/28/20,2,289587,Redwater Lake,0.92697749,0,3.08E+12,390,39000,1000000,0.038720602,8.63E-05,,NHD
Lakewatch,Reed Canal,0,Volusia,NA,NA,29.15153333,-81.01676667,242161,125539330,3/31/14,2,,,0.03276193,0,3.08E+12,436,43600,250000,0.007138754,3.04E-06,,NHD
Lakewatch,Reedy,0,Polk,307559,1411,27.7401,-81.49713333,429776,112044405,11/20/03,2,307559,Reedy Lake,14.192,23.8,3.09E+12,390,39009,5000000,0.160645322,0.001298913,,NHD
FWC,Reedy Creek,1060,,,,28.16397275,-81.45075788,,,,,,,,,,,,,,,,NHD
FWC,"Reedy, Lake",366,,,,27.74574,-81.48596,429776,112044405,11/20/03,2,307559,Reedy Lake,14.192,23.8,3.09E+12,390,39009,5000000,0.160645322,0.001298913,,NHD
Lakewatch,Reinheimer,0,Hillsborough,289634,8,28.13023333,-82.48683333,500304,68758070,6/18/19,2,289634,Reinheimer Lake,0.0850203,0,3.10E+12,390,39004,500000,0.01238686,7.81E-06,,NHD
FWC_2,Ribault River,367,Duval,,,30.396124,-81.689697,,,,,,,,,,,,,,,,NHD
Lakewatch,Ribbon North,0,Flagler,NA,NA,29.5592,-81.2192,267102,125538263,6/28/14,2,,,0.05695293,0,3.08E+12,436,43600,250000,0.01653765,5.30E-06,,NHD
Lakewatch,Richard Muldowney,0,Hillsborough,NA,NA,28.0725,-82.4704,86430,41986541,10/19/20,2,,,0.02386253,0,3.10E+12,436,43600,250000,0.005410556,2.19E-06,,NHD
Lakewatch,Richmond,0,Orange,NA,13,28.51236667,-81.43446667,426995,112028023,7/10/13,2,,,0.14035115,0,3.09E+12,436,43600,500000,0.014937228,1.29E-05,,NHD
Lakewatch,Riley,0,Broward,NA,NA,26.11066667,-80.3611,,,,,,,,,,,,,,,,NHD
Lakewatch,Riley,0,Putnam,289703,19,29.52,-82.0335,,,,,,,,,,,,,,,,NHD
Lakewatch,Ring,0,Polk,289710,1,28.00936667,-81.70223333,240129,78686737,2/20/13,2,289710,Lake Ring,0.00843552,129,3.10E+12,390,39009,100000,0.003184757,7.74E-07,,NHD
Lakewatch,Rippling,0,Flagler,NA,NA,29.5014,-81.24,,,,,,,,,,,,,,,,NHD
Lakewatch,Rivendel,0,Sarasota,NA,NA,27.18176667,-82.47756667,263276,166404123,8/7/08,2,,,0.014,0,3.10E+12,436,43617,100000,0.007353314,1.30E-06,,NHD
Lakewatch,River,0,Polk,289728,NA,27.9826,-81.6697,134666,78622005,11/2/12,2,289728,River Lake,0.0876621,137,3.10E+12,390,39009,500000,0.014549436,8.04E-06,,NHD
Lakewatch,River Lake Manor,0,Citrus,NA,NA,28.95646667,-82.36113333,,,,,,,,,,,,,,,,NHD
Lakewatch,Roberta,0,Hillsborough,289773,0.8,28.001,-82.4496,279875,41986575,2/5/13,2,289773,Lake Roberta,0.00932932,0,3.10E+12,390,39004,100000,0.003694438,8.56E-07,,NHD
Lakewatch,Roberts,0,Okaloosa,289785,NA,30.53856667,-86.46933333,526908,35363409,3/7/02,2,289785,Roberts Lake,0.09,0,3.14E+12,390,39004,500000,0.024239952,8.49E-06,,NHD
Lakewatch,Rochelle,0,Polk,289806,242,28.072775,-81.7202,202577,78686169,8/24/12,2,289806,Lake Rochelle,2.08856849,128,3.10E+12,390,39009,5000000,0.082934815,0.000191732,,NHD
FWC,"Rochelle, Lake",368,,,,28.073,-81.7218,202577,78686169,8/24/12,2,289806,Lake Rochelle,2.08856849,128,3.10E+12,390,39009,5000000,0.082934815,0.000191732,,NHD
Lakewatch,Rock,0,Hillsborough,289834,21,28.1137,-82.5572,499666,68747152,6/18/19,2,289834,Rock Lake,0.22717371,43,3.10E+12,390,39009,1000000,0.01867905,2.09E-05,,NHD
Lakewatch,Rock,0,Orange,289836,18,28.54703333,-81.40166667,426856,112027749,11/20/03,2,289836,Rock Lake,0.176,29.3,3.09E+12,390,39009,500000,0.016491586,1.62E-05,,NHD
Lakewatch,Rock,0,Seminole,289838,8,28.7037,-81.36813333,153261,107719223,9/5/14,2,289838,Rock Lake,0.08621991,79,3.08E+12,390,39009,500000,0.012216208,7.96E-06,,NHD
Lakewatch,Rock Creek,0,Broward,NA,NA,26.03733333,-80.30303333,442154,138374023,4/17/14,2,,,0.39226673,0,3.09E+12,436,43600,500000,0.137301255,3.54E-05,,NHD
FWC,Rock Spring Run,369,,,,28.745623,-81.477015,,,,,,,,,,,,,,,,NHD
Lakewatch,Rocky,0,Putnam,1988422,7.9,29.6427,-81.8739,190911,{1BE2F901-BFBC-4EE3-9B74-DCA160DCDBBD},3/29/10,2,1988422,Sand Hill Pond,0.073,0,3.08E+12,390,39004,250000,0.015361998,6.79E-06,,NHD
FWC,Rocky Creek,370,,,,27.987192,-82.59666,,,,,,,,,,,,,,,,NHD
Lakewatch,Rodgers,0,Flagler,NA,NA,29.4401,-81.2311,40073,125968306,2/20/18,2,,,0.0397282,0,3.08E+12,390,39004,250000,0.007615704,3.69E-06,,NHD
FWC,Rodman Reservoir,371,,,,29.5214,-81.806733,32560,120053782,12/11/08,3,,,34.295,,,390,39004,10,82167.4506,34294549.85,FDEP polygon a better fit,FDEP
Lakewatch,Rodman-1,0,Putnam,306146,5261,29.5232,-81.824,32560,120053782,12/11/08,3,,,34.295,,,390,39004,10,82167.4506,34294549.85,FDEP polygon a better fit,FDEP
Lakewatch,Rodman-2,0,Putnam,306146,5261,29.5425,-81.8373,32560,120053782,12/11/08,3,,,34.295,,,390,39004,10,82167.4506,34294549.85,FDEP polygon a better fit,FDEP
Lakewatch,Rodman-3,0,Putnam,306146,5261,29.5075,-81.8858,32560,120053782,12/11/08,3,,,34.295,,,390,39004,10,82167.4506,34294549.85,FDEP polygon a better fit,FDEP
Lakewatch,Rodman-4,0,Putnam,306146,5261,29.486,-81.9077,32560,120053782,12/11/08,3,,,34.295,,,390,39004,10,82167.4506,34294549.85,FDEP polygon a better fit,FDEP
Lakewatch,Rodman-4A,0,Putnam,306146,5261,29.5094,-81.9068,32560,120053782,12/11/08,3,,,34.295,,,390,39004,10,82167.4506,34294549.85,FDEP polygon a better fit,FDEP
Lakewatch,Rodman-5,0,Putnam,306146,5261,29.3855,-81.9001,32560,120053782,12/11/08,3,,,34.295,,,390,39004,10,82167.4506,34294549.85,FDEP polygon a better fit,FDEP
Lakewatch,Rodman-6,0,Putnam,306146,5261,29.5077,-81.8045,32560,120053782,12/11/08,3,,,34.295,,,390,39004,10,82167.4506,34294549.85,FDEP polygon a better fit,FDEP
Lakewatch,Rodman-out 1,0,Putnam,306146,NA,29.5257,-81.797,32560,120053782,12/11/08,3,,,34.295,,,390,39004,10,82167.4506,34294549.85,FDEP polygon a better fit,FDEP
Lakewatch,Rodman-out 2,0,Putnam,306164,NA,29.5083,-81.916,32560,120053782,12/11/08,3,,,34.295,,,390,39004,10,82167.4506,34294549.85,FDEP polygon a better fit,FDEP
Lakewatch,Rodman-out 3,0,Putnam,306164,NA,29.5083,-81.9162,32560,120053782,12/11/08,3,,,34.295,,,390,39004,10,82167.4506,34294549.85,FDEP polygon a better fit,FDEP
Lakewatch,Rogers,0,Hillsborough,289927,38,28.1094,-82.58856667,499253,68747070,9/10/09,2,289927,Lake Rogers,0.379,36,3.10E+12,390,39009,1000000,0.029845033,3.48E-05,,NHD
Lakewatch,Rogers,0,Seminole,289928,1.6,28.65463333,-81.19573333,161863,107815433,9/10/09,2,289928,Lake Rogers,0.017,0,3.08E+12,390,39004,100000,0.00466491,1.54E-06,,NHD
Lakewatch,Roget,0,Hillsborough,NA,NA,28.10806667,-82.456,72357,{D85BAE21-C479-40EF-A30C-61A38F5D862D},6/18/19,2,,,0.0136281,0,3.10E+12,436,43600,100000,0.006450324,1.25E-06,,NHD
Lakewatch,Rona,0,Palm Beach,NA,NA,nan,nan,,,,,,,,,,,,,,,,NHD
Lakewatch,Rosa,0,Putnam,289951,52,29.711825,-82.007825,81608,125960634,3/21/14,2,289951,Lake Rosa,0.39421043,97,3.08E+12,390,39009,1000000,0.021926625,3.68E-05,,NHD
Lakewatch,Rosalie,0,Polk,289953,1860,27.933775,-81.40785,430102,112042409,10/19/13,2,289953,Lake Rosalie,18.35861135,16.2,3.09E+12,390,39009,5000000,0.177355537,0.001683196,,NHD
FWC,"Rosalie, Lake",372,,,,27.9335,-81.39703,430102,112042409,10/19/13,2,289953,Lake Rosalie,18.35861135,16.2,3.09E+12,390,39009,5000000,0.177355537,0.001683196,,NHD
Lakewatch,Rose,0,Orange,289964,36,28.53733333,-81.5049,100331,107777909,7/13/15,2,289964,Lake Rose,0.38202108,79,3.08E+12,390,39009,1000000,0.032514293,3.52E-05,,NHD
Lakewatch,Rose,0,St Lucie,NA,NA,27.5513,-80.40733333,134291,83028191,4/24/10,2,,,0.007,0,3.08E+12,436,43617,100000,0.003460126,6.81E-07,,NHD
Lakewatch,Rose Hill,0,Orange,NA,NA,28.557,-81.5062,104717,107840559,10/16/03,2,,,0.031,0,3.08E+12,390,39004,250000,0.006147549,2.89E-06,,NHD
Lakewatch,Roseate,0,Lee,NA,NA,26.43713333,-82.06546667,66735,78216891,3/25/14,2,,,0.02196191,0,3.10E+12,436,43600,100000,0.008784567,1.99E-06,,NHD
Lakewatch,Ross,0,Putnam,289983,NA,29.70223333,-81.99716667,543333,125973876,3/21/14,2,289983,Ross Lake,0.4159142,95,3.08E+12,390,39009,5000000,0.025195226,3.88E-05,,NHD
FWC,Rotenberger WMA,675,,,,26.396876,-80.840025,,,,,,,,,,,,,,,,NHD
Lakewatch,Round,0,Hillsborough,290004,4,28.1208,-82.5002,499512,68792804,6/18/19,2,290004,Round Lake,0.04319345,0,3.10E+12,390,39004,250000,0.007860434,3.97E-06,,NHD
Lakewatch,Round,0,Putnam,NA,4,29.625,-81.70206667,262171,125973905,9/27/04,2,,,0.054,0,3.08E+12,390,39004,250000,0.008163249,5.02E-06,,NHD
FWC_2,Round Lake,373,Jackson,,,30.65256,-85.394,156339,85801270,4/15/20,2,290003,Round Lake,0.13835908,241,3.13E+12,390,39009,500000,0.012951047,1.30E-05,,NHD
