OBJECTID,Permanent_,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,Visibility,Shape_Leng,Shape_Area,AreaOfInte,AreaOfIn_1,THINNERCOD,SHAPELEN,SHAPEAREA,FAOL_GNIS_,FAOL_REACH,FAOL_WBODY,FAOL_WATER,FAOL_COUNT,FAOL_OLD_W,FAOL_ATLAS
296906,138369990,10/30/13,2,,,0.08241146,5.7,3.09021E+12,436,43600,250000,0.021255789,7.46151E-06,Silver,0,0,0,0,,3.09021E+12,1002870,"Silver, Lake",Palm Beach,,FAOL
296923,138368052,2/5/15,2,286376,Lake Mangonia,2.27082249,0,3.09021E+12,390,39004,2000000,0.07234829,0.000206015,Mangonia,275,0,0,0,286376,3.09021E+12,1001248,"Mangonia, Lake",Palm Beach,,FAOL
298848,68037541,9/9/09,2,294179,Tsala Apopka Lake,32.508,38,3.10021E+12,390,39009,5000000,2.057828024,0.00300717,"Tsala Apopka, Lake",451,0,0,0,283895,3.10021E+12,1000906,Henderson Lake,Citrus,,FAOL
299119,112622554,11/4/09,2,305339,Blue Lake,0.051,0,3.0801E+12,390,39004,250000,0.008572941,4.77011E-06,Crystal and Blue Lakes,614,0,0,0,305339,3.0801E+12,1002364,Blue Lake,Marion,,FAOL
299670,107775257,7/19/11,2,305198,Lake Akron,0.771,43,3.0801E+12,390,39009,5000000,0.035877449,7.13856E-05,Akron,0,0,0,0,305198,3.0801E+12,7947,"Akron, Lake",Lake,,LAKE
300497,107816249,9/10/09,2,299953,Lake Downey,0.073,0,3.0801E+12,390,39004,250000,0.009284748,6.68749E-06,Downey,0,0,0,0,299953,3.0801E+12,140173,"Downey, Lake",Orange,,ORANGE
300827,78188421,3/25/14,2,,,0.00550629,0,3.1001E+12,436,43600,100000,0.00335777,5.0021E-07,Pond 6,0,0,0,0,,3.1001E+12,320032,Twin Isles Country Club - Pond 6,Charlotte,,CHNEP
301058,107777681,10/16/03,2,299957,Mud Lake,0.036,0,3.0801E+12,390,39004,250000,0.011930599,3.3365E-06,"Nina, Lake",319,0,0,0,299957,3.0801E+12,140351,"Nina, Lake",Orange,,ORANGE
301059,107777837,9/10/09,2,281753,Lake Drawdy,0.211,58,3.0801E+12,390,39009,500000,0.020886794,1.94509E-05,Drawdy,0,0,0,0,281753,3.0801E+12,140174,"Drawdy, Lake",Orange,,ORANGE
301066,107782819,12/5/15,2,,,0.01858599,0,3.0801E+12,436,43600,100000,0.005169912,1.71077E-06,Yancey,0,0,0,0,,3.0801E+12,1002896,"Yancey, Lake",Brevard,,FAOL
303085,125973849,7/24/19,2,285131,Kingsley Lake,6.58242795,176,3.0801E+12,390,39009,2000000,0.089066234,0.000615213,Kingsley,0,0,0,0,285131,3.0801E+12,1001096,Kingsley Lake,Clay,,FAOL
303094,125951417,7/24/19,2,,,0.02048699,0,3.0801E+12,390,39004,250000,0.010973663,1.91653E-06,Ryan,0,0,0,0,,3.0801E+12,1002860,"Ryan, Lake",Clay,,FAOL
303794,129952177,4/9/16,2,284694,Lake Jackson,14.95426367,26.5,3.12E+12,390,39009,5000000,0.48865007,0.001405589,"Jackson, Lake",210,0,0,0,284694,3.12E+12,260061,"Jackson, Lake",Leon,,FAOL
304863,125951408,7/24/19,2,307224,Lake Asbury,0.46847692,0,3.0801E+12,390,39004,5000000,0.08746872,4.38254E-05,Asbury North,0,0,0,0,307224,3.0801E+12,1002634,"Asbury, Lake",Clay,,FAOL
305748,112640360,5/28/20,2,2557338,Royal Lake,0.12258708,0,3.0801E+12,390,39004,500000,0.019690112,1.13151E-05,Royal,0,0,0,0,,3.0801E+12,8341,Royal Lake,Lake,,LAKE
305862,112643200,3/29/10,2,,,0.1,0,3.0801E+12,390,39004,500000,0.015056887,9.3343E-06,Clearwater 2,0,0,0,0,,3.0801E+12,1002739,"Clearwater, Lake",Putnam,,FAOL
306237,125941170,7/24/19,2,,,0.02692561,0,3.0801E+12,436,43600,100000,0.009722295,2.52626E-06,Fleet Landing,0,0,0,0,,3.0801E+12,1002768,"Fleet Landing, Lake",Duval,,FAOL
306606,107805517,2/13/15,2,283108,Lake Gleason,0.48450547,0,3.0801E+12,390,39004,1000000,0.064063863,4.48173E-05,Gleason,0,0,0,0,283108,3.0801E+12,220055,"Gleason, Lake",Volusia,,VOLUSIA
306946,78686379,2/20/13,2,286418,Lake Mariam,0.73410533,127,3.1001E+12,390,39009,1000000,0.036425218,6.73564E-05,"Mariam, Lake",277,0,0,0,,3.1001E+12,160648,"Mariam, Lake",Polk,648,POLK
307032,107718459,5/6/15,2,285021,Lake Kathryn,0.30088424,52,3.0801E+12,390,39009,500000,0.022433082,2.77772E-05,Kathryn,0,0,0,0,285021,3.0801E+12,7590,"Kathryn, Lake",Seminole,,SEMINOLE
307078,107751511,5/6/15,2,286888,Mill Lake,0.98805258,42,3.0801E+12,390,39009,1000000,0.045921745,9.1175E-05,Mills,0,0,0,0,286888,3.0801E+12,7613,"Mills, Lake",Seminole,,SEMINOLE
307218,68029649,9/10/09,2,282166,Lake Ella,0.095,0,3.10021E+12,390,39004,500000,0.011388675,8.79964E-06,"Ella, Lake",1421,0,0,0,282166,3.10021E+12,7979,"Ella, Lake (near Lady Lake)",Lake,,LAKE
312516,107808735,6/26/13,2,285401,Lawne Lake,0.59569551,87,3.0801E+12,390,39009,1000000,0.047095694,5.49332E-05,Lawne,0,0,0,0,285401,3.0801E+12,140284,"Lawne, Lake",Orange,,ORANGE
312517,107808763,9/10/09,2,277674,Lake Adair,0.098,77,3.0801E+12,390,39009,500000,0.013207266,9.06295E-06,Adair,0,0,0,0,277674,3.0801E+12,140062,"Adair, Lake",Orange,,ORANGE
312921,41961733,1/3/13,2,285107,King Lake,0.5047166,72,3.10021E+12,390,39009,1000000,0.042445547,4.63999E-05,King,0,0,0,0,285107,3.10021E+12,20125,King Lake,Pasco,6155,TAMPA BAY
313013,107775869,2/13/15,2,286168,Lower Lake Louise,0.94304974,0,3.0801E+12,390,39004,1000000,0.076950723,8.7599E-05,Lower Louise,0,0,0,0,286168,3.0801E+12,220077,Lower Lake Louise,Volusia,,VOLUSIA
317424,107881197,2/13/15,2,305722,Lake George,175.9221815,0,3.0801E+12,390,39004,5000000,0.655985859,0.016333949,"George, Lake",158,0,0,0,305722,3.0801E+12,7904,"George, Lake",Volusia,,VOLUSIA
317424,107881197,2/13/15,2,305722,Lake George,175.9221815,0,3.0801E+12,390,39004,5000000,0.655985859,0.016333949,"George, Lake",158,0,0,0,305722,FCP1206900081,1183,Silver Glen Spring Run,Lake,,VOLUSIA
317507,107775743,11/12/13,2,,,0.22135363,0,3.0801E+12,390,39004,500000,0.027126957,2.05799E-05,South Estella,0,0,0,0,,3.0801E+12,1002832,"North Estella, Lake",Putnam,,FAOL
330445,{2B91426F-033B-456C-A66C-D520C8CDEE98},1/3/13,2,,,0.09228392,0,3.10021E+12,436,43600,250000,0.02087022,8.47769E-06,West Meadows-3,0,0,0,0,,FCP1205700124,6053,West Meadows Lake 2,Hillsborough,,HILLSBOROUGH
332869,{8CA53379-C722-4F82-BBE7-2015FC918800},2/20/13,2,284467,Lake Idylwild,0.37586487,0,3.1001E+12,390,39004,1000000,0.022359998,3.44976E-05,Idylwild,0,0,0,0,,FCP1210500001,160522,"Idylwild, Lake",Polk,522,POLK
333611,{AF8EB5A2-08FD-49CA-8C33-3D95830ECA6F},8/11/17,2,288069,Lake Okahumpka,1.62439622,0,3.10021E+12,390,39004,2000000,0.084569739,0.000150164,Okahumpka,0,0,0,0,288069,3.10021E+12,1001435,"Okahumpka, Lake",Sumter,,FAOL
334487,{B9013B13-861E-4BFF-AF64-3D3C9CB5F98B},4/12/13,2,280390,Lake Chilton,0.06526478,0,3.1001E+12,390,39004,250000,0.009155359,5.96754E-06,Chilton,0,0,0,0,,FCP1201500005,320027,"Chilton, Lake",Highlands,,CHNEP
336508,{0F6BBC92-3078-457C-BA93-193802490325},7/29/13,2,,,0.44217521,0,3.1001E+12,436,43600,5000000,0.082276014,4.02E-05,Spring,0,0,0,0,,3.1001E+12,19695,West Spring Lake,,,SARASOTA
338226,{B2A1DB6C-68F3-42B9-8DA4-CF10AC4B1E8B},6/26/13,2,282673,Lake Formosa,0.13229678,73,3.0801E+12,390,39009,500000,0.019766881,1.22005E-05,Formosa,0,0,0,0,290020,FCP1209500013,140202,"Formosa, Lake",Orange,,ORANGE
338363,{734600B3-B41C-40FF-A3CB-2A73D3804131},9/5/14,2,305962,Little Lake George,6.18882633,0,3.0801E+12,390,39004,5000000,0.13866512,0.000575532,Little Lake George,242,0,0,0,305962,3.0801E+12,1002492,Little Lake George,Putnam,,FAOL
343077,63037977,6/25/13,2,279041,Blue Lake,0.07666121,96,3.1402E+12,390,39009,250000,0.012772046,7.22101E-06,Blue,0,0,0,0,279041,3.1402E+12,1000197,Blue Lake,Washington,,FAOL
344829,63033541,6/25/13,2,284998,Juniper Lake,2.24945987,191,3.1402E+12,390,39009,2000000,0.151296233,0.000211945,Juniper East,0,0,0,0,284998,3.1402E+12,1001076,Juniper Lake,Walton,,FAOL
346795,{39A303A2-5CEB-4105-B518-C35506ADB43A},9/5/14,2,,,0.116586,44,3.0801E+12,390,39009,500000,0.019097475,1.08433E-05,Banana,0,0,0,0,295009,3.0801E+12,1002156,Como Lake,Putnam,,FAOL
355565,{CE6C8D42-8A2B-47C7-A0E7-3DF845FA1F85},1/14/14,2,,,0.00276998,0,3.1002E+12,436,43615,50000,0.002049354,2.5351E-07,Pond 06-13,0,0,0,0,,FCP1205700101,6005,Azalea Lakes (06-13),Hillsborough,,HILLSBOROUGH
370000,{1D0ED643-3F5D-4B82-A47B-F73A6F88F60B},6/28/14,2,,,0.0425286,0,3.0802E+12,436,43600,250000,0.018448522,3.95853E-06,Grand Haven 5,0,0,0,0,,FCP1200003568,1002938,"Grand Haven 4, Lake",Flagler,,FAOL
370496,{47C9E854-9844-404E-9BBE-1D4D7007F077},6/28/14,2,,,0.01015086,0,3.0802E+12,436,43600,100000,0.004209111,9.4473E-07,Grand Haven 12,0,0,0,0,,FCP1200003566,1002936,"Grand Haven 12, Lake",Flagler,,FAOL
370497,{E928D97D-6352-4291-B8CC-285FC2F17A7A},6/28/14,2,,,0.00792406,0,3.0802E+12,436,43600,100000,0.004389463,7.3748E-07,Grand Haven 13,0,0,0,0,,FCP1200003567,1002937,"Grand Haven 13, Lake",Flagler,,FAOL
371733,68752000,6/18/19,2,,,0.04043906,29,3.10021E+12,390,39009,250000,0.007538912,3.71452E-06,Jackson,0,0,0,0,,3.10021E+12,5073,"Jackson, Lake",Hillsborough,,HILLSBOROUGH
372153,58683889,7/11/14,2,,,0.04933888,0,3.10021E+12,390,39004,250000,0.010074078,4.53389E-06,Bass,0,0,0,0,,3.10021E+12,20104,Fishing Lake,Pasco,5004,TAMPA BAY
372333,113627423,5/17/11,2,291965,Swift Creek Pond,2.364,130,3.11021E+12,390,39009,5000000,0.058135033,0.000221254,Swift Creek,431,0,0,0,291965,3.11021E+12,1002957,Swift Creek Pond,Union,,FAOL
372357,68787852,7/11/14,2,281033,Crescent Lake,0.08838119,21,3.10021E+12,390,39009,500000,0.012489271,8.09254E-06,Crescent,0,0,0,0,281033,3.10021E+12,7344,Crescent Lake,Pinellas,,PINELLAS
372544,58703255,2/1/19,2,,,0.02027194,0,3.10021E+12,436,43600,100000,0.007707413,1.85665E-06,Skipper,0,0,0,0,,3.10021E+12,7022,Skipper Lake,Pinellas,,PINELLAS
372556,58671521,7/11/14,2,,,0.00176501,0,3.10021E+12,436,43600,50000,0.001849646,0.000000162,Turtle,0,0,0,0,,3.10021E+12,1002886,"Turtle, Lake",Pinellas,,FAOL
372570,58671287,7/11/14,2,,,0.01285256,0,3.10021E+12,436,43600,100000,0.005123658,1.17968E-06,Country Woods,0,0,0,0,,3.10021E+12,7377,Country Woods Lake,Pinellas,,PINELLAS
372956,113647923,4/16/19,2,307655,Lake Alto,2.24357585,0,3.11021E+12,390,39004,5000000,0.059798601,0.000209307,Alto,0,0,0,0,307655,3.11021E+12,1002676,"Alto, Lake",Alachua,,FAOL
379029,{6F12198D-8F9D-4155-A352-74BF0166C045},2/5/15,2,290855,Lake Seneca,0.01695109,0.6,3.09021E+12,390,39009,100000,0.005696696,1.53084E-06,Seneca,0,0,0,0,290855,3.09021E+12,1001733,"Seneca, Lake",Broward,,FAOL
379718,{3AF59B9D-4210-464C-B7FC-535DD7A73E0F},5/6/15,2,278407,Bel-Air Lake,0.14729903,40,3.0801E+12,390,39009,500000,0.026910134,1.36105E-05,Bel-Air,0,0,0,0,,FCP1211700013,7515,Belair Lake,Seminole,,SEMINOLE
379719,{43185401-BD1F-4F62-A4FF-F41320DDBC2D},10/16/14,2,298078,DeForest Lake,0.04768695,40,3.0801E+12,390,39009,250000,0.008430893,4.40652E-06,DeForest,0,0,0,0,,FCP1211700012,7535,Deforest Lake,Seminole,,SEMINOLE
379720,{36141233-67B2-4D7F-A428-5465E29374ED},5/6/15,2,286467,Lake Martha,0.12705498,53,3.0801E+12,390,39009,500000,0.018476697,1.17214E-05,Martha,0,0,0,0,,FCP1209500006,7610,"Martha, Lake",Orange,,ORANGE
379723,{90B5CC6B-2D21-48C7-906A-1D044900D2AD},10/16/14,2,284351,Lake Howard,0.00947949,44,3.0801E+12,390,39009,100000,0.003526138,8.7611E-07,Howard,0,0,0,0,286437,FCP1211700011,7578,"Howard, Lake",Seminole,,SEMINOLE
379737,{D61C6049-BB4E-4303-878C-84F0A6756931},10/16/14,2,305964,Little Lake Kerr,1.90399122,25,3.0801E+12,390,39009,2000000,0.125468614,0.00017691,Little Kerr,0,0,0,0,305905,3.0801E+12,1002477,"Kerr, Lake",Marion,,FAOL
379740,{F9F43B81-84EE-4E12-91DB-F200BD5DC527},10/16/14,2,289401,Queens Mirror,0.05016062,52,3.0801E+12,390,39009,250000,0.008320762,4.6299E-06,Queens Mirror,0,0,0,0,292445,FCP1211700016,7644,Queens Mirror Lake,Seminole,,SEMINOLE
379821,{D5ACF8FF-B175-4565-B6E5-03DD11008990},10/27/14,2,286806,Middle Lake Hamilton,0.39254833,120,3.1001E+12,390,39009,1000000,0.026789195,3.60348E-05,Middle Lake Hamilton,293,0,0,0,283642,FCP1210500003,160496,Middle Lake Hamilton,Polk,496,POLK
379973,{93D46975-1C10-4465-B526-E71A86345C4E},11/19/14,2,,,0.02151512,0,3.14011E+12,436,43600,100000,0.006111998,2.01841E-06,Blue Angel,0,0,0,0,,3.14011E+12,1002727,Blue Angel Lake,Escambia,,FAOL
389707,51889519,6/2/15,2,,,0.0188844,0,3.1002E+12,436,43600,100000,0.006736795,1.73065E-06,Pond 02-07,0,0,0,0,,3.1002E+12,5849,Bloomingdale West (02-07),Hillsborough,,HILLSBOROUGH
389708,51890509,6/2/15,2,,,2.07181442,0,3.1002E+12,436,43618,2000000,0.222246332,0.000189925,Ed Medard Reservoir,129,0,0,0,,3.1002E+12,5464,Medard Reservoir,Hillsborough,,HILLSBOROUGH
353,107806871,9/5/14,2,284591,Lake Irma,0.49750899,55,3.0801E+12,390,39009,1000000,0.041996776,4.58901E-05,Irma,0,0,0,0,284591,3.0801E+12,140258,"Irma, Lake",Orange,,ORANGE
427,112030063,9/10/09,2,299965,Lake Roger,0.043,29.3,3.0901E+12,390,39009,250000,0.007251758,3.97272E-06,Christie,0,0,0,0,299965,3.0901E+12,140138,"Christie, Lake",Orange,,ORANGE
510,112658776,12/1/03,2,305911,King Lake,0.099,0,3.0801E+12,390,39004,500000,0.011075796,9.18285E-06,King,0,0,0,0,305911,3.0801E+12,1002480,King Lake,Marion,,FAOL
644,78597811,8/24/12,2,281574,Dinner Lake,0.08206256,130,3.1001E+12,390,39009,500000,0.010060722,7.52798E-06,Dinner,0,0,0,0,281574,3.1001E+12,160737,Dinner Lake (Winter Haven),Polk,737,POLK
2497,125960645,9/19/14,2,285525,Lake Lily,0.4135894,109,3.0801E+12,390,39009,1000000,0.034333377,3.85692E-05,Lily,0,0,0,0,,3.0801E+12,1002809,"Lily, Lake",Clay,,FAOL
3452,138376111,6/16/14,2,,,0.00748733,0,3.09021E+12,436,43600,100000,0.003741241,6.7193E-07,Lucy Redland,0,0,0,0,,3.09021E+12,1002817,"Lucy Redland, Lake",Miami-Dade,,FAOL
3457,138375553,6/16/14,2,,,0.01321405,0,3.09021E+12,436,43600,100000,0.004853648,1.1886E-06,Sunrise,0,0,0,0,,3.09021E+12,1002878,"Sunrise, Lake",Miami-Dade,,FAOL
4309,120024104,11/4/09,2,305781,Halfmoon Lake,1.353,0,3.0801E+12,390,39004,5000000,0.065602187,0.000125478,Halfmoon,0,0,0,0,305781,3.0801E+12,1002450,Halfmoon Lake,Marion,,FAOL
4938,112629428,5/28/20,2,305684,Fore Lake,0.10047112,0,3.0801E+12,390,39000,500000,0.011708446,9.3273E-06,Fore,0,0,0,0,305684,3.0801E+12,1002435,Fore Lake,Marion,,FAOL
5010,107791393,2/13/15,2,306612,Lake Woodruff,9.05046287,0,3.0801E+12,390,39004,5000000,0.121505307,0.000838807,"Woodruf, Lake",487,0,0,0,306612,3.0801E+12,220139,"Woodruff, Lake",Volusia,,VOLUSIA
5029,107809043,9/10/09,2,281688,Lake Dot,0.022,0,3.0801E+12,390,39004,250000,0.005143418,2.02525E-06,Dot,0,0,0,0,281688,3.0801E+12,140169,"Dot, Lake",Orange,,ORANGE
5082,107840543,10/16/03,2,291550,Spring Lake,0.2,103,3.0801E+12,390,39009,500000,0.016082951,1.84362E-05,Spring 2,0,0,0,0,291550,3.0801E+12,140561,Spring Lake,Orange,,ORANGE
5356,78622271,11/2/12,2,281544,Lake Dexter,0.59425772,123,3.1001E+12,390,39009,1000000,0.035330614,5.45125E-05,Dexter,0,0,0,0,281544,3.1001E+12,160734,"Dexter, Lake",Polk,734,POLK
5530,107777609,9/10/09,2,288237,Lake Orienta,0.572,61,3.0801E+12,390,39009,1000000,0.06915588,5.28065E-05,Orienta East,0,0,0,0,288237,3.0801E+12,7631,"Orienta, Lake",Seminole,,SEMINOLE
5531,107777647,10/16/14,2,291975,Lake Sybelia,0.33123992,70,3.0801E+12,390,39009,1000000,0.0319215,3.05636E-05,Sybelia,0,0,0,0,,3.0801E+12,140454,"Sybelia, Lake",Orange,,ORANGE
8554,167473948,9/9/09,2,283895,Henderson Lake,1.709,39,3.10021E+12,390,39009,5000000,0.12553348,0.000157971,Henderson,0,0,0,0,283895,3.10021E+12,1000906,Henderson Lake,Citrus,,FAOL
8651,112617292,5/28/20,2,290910,Shady Nook Lake,0.03624888,0,3.0801E+12,390,39000,250000,0.007258833,3.34253E-06,Shady Nook,0,0,0,0,290910,3.0801E+12,8156,Shady Nook Lake,Lake,,LAKE
8809,112642826,3/29/10,2,305802,Hewitt Lakes,0.306,0,3.0801E+12,390,39004,500000,0.023686869,2.85021E-05,Hewitt,0,0,0,0,305802,3.0801E+12,1002457,Hewitt Lakes,Putnam,,FAOL
9039,107775775,11/12/13,2,280533,Clear Lake,0.47401992,0,3.0801E+12,390,39006,1000000,0.036793,4.40696E-05,Clear,0,0,0,0,280533,3.0801E+12,1000429,Clear Lake,Putnam,,FAOL
9044,78690667,11/2/12,2,286641,Lake McLeod,1.81693538,0,3.1001E+12,390,39004,2000000,0.048118765,0.000166636,"McLeod, Lake",289,0,0,0,286641,3.1001E+12,160811,"Mcleod, Lake",Polk,811,POLK
9047,125973877,3/21/14,2,282230,Enslow Lake,0.34977132,0,3.0801E+12,390,39004,1000000,0.038746623,3.26053E-05,Enslow,0,0,0,0,282230,3.0801E+12,1000681,Enslow Lake,Putnam,,FAOL
9138,120023966,5/20/15,2,305849,Hurricane Lake,1.31784268,0,3.1401E+12,390,39004,2000000,0.13549908,0.000124384,Hurricane,0,0,0,0,305849,3.1401E+12,1002467,Hurricane Lake,Okaloosa,,FAOL
9269,58683129,12/9/13,2,283935,Lake Hiawatha,0.55131624,49,3.10021E+12,390,39009,1000000,0.030891981,5.06558E-05,Hiawatha,0,0,0,0,283935,3.10021E+12,5012,"Hiawatha, Lake",Hillsborough,,HILLSBOROUGH
9367,107806077,10/30/13,2,286425,Lake Marie,0.06710412,59,3.0801E+12,390,39009,250000,0.011669107,6.20677E-06,Marie,0,0,0,0,286425,3.0801E+12,220080,"Marie, Lake",Volusia,,VOLUSIA
9679,78592009,8/24/12,2,279079,Lake Blue,0.21874252,0,3.1001E+12,390,39004,500000,0.016003832,2.00761E-05,"Blue, Lake",40,0,0,0,279079,3.1001E+12,160543,"Blue, Lake (Winter Haven)",Polk,543,POLK
9796,41986305,5/30/02,2,280211,Cedar Lake,0.022,0,3.10021E+12,390,39004,250000,0.006869064,2.03454E-06,Cedar West,0,0,0,0,280211,3.10021E+12,5385,"Cedar, Lake",Hillsborough,,HILLSBOROUGH
9839,107723093,2/13/15,2,,,0.02510658,0,3.0801E+12,390,39004,250000,0.005593395,2.32478E-06,Mc Kenzie,0,0,0,0,,3.0801E+12,220173,"Mckenzie, Lake",Volusia,,VOLUSIA
11551,125971420,9/10/09,2,287053,Lake Molly,0.064,72,3.0801E+12,390,39009,250000,0.009628653,5.91706E-06,Molly,0,0,0,0,287053,3.0801E+12,220085,"Molly, Lake",Volusia,,VOLUSIA
12861,61244909,8/7/08,2,,,0.023,0,3.1002E+12,436,43617,100000,0.006080388,2.05747E-06,Lake 37,0,0,0,0,,3.1002E+12,14811,Meadows Pond P3-182,Sarasota,,SARASOTA
13112,{BAC39BE5-0B14-4946-8966-76ADF8B6ED58},12/4/20,2,,,0.00584529,0,3.09021E+12,390,39001,0,0.005028845,5.2761E-07,South,0,0,0,0,,3.09021E+12,1002785,"Helen, Lake",Broward,,FAOL
13112,{BAC39BE5-0B14-4946-8966-76ADF8B6ED58},12/4/20,2,,,0.00584529,0,3.09021E+12,390,39001,0,0.005028845,5.2761E-07,South,0,0,0,0,,3.09021E+12,1002833,"North, Lake",Broward,,FAOL
13292,112643074,5/21/09,2,305916,Lake Lagonda,0.199,0,3.0801E+12,390,39004,500000,0.020858207,1.85196E-05,Lagonda,0,0,0,0,305916,3.0801E+12,1002482,"Lagonda, Lake",Putnam,,FAOL
13358,112636258,11/4/09,2,,,0.017,0,3.0801E+12,390,39004,100000,0.004684681,1.53738E-06,Spring,0,0,0,0,,3.0801E+12,1002874,"Spring, Lake",Putnam,,FAOL
13616,112039563,11/3/14,2,292327,Lake Tohopekaliga,75.38271464,16.2,3.0901E+12,390,39009,5000000,0.786467046,0.006928552,Tohopekaliga-South,0,0,0,0,292327,3.0901E+12,1001936,"Tohopekaliga, Lake",Osceola,,FAOL
14198,107806791,10/16/03,2,,,0.023,0,3.0801E+12,390,39004,250000,0.005390467,2.12414E-06,Eulalia,0,0,0,0,,3.0801E+12,140187,"Eulalia, Lake",Orange,,ORANGE
14203,107808653,7/13/15,2,,,0.02820929,0,3.0801E+12,436,43600,100000,0.006441935,2.60221E-06,Little Pheasant,0,0,0,0,,3.0801E+12,143307,Little Pheasant Lake,Orange,,ORANGE
14217,107817817,10/16/03,2,,,0.056,59,3.0801E+12,390,39009,250000,0.010599671,5.13107E-06,Baptismal,0,0,0,0,,3.0801E+12,7596,Little Lake Georgia,Seminole,,SEMINOLE
14250,107840367,7/13/15,2,288155,Lake Olympia,0.35050124,91,3.0801E+12,390,39009,1000000,0.026882837,3.23233E-05,Olympia,0,0,0,0,288155,3.0801E+12,140361,"Olympia, Lake",Orange,,ORANGE
14278,112030273,11/20/03,2,,,0.075,29.9,3.0901E+12,390,39009,250000,0.009476028,6.89799E-06,Tucker,0,0,0,0,,3.0901E+12,140467,"Tucker, Lake",Orange,,ORANGE
14558,78597813,8/24/12,2,283322,Grassy Lake,0.21978495,134,3.1001E+12,390,39009,500000,0.021019703,2.01611E-05,Grassy Lake,628,0,0,0,283322,3.1001E+12,160744,Grassy Lake (Eagle Lake),Polk,744,POLK
14594,78643805,8/24/12,2,278493,Lake Bentley,0.21479429,114,3.1001E+12,390,39009,500000,0.026503387,1.97077E-05,Bentley,0,0,0,0,278493,3.1001E+12,160655,"Bentley, Lake",Polk,655,POLK
14689,107718643,9/10/09,2,292359,Lake Tony,0.08,58,3.0801E+12,390,39009,500000,0.01028219,7.35419E-06,Tony,0,0,0,0,292359,3.0801E+12,7665,"Tony, Lake",Seminole,,SEMINOLE
14692,107719079,10/16/03,2,280531,Clear Lake,0.018,60,3.0801E+12,390,39009,100000,0.005201655,1.63011E-06,Clear,0,0,0,0,280531,3.0801E+12,7525,Clear Lake,Seminole,,SEMINOLE
14914,68085027,9/10/09,2,281469,Lake Deeson,0.189,124,3.10021E+12,390,39009,500000,0.022496428,1.73979E-05,"Deeson, Lake",108,0,0,0,281469,3.10021E+12,160380,"Deeson, Lake",Polk,380,POLK
14990,{FCD0C8BF-877A-488B-925C-C7CF7D5232AB},5/26/20,2,,,0.03535499,0,3.0801E+12,436,43600,0,0.009942668,3.29604E-06,Hammocks,0,0,0,0,,3.0801E+12,1002782,"Hammocks, Lake",Alachua,,FAOL
14999,68783400,4/22/19,2,277793,Alligator Lake,0.30660132,0,3.10021E+12,390,39004,500000,0.050575686,2.81228E-05,Alligator,0,0,0,0,277793,3.10021E+12,7374,Alligator Lake,Pinellas,,PINELLAS
15089,68769412,4/22/19,2,,,0.10757039,0,3.10021E+12,436,43600,250000,0.026536035,9.85407E-06,Harbor Isle,0,0,0,0,,3.10021E+12,7429,Harbor Isle Lake,Pinellas,,PINELLAS
17534,138372852,8/9/05,2,280573,Cliff Lake,0.009,2.3,3.09021E+12,390,39009,100000,0.008167612,8.4554E-07,Cliff,0,0,0,0,280573,3.09021E+12,1000445,Cliff Lake,Broward,,FAOL
17736,{8E479623-640F-4F33-AA76-318F7AE43568},5/26/20,2,,,0.20075854,0,3.1102E+12,436,43600,0,0.016869026,1.88059E-05,Watertown Lake,467,0,0,0,306566,3.1102E+12,1002599,Watertown Lake,Columbia,,FAOL
18621,120024539,2/13/15,2,295009,Como Lake,0.87784118,44,3.0801E+12,390,39009,1000000,0.070834748,8.16504E-05,Como,0,0,0,0,295009,3.0801E+12,1002156,Como Lake,Putnam,,FAOL
18699,107775147,2/13/15,2,305396,Buck Lake,0.24546749,57,3.0801E+12,390,39009,500000,0.019290558,2.27496E-05,Buck,0,0,0,0,305396,3.0801E+12,1002376,Buck Lake,Marion,,FAOL
18710,107778291,7/19/11,2,286138,Louise Lake,1.161,0,3.0801E+12,390,39004,1000000,0.129079143,0.000107366,Louise,0,0,0,0,286138,3.0801E+12,220075,Louise Lake,Volusia,,VOLUSIA
18712,68089519,8/20/13,2,294114,Lake Panasoffkee,13.18681544,0,3.10021E+12,390,39004,5000000,0.310790771,0.001218755,Panasoffkee,0,0,0,0,294114,3.10021E+12,1002126,"Panasoffkee, Lake",Sumter,,FAOL
19057,83028223,11/30/16,2,,,0.00877032,0,3.0802E+12,436,43617,100000,0.003963801,8.013E-07,Deborah,0,0,0,0,,3.0802E+12,1002748,"Deborah, Lake",St. Lucie,,FAOL
19138,107814503,10/16/03,2,,,0.136,38,3.0801E+12,390,39009,500000,0.017832794,1.25886E-05,Horseshoe,0,0,0,0,,3.0801E+12,7577,Horseshoe South Lake,Seminole,,SEMINOLE
19139,107814591,9/10/09,2,283009,Lake Gem,0.025,0,3.0801E+12,390,39004,250000,0.00585194,2.34325E-06,Gem,0,0,0,0,283009,3.0801E+12,7558,Gem Lake,Seminole,,SEMINOLE
19470,78643057,8/24/12,2,284163,Lake Hollingsworth,1.43266906,132,3.1001E+12,390,39009,2000000,0.04292161,0.000131461,Hollingsworth,0,0,0,0,284163,3.1001E+12,160625,"Hollingsworth, Lake",Polk,625,POLK
