OBJECTID,Permanent_,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,Visibility,Shape_Leng,Shape_Area,THINNERCOD,FAOL_GNIS_,FAOL_REACH,FAOL_WBODY,FAOL_WATER,FAOL_COUNT,FAOL_OLD_W,FAOL_ATLAS,AreaOfInte,AreaOfIn_1,SHAPELEN,SHAPEAREA,FAOL_LAKE,FAOL_shp
"89601","112049775",2003/11/20,"2",,,0.08200000000,"0.0","03090101038259","390","39004","500000",0.00988620463,0.00000747146,"0",,"03090101038259","1002818","Lynn, Lake",Highlands,,FAOL,Lynn,"0",0.000000000000000,0.000000000000000,"1","1"
"89758","78595529",2012/11/02,"2","00279035",Blue Lake,0.42426080000,"117.0","03100101004540","390","39009","1000000",0.03136355942,0.00003886941,"0","00279035","03100101004540","161339",Blue Lake (Highland Park),Polk,"1339",POLK,Blue South,"0",0.000000000000000,0.000000000000000,"1","1"
"89781","78622001",2012/11/02,"2","00293430",Lake Winterset,2.20168090000,"131.0","03100101004383","390","39009","2000000",0.06664910651,0.00020193302,"0","00293430","03100101004383","160775","Winterset, Lake",Polk,"775",POLK,Little Winterset,"0",0.000000000000000,0.000000000000000,"1","1"
"89821","78686067",2012/08/24,"2","00291973",Lake Swoope,0.33658792000,"131.0","03100101004259","390","39009","1000000",0.02769791112,0.00003090708,"0","00291973","03100101004259","160412","Swoope, Lake",Polk,"412",POLK,Swoope Lake,"432",0.000000000000000,0.000000000000000,"1","1"
"89824","78690605",2012/08/24,"2","00294617",Lake Eva,0.61178952000,"121.0","03100101004258","390","39009","1000000",0.04175373293,0.00005617410,"0","00294617","03100101004258","160421","Eva, Lake (Haines City)",Polk,"421",POLK,Eva,"0",0.000000000000000,0.000000000000000,"1","1"
"89901","107719101",2015/05/06,"2",,,0.00857291000,"0.0","03080101030622","436","43600","100000",0.00334408464,0.00000079143,"0",,"03080101030622","7555",Fruitwood Lake,Seminole,,SEMINOLE,Fruitwood,"0",0.000000000000000,0.000000000000000,"1","1"
"92822","138375867",2014/06/16,"2",,,0.38795288000,"2.0","03090206050089","436","43600","500000",0.02313605852,0.00003487185,"0",,"03090206050089","1002805","Lago Luna, Lake",Miami-Dade,,FAOL,Lago Luna,"0",0.000000000000000,0.000000000000000,"1","1"
"92890","138368137",2013/02/19,"2",,,0.00349159000,"0.0","03090201000591","436","43600","50000",0.00247643362,0.00000031684,"0",,"03090206043290","1002775",God's Lake,Palm Beach,,FAOL,God's,"0",0.000000000000000,0.000000000000000,"1","1"
"94010","112644796",2009/05/21,"2","00284464",Lake Idlewild,0.12100000000,"0.0","03080102004962","390","39004","500000",0.01217389466,0.00001117008,"0","00284464","03080102004962","8005","Idlewild, Lake",Lake,,LAKE,Idlewild,"0",0.000000000000000,0.000000000000000,"1","1"
"94342","112628856",2020/05/28,"2","00305874",Joes Lake,0.20438610000,"0.0","03080102004386","390","39000","500000",0.01582444188,0.00001897575,"0","00305874","03080102004386","1002472",Joes Lake,Marion,,FAOL,Joes,"0",0.000000000000000,0.000000000000000,"1","1"
"94415","107805369",2015/12/05,"2","00289112",Lake Poinsett,16.72820772000,"0.0","03080101043020","390","39004","5000000",0.44794802955,0.00153939513,"0","00289112","03080101043020","140383","Poinsett, Lake",Orange,,ORANGE,Poinsett,"0",0.000000000000000,0.000000000000000,"1","1"
"94558","107777815",2015/05/06,"2","00285099",Lake Killarney,0.95460169000,"83.0","03080101028875","390","39009","1000000",0.05886788371,0.00008805956,"0","00285099","03080101028875","140277","Killarney, Lake",Orange,,ORANGE,Killarney,"0",0.000000000000000,0.000000000000000,"1","1"
"95000","107806875",2013/06/26,"2","00292785",Lake Virginia,0.90405990000,"66.0","03080101010209","390","39009","1000000",0.04520307136,0.00008338846,"0","00292785","03080101010209","140479","Virginia, Lake",Orange,,ORANGE,Virginia,"0",0.000000000000000,0.000000000000000,"1","1"
"95068","112027929",2009/09/10,"2","00292125",Lake Tennessee,0.04100000000,"26.8","03090101028103","390","39009","250000",0.00738918459,0.00000382088,"0","00292125","03090101028103","140460","Tennessee, Lake",Orange,,ORANGE,Tennessee,"0",0.000000000000000,0.000000000000000,"1","1"
"95105","112037599",2013/08/19,"2","00277794",Alligator Lake,13.90455510000,"19.5","03090101031731","390","39009","5000000",0.21743103590,0.00127804797,"0","00277794","03090101031731","1000021",Alligator Lake,Osceola,,FAOL,Alligator Lake,"9",0.000000000000000,0.000000000000000,"1","1"
"95401","41961583",2020/10/19,"2",,,0.03321941000,"0.0","03100205001193","436","43600","250000",0.00851808611,0.00000305412,"0",,"03100205001193","20196",Little Black Lake,Pasco,,TAMPA BAY,Little Black,"0",0.000000000000000,0.000000000000000,"1","1"
"95495","107775343",2013/06/03,"2","00305546",Lake Dalhousie,1.01731786000,"71.0","03080101009514","390","39009","1000000",0.03652353762,0.00009411112,"0","00305546","03080101009514","7967","Dalhousie, Lake",Lake,,LAKE,"Dal Housie, Lake","98",0.000000000000000,0.000000000000000,"1","1"
"95598","68747698",2019/06/18,"2",,,0.01082392000,"0.0","03100206017708","436","43600","100000",0.00618994861,0.00000099353,"0",,"03100206017708","5766",Stillwater Lake,Hillsborough,,HILLSBOROUGH,Stillwater,"0",0.000000000000000,0.000000000000000,"1","1"
"97083","125940011",2013/12/05,"2",,,0.09703901000,"0.0","03080103002898","436","43600","250000",0.01410639476,0.00000909637,"0",,"03080103002898","1002932",Hidden Lake,Duval,,FAOL,Hidden,"0",0.000000000000000,0.000000000000000,"1","1"
"97141","125957554",2019/02/12,"2","00291554",Spring Lake,0.30308327000,"94.0","03080103003101","390","39009","500000",0.02533619992,0.00002828627,"0","00291554","03080103003101","1001824",Spring Lake,Clay,,FAOL,Spring,"0",0.000000000000000,0.000000000000000,"1","1"
"98152","138375535",2014/06/16,"2",,,0.05310090000,"2.0","03090206049834","436","43600","250000",0.01723463489,0.00000477669,"0",,"03090206049834","1002764","Feeder, Lake",Miami-Dade,,FAOL,Feeder,"0",0.000000000000000,0.000000000000000,"1","1"
"98444","61254159",2008/08/07,"2",,,0.05300000000,"0.0","03100201006556","436","43617","250000",0.00845746096,0.00000485578,"0",,"03100201006556","320074",Casa de Meadows Lake,Charlotte,,CHNEP,Casa de Meadows,"0",0.000000000000000,0.000000000000000,"1","1"
"99243","112651574",2020/05/28,"2",,,0.02501901000,"0.0","03080102005628","390","39000","250000",0.00547619324,0.00000230559,"0",,"03080102005628","8332",Little Saw Mill Lake,Lake,,LAKE,Little Sawmill,"0",0.000000000000000,0.000000000000000,"1","1"
"99328","107809091",2015/05/06,"2","00292997",Lake Wekiva,0.71941901000,"86.0","03080101010226","390","39009","1000000",0.04699329182,0.00006636306,"0","00292997","03080101010226","140364","Orlando, Lake",Orange,,ORANGE,Orlando,"0",0.000000000000000,0.000000000000000,"1","1"
"99366","107775191",2011/07/19,"2","00277658",Lake Winnemisett,0.69600000000,"58.0","03080101009194","390","39009","5000000",0.04339244499,0.00006447120,"0","00277658","03080101009194","220000","Winnemisett, Lake",Volusia,,VOLUSIA,Winnemissett,"0",0.000000000000000,0.000000000000000,"1","1"
"99684","58681411",2013/12/09,"2","00278704",Big Lake Vienna,0.15287682000,"0.0","03100207002974","390","39004","500000",0.01543617700,0.00001405129,"0","00278704","03100207002974","20108",Big Lake Vienna,Pasco,"6905",TAMPA BAY,Big Vienna,"0",0.000000000000000,0.000000000000000,"1","1"
"99829","107826299",2009/09/10,"2","00286964",Lake Minnie,0.16600000000,"35.0","03080101009791","390","39009","2000000",0.02290197902,0.00001529940,"0","00286964","03080101009791","7614","Minnie, Lake",Seminole,,SEMINOLE,Minnie,"0",0.000000000000000,0.000000000000000,"1","1"
"99954","112046675",2009/09/10,"2","00279778",Lake Byrd,0.21000000000,"32.9","03090101036837","390","39009","500000",0.01650160516,0.00001917561,"0","00279778","03090101036837","1000340","Byrd, Lake",Highlands,,FAOL,Byrd,"0",0.000000000000000,0.000000000000000,"1","1"
"99972","112643236",2003/12/01,"2","00305726",Gillis Pond,0.17400000000,"0.0","03080102003941","390","39004","500000",0.01632626459,0.00001620862,"0","00305726","03080102003941","1002440",Gillis Pond,Putnam,,FAOL,Gillis,"0",0.000000000000000,0.000000000000000,"1","1"
"100161","78642867",2012/08/24,"2",,,0.92567494000,"0.0","03100101022931","390","39004","5000000",0.37723620963,0.00008496384,"0",,"03100101022931","161995",Saddle Creek Pit West,Polk,,POLK,Saddle Creek FMA,"380",0.000000000000000,0.000000000000000,"0","1"
"100281","107718449",2015/05/06,"2","00284360",Lake Howell,1.62155329000,"53.0","03080101011582","390","39009","2000000",0.07421501553,0.00014964010,"0","00284360","03080101011582","7579","Howell, Lake",Seminole,,SEMINOLE,Howell,"0",0.000000000000000,0.000000000000000,"1","1"
"100330","107777853",2013/06/26,"2","00291620",Lake Stanley,0.19344042000,"0.0","03080101010298","390","39011","500000",0.01621472021,0.00001784140,"0","00291620","03080101010298","140440","Stanley, Lake",Orange,,ORANGE,Stanley,"0",0.000000000000000,0.000000000000000,"1","1"
"100331","107777909",2015/07/13,"2","00289964",Lake Rose,0.38202108000,"79.0","03080101010376","390","39009","1000000",0.03251429321,0.00003521985,"0","00289964","03080101010376","140401","Rose, Lake",Orange,,ORANGE,Rose,"0",0.000000000000000,0.000000000000000,"1","1"
"100463","68748036",2019/06/18,"2","00277954",Lake Armistead,0.14527284000,"40.0","03100206001029","390","39009","1000000",0.01540884925,0.00001333957,"0","00277954","03100206001029","5144","Armistead, Lake",Hillsborough,,HILLSBOROUGH,Armistead,"0",0.000000000000000,0.000000000000000,"1","1"
"104009","112624182",2010/07/06,"2",,,0.04800000000,"0.0","03080102005002","390","39004","250000",0.00994843304,0.00000444332,"0",,"03080102005002","7939","Junieta, Lake",Lake,,LAKE,"Junietta, Lake","226",0.000000000000000,0.000000000000000,"1","1"
"104012","112655294",2010/07/06,"2",,,0.10200000000,"0.0","03080102014769","436","43617","250000",0.01229180153,0.00000944818,"0",,"03080102014769","8324",Purdum Pond,Lake,,LAKE,Purdum Pond,"0",0.000000000000000,0.000000000000000,"1","1"
"104157","113632255",2011/05/17,"2","00279221",Bonnet Lake,0.15500000000,"142.0","03110206001001","390","39009","500000",0.01484579360,0.00001441449,"0","00279221","03110206001001","1000233",Bonnet Lake,Alachua,,FAOL,Bonnet,"0",0.000000000000000,0.000000000000000,"1","1"
"104245","107807415",2015/07/13,"2","00284014",Lake Highland,0.12961906000,"77.0","03080101010310","390","39009","500000",0.01559508837,0.00001195257,"0","00284014","03080101010310","140245","Highland, Lake",Orange,,ORANGE,Highland,"0",0.000000000000000,0.000000000000000,"1","1"
"104655","107807423",2013/06/26,"2",,,0.01770558000,"0.0","03080101037904","436","43615","100000",0.00556917324,0.00000163228,"0",,"03080101037904","143834","Santiago, Lake",Orange,,ORANGE,Santiago,"0",0.000000000000000,0.000000000000000,"1","1"
"104665","107808939",2009/09/10,"2","00285911",Lake Lockhart,0.07800000000,"73.0","03080101038182","390","39009","250000",0.01108573167,0.00000717516,"0","00285911","03080101038182","140294","Lockhart, Lake",Orange,,ORANGE,Lockhart,"0",0.000000000000000,0.000000000000000,"1","1"
"104679","107814629",2015/05/06,"2","00286020",Long Lake,0.29828807000,"44.0","03080101009945","390","39009","500000",0.03030510807,0.00002753272,"0","00286020","03080101009945","7599",Long Lake,Seminole,,SEMINOLE,Long,"0",0.000000000000000,0.000000000000000,"1","1"
"104699","107825889",2015/05/06,"2","00284752",Lake Jennie,0.17264007000,"0.0","03080101009704","390","39004","500000",0.01655182859,0.00001595202,"0","00284752","03080101009704","7588","Jennie, Lake",Seminole,,SEMINOLE,Jennie,"0",0.000000000000000,0.000000000000000,"1","1"
"104717","107840559",2003/10/16,"2",,,0.03100000000,"0.0","03080101010345","390","39004","250000",0.00614754897,0.00000288645,"0",,"03080101010345","140403","Rose, Lake",Orange,,ORANGE,Rose Hill,"0",0.000000000000000,0.000000000000000,"1","1"
"105053","78686199",2012/08/24,"2","00288455",Lake Pansy,0.20158436000,"129.0","03100101004290","390","39009","5000000",0.01556239878,0.00001850474,"0","00288455","03100101004290","160501","Pansy, Lake",Polk,"501",POLK,Pansy,"0",0.000000000000000,0.000000000000000,"1","1"
"105056","78690655",2012/11/02,"2","00287566",Ned Lake,0.29354719000,"131.0","03100101004356","390","39009","500000",0.02431993246,0.00002692898,"0","00287566","03100101004356","160722",Ned Lake,Polk,"722",POLK,Ned,"0",0.000000000000000,0.000000000000000,"1","1"
"105144","107719143",2009/09/10,"2","00286129",Lake Lotus,0.01400000000,"0.0","03080101030636","390","39004","100000",0.00411963447,0.00000127900,"0","00286129","03080101030636","7601","Lotus, Lake (Casselberry)",Seminole,,SEMINOLE,Lotus 2,"0",0.000000000000000,0.000000000000000,"1","1"
"105161","107742435",2003/10/16,"2",,,0.02100000000,"0.0","03080101032583","390","39004","250000",0.00500621540,0.00000195882,"0",,"03080101032583","7507","Asher, Lake",Seminole,,SEMINOLE,Asher,"0",0.000000000000000,0.000000000000000,"1","1"
"105185","107775455",2003/10/16,"2","00291981",Sylvan Lake,0.76100000000,"40.0","03080101009652","390","39009","1000000",0.04833295033,0.00007037387,"0","00291981","03080101009652","7663",Sylvan Lake,Seminole,,SEMINOLE,Sylvan,"0",0.000000000000000,0.000000000000000,"1","1"
"105280","68757872",2019/06/18,"2",,,0.05808602000,"0.0","03100206001493","390","39004","250000",0.01472350167,0.00000533746,"0",,"03100206001493","20127",Little Como Lake,Pasco,,TAMPA BAY,Little Como,"0",0.000000000000000,0.000000000000000,"1","1"
"105289","68789184",2019/06/18,"2",,,0.01193210000,"0.0","03100206020885","390","39004","100000",0.00491353090,0.00000109528,"0",,"03100206020885","5661",Fleur De Lis,Hillsborough,,HILLSBOROUGH,Fleur de Lis,"0",0.000000000000000,0.000000000000000,"0","1"
"107266","125939770",2019/07/24,"2","00286198",Lake Lucina,0.03736569000,"0.0","03080103002849","436","43600","250000",0.00927117065,0.00000350550,"0","00286198","03080103002849","1001233","Lucina, Lake",Duval,,FAOL,Lucina,"0",0.000000000000000,0.000000000000000,"1","1"
"107751","129951068",2016/01/04,"2","00281550",Lower Dianne Lake,0.25405026000,"0.0","03120003001454","436","43600","500000",0.04438373109,0.00002389356,"0","00281550","03120003001454","260073",Lower Lake Dianne,Leon,,FAOL,Diane,"0",0.000000000000000,0.000000000000000,"1","1"
"109948","112630668",2010/07/01,"2",,,0.03200000000,"0.0","03080102003860","390","39001","250000",0.00713365170,0.00000302518,"0",,"03080102003860","1002849","Potano Ponds, Lake",Alachua,,FAOL,Potano Ponds,"0",0.000000000000000,0.000000000000000,"1","1"
"110168","107881199",2015/05/06,"2","00287074",Lake Monroe,35.49635575000,"0.0","03080101028889","390","39004","5000000",0.51214516821,0.00328177418,"0","00287074","03080101028889","7618","Monroe, Lake",Volusia,,SEMINOLE,"Monroe, Lake","304",0.000000000000000,0.000000000000000,"1","1"
"110185","107776163",2015/02/13,"2","00306438",Spring Garden Lake,2.09130750000,"1.0","03080101042558","390","39009","2000000",0.09577292434,0.00019387229,"0","00306438","03080101042558","220143",Spring Garden Lake,Volusia,,VOLUSIA,Spring Garden,"0",0.000000000000000,0.000000000000000,"1","1"
"110506","52231558",2014/01/14,"2",,,0.05182121000,"0.0","03100203002411","436","43615","250000",0.01088661965,0.00000474189,"0",,"03100203002411","5637",PONDWATCH (07-901),Hillsborough,,HILLSBOROUGH,Pond 07-901,"0",0.000000000000000,0.000000000000000,"1","1"
"111052","78686289",2012/08/24,"2","00286529",Lake Maude,0.21667206000,"140.0","03100101004323","390","39009","500000",0.01655317993,0.00001988463,"0","00286529","03100101004323","160578","Maude, Lake",Polk,"578",POLK,"Maude, Lake","285",0.000000000000000,0.000000000000000,"1","1"
"111054","78690635",2012/11/02,"2","00291058",Lake Shipp,1.08997877000,"131.0","03100101004360","390","39009","5000000",0.04097918479,0.00009999698,"0","00291058","03100101004360","160685","Shipp, Lake",Polk,"685",POLK,Shipp,"0",0.000000000000000,0.000000000000000,"1","1"
"111114","41986811",2002/05/30,"2","00300091",Twin Lake,0.10400000000,"0.0","03100205001438","390","39004","500000",0.01262920784,0.00000951314,"0","00300091","03100205001438","5405",Twin Lake,Hillsborough,,HILLSBOROUGH,Twin,"0",0.000000000000000,0.000000000000000,"1","1"
"111144","107718247",2009/09/10,"2","00293300",Lake Wildmere,0.13000000000,"59.0","03080101009920","390","39009","500000",0.01324542745,0.00001203255,"0","00293300","03080101009920","7682","Wildmere, Lake",Seminole,,SEMINOLE,Wildmere,"0",0.000000000000000,0.000000000000000,"1","1"
"111184","107742835",2003/10/16,"2","00286981",Mirror Lake,0.12800000000,"0.0","03080101010029","390","39004","500000",0.02008090585,0.00001184318,"0","00286981","03080101010029","7616",Mirror Lake,Seminole,,SEMINOLE,Mirror,"0",0.000000000000000,0.000000000000000,"1","1"
"111213","107778425",2015/02/13,"2","00286263",Lake Macy,0.07532330000,"0.0","03080101009235","390","39004","5000000",0.01398141276,0.00000697278,"0","00286263","03080101009235","220078","Macy, Lake",Volusia,,VOLUSIA,"Macy, Lake","269",0.000000000000000,0.000000000000000,"1","1"
"112832","125948874",2013/12/05,"2",,,0.02750492000,"0.0","03080103029954","436","43600","100000",0.00721918912,0.00000257521,"0",,"03080103029954","1002893","Willow, Lake",Duval,,FAOL,Willow,"0",0.000000000000000,0.000000000000000,"1","1"
"114630","112622466",2009/11/04,"2",,,0.09400000000,"0.0","03080102004192","390","39004","500000",0.01152832884,0.00000877674,"0",,"03080102004192","1002827","Miles Kale, Lake",Marion,,FAOL,Miles Kale,"0",0.000000000000000,0.000000000000000,"1","1"
"114782","112699130",2020/05/28,"2","00277748",Lake Alice,0.09333302000,"0.0","03080102003893","390","39000","500000",0.01624084755,0.00000869570,"0","00277748","03080102003893","1000020","Alice, Lake",Alachua,,FAOL,Alice,"0",0.000000000000000,0.000000000000000,"1","1"
"114991","113638769",2019/10/16,"2","00290657",Santa Fe Lake,20.90211724000,"141.0","03110206010595","390","39009","5000000",0.26502278543,0.00194938240,"0","00290657","03110206001006","1001701",Santa Fe Lake,Alachua,,FAOL,Santa Fe Lake,"384",0.000000000000000,0.000000000000000,"1","1"
"115078","107825173",2015/02/13,"2","00305832",Hopkins Prairie,2.68307307000,"0.0",,"466","46600","500000",0.23374984643,0.00024910306,"0","00305832","03080101008974","1002463",Hopkins Prairie,Marion,,FAOL,Hopkins Prairie,"0",0.000000000000000,0.000000000000000,"0","1"
"115079","107775745",2013/11/12,"2","00295032",Trowel Lake,0.10179932000,"0.0","03080101042522","390","39009","500000",0.01292671783,0.00000946491,"0","00295032","03080101042522","1002164","Bell, Lake",Putnam,,FAOL,Bell,"0",0.000000000000000,0.000000000000000,"1","1"
"115496","107806903",2009/09/10,"2","00293432",Lake Winyah,0.06900000000,"73.0","03080101010260","390","39009","250000",0.00941560075,0.00000638809,"0","00293432","03080101010260","140497","Winyah, Lake",Orange,,ORANGE,Winyah,"0",0.000000000000000,0.000000000000000,"1","1"
"115498","107807489",2009/09/10,"2","00291770",Lake Sue,0.58100000000,"73.0","03080101010270","390","39009","1000000",0.03307140278,0.00005360774,"0","00291770","03080101010270","140449","Sue, Lake",Orange,,ORANGE,Sue,"0",0.000000000000000,0.000000000000000,"1","1"
"115526","107825923",2009/09/10,"2","00277672",Lake Ada,0.20700000000,"42.0","03080101009746","390","39009","500000",0.03454511688,0.00001913229,"0","00277672","03080101009746","7500","Ada, Lake",Seminole,,SEMINOLE,Ada,"0",0.000000000000000,0.000000000000000,"1","1"
"115796","78188197",2014/03/25,"2",,,0.01307232000,"0.0","03100103007821","436","43600","100000",0.00676213737,0.00000118745,"0",,"03100103007821","320037",Twin Isles Country Club - Pond 3,Charlotte,,CHNEP,Pond 3,"0",0.000000000000000,0.000000000000000,"1","1"
"115851","78622017",2013/02/20,"2","00290047",Lake Ruby,1.04764897000,"125.0","03100101026479","390","39009","1000000",0.03635375102,0.00009608543,"0","00278511","03100101004384","160801","Ruby, Lake",Polk,"801",POLK,Ruby,"0",0.000000000000000,0.000000000000000,"1","1"
"115866","78642541",2012/08/24,"2","00280984",Lake Crago,0.20437662000,"0.0","03100101004291","390","39004","500000",0.02573222067,0.00001876550,"0","00280984","03100101004291","160427","Crago, Lake",Polk,"427",POLK,Crago,"0",0.000000000000000,0.000000000000000,"1","1"
"116033","107777783",2015/05/06,"2",,,0.09974922000,"0.0","03080101010124","436","43600","250000",0.01420552806,0.00000920371,"0",,"03080101010124","140263","Jackson, Lake",Orange,,ORANGE,Jackson,"0",0.000000000000000,0.000000000000000,"1","1"
"116273","112662816",2020/05/28,"2","00278335",Bear Lake,0.22602755000,"0.0","03080102005666","390","39000","500000",0.01875322262,0.00002082191,"0","00278335",FCP1206900040,"7808",Bear Lake (near Lake Louisa),Lake,,LAKE,Bear,"0",0.000000000000000,0.000000000000000,"1","1"
"116277","112613526",2020/05/28,"2","00281403",Dean Pond,0.03712091000,"0.0","03080102004172","390","39000","250000",0.00696839828,0.00000345356,"0","00281403","03080102004172","1000563",Dean Pond,Alachua,,FAOL,Dean Pond,"0",0.000000000000000,0.000000000000000,"1","1"
"116282","112698904",2020/05/28,"2","00305833",Horseshoe Lake,0.11034721000,"0.0","03080102004158","390","39000","500000",0.01701754768,0.00001026563,"0","00305833","03080102004158","1002464",Horseshoe Lake,Marion,,FAOL,Horseshoe,"0",0.000000000000000,0.000000000000000,"1","1"
"116283","112616934",2020/05/28,"2",,,0.03346529000,"0.0","03080102005451","390","39000","250000",0.00756804899,0.00000308649,"0",,"03080102005451","8319","Dolls, Lake",Lake,,LAKE,Dolls,"0",0.000000000000000,0.000000000000000,"1","1"
"116604","112683414",2020/05/28,"2","00306533",Unity Lake,0.43253899000,"0.0","03080102004966","390","39000","1000000",0.02577921001,0.00004000401,"0","00306533","03080102004966","8190",Unity Lake,Lake,,LAKE,Unity,"0",0.000000000000000,0.000000000000000,"1","1"
"116709","112622706",2020/05/28,"2","00306121",North Lake,0.74693354000,"0.0","03080102028617","390","39000","1000000",0.04159076366,0.00006927080,"0","00306121","03080102004506","1002518",North Lake,Marion,,FAOL,North,"0",0.000000000000000,0.000000000000000,"1","1"
"116814","112611676",2020/05/28,"2","00280453",Church Lake,0.10249079000,"0.0","03080102003725","390","39000","500000",0.01116118518,0.00000954969,"0","00280453","03080102003725","1000414",Church Lake,Putnam,,FAOL,Church,"0",0.000000000000000,0.000000000000000,"1","1"
"117456","125552607",2019/07/10,"2",,,0.01680356000,"0.0","03080201018062","436","43600","100000",0.01222883107,0.00000156529,"0",,"03080201018062","1002831","Nantucket, Lake",Flagler,,FAOL,Nantucket,"0",0.000000000000000,0.000000000000000,"1","1"
"117508","112608646",2020/05/28,"2","00291007",Sheppard Lake,0.07630024000,"0.0","03080102005155","390","39000","250000",0.00976384049,0.00000704392,"0","00291007","03080102005155","140554",Sheppard Lake,Orange,,ORANGE,Sheppard,"0",0.000000000000000,0.000000000000000,"1","1"
"117678","125552608",2019/07/10,"2",,,0.02917288000,"0.0","03080201018063","436","43600","250000",0.01508245337,0.00000271750,"0",,"03080201018063","1002718","Avalon, Lake",Flagler,,FAOL,Avalon,"0",0.000000000000000,0.000000000000000,"1","1"
"118056","125957590",2004/09/27,"2","00291256",Smith Lake,0.39200000000,"87.0","03080103019270","390","39009","1000000",0.03681421397,0.00003653272,"0","00291256","03080103019270","1001793",Smith Lake,Clay,,FAOL,Smith,"0",0.000000000000000,0.000000000000000,"1","1"
"118286","129755572",2009/09/10,"2","00282246",Lake Erie,0.12300000000,"14.9","03120001000990","390","39009","500000",0.01633087370,0.00001156607,"0","00282246","03120001000990","260033","Erie, Lake",Leon,,FAOL,Erie,"0",0.000000000000000,0.000000000000000,"1","1"
"120182","112631312",2010/07/01,"2",,,0.01900000000,"0.0","03080102003822","390","39004","100000",0.00566586279,0.00000175644,"0",,"03080102003822","1002826","Meta, Lake",Alachua,,FAOL,Meta,"0",0.000000000000000,0.000000000000000,"1","1"
"120239","112633338",2010/03/15,"2",,,0.01700000000,"0.0","03080102003837","390","39004","100000",0.00601685504,0.00000154452,"0",,"03080102003837","1002803","Kingswood, Lake",Alachua,,FAOL,Kingswood,"0",0.000000000000000,0.000000000000000,"1","1"
"120504","107776025",2013/10/30,"2","00288055",Lake Odom,0.23340658000,"26.0","03080101009049","390","39009","500000",0.02086235212,0.00002164492,"0","00288055","03080101009049","220089","Odom, Lake",Volusia,,VOLUSIA,Odom,"0",0.000000000000000,0.000000000000000,"1","1"
"120881","107826547",2003/10/16,"2",,,0.01800000000,"0.0","03080101040707","390","39004","100000",0.01191979221,0.00000167213,"0",,"03080101040707","7703",Pine Lake,Seminole,,SEMINOLE,Pine,"0",0.000000000000000,0.000000000000000,"1","1"
"120971","112047587",2009/09/10,"2","00285472",Lake Letta,1.87400000000,"30.2","03090101037209","390","39009","2000000",0.04902655429,0.00017121038,"0","00285472","03090101037209","1001121","Letta, Lake",Highlands,,FAOL,Letta,"0",0.000000000000000,0.000000000000000,"1","1"
"121153","78619473",2012/08/24,"2","00286716",Lake Menzie,0.08313747000,"0.0","03100101004328","390","39004","500000",0.01005690729,0.00000762833,"0","00286716","03100101004328","160646","Menzie, Lake",Polk,"646",POLK,"Minzie, Lake","300",0.000000000000000,0.000000000000000,"1","1"
"121163","78641041",2012/11/02,"2",,,0.10039834000,"0.0","03100101004655","390","39004","500000",0.02264570575,0.00000919060,"0",,"03100101004655","161624",Fort Meade Pit,Polk,"1624",POLK,Ft. Meade Pits,"149",0.000000000000000,0.000000000000000,"0","1"
"121277","107723965",2003/10/16,"2","00281223",Cypress Lake,0.05700000000,"63.0","03080101009141","390","39009","250000",0.00868945178,0.00000528623,"0","00281223","03080101009141","220036",Cypress Lake,Volusia,,VOLUSIA,Cypress Lake,"638",0.000000000000000,0.000000000000000,"1","1"
"121419","68757922",2009/09/10,"2","00283796",Lake Harvey,0.08300000000,"0.0","03100206000881","390","39004","500000",0.01165250790,0.00000766330,"0","00283796","03100206000881","5036","Harvey, Lake",Hillsborough,,HILLSBOROUGH,Harvey,"0",0.000000000000000,0.000000000000000,"1","1"
"122985","125957875",2004/09/27,"2",,,0.03900000000,"0.0","03080103003177","390","39004","250000",0.00714883464,0.00000368148,"0",,"03080103003177","1002789","Hillcrest, Lake",Clay,,FAOL,Hillcrest,"0",0.000000000000000,0.000000000000000,"1","1"
"124250","112688448",2020/05/28,"2","00286205",Lake Lucy,1.72386076000,"0.0","03080102018190","390","39000","5000000",0.08310450018,0.00015902405,"0","00286205",FCP1206900098,"8028","Lucy, Lake",Lake,,LAKE,Lucy,"0",0.000000000000000,0.000000000000000,"1","1"
"124429","112635882",2020/05/28,"2","00291629",Star Lake,0.96095077000,"0.0","03080102004082","390","39000","1000000",0.05040077288,0.00008942890,"0","00291629","03080102004082","1001842",Star Lake,Putnam,,FAOL,Star,"0",0.000000000000000,0.000000000000000,"1","1"
"124442","112635658",2020/05/28,"2","00287176",Moss Lee Lake,0.33426905000,"0.0","03080102004002","390","39000","1000000",0.03219571167,0.00003111800,"0","00287176","03080102004002","1001367",Moss Lee Lake,Putnam,,FAOL,Moss,"0",0.000000000000000,0.000000000000000,"1","1"
"124897","129952717",2016/04/09,"2","00306480",Lake Talquin,32.83243952000,"21.0","03120003001574","390","39009","5000000",1.53390074506,0.00308297032,"0","00306650","03120003001574","260116","Talquin, Lake",Gadsden,,FAOL,Talquin,"0",0.000000000000000,0.000000000000000,"1","1"
"124899","107775551",2015/05/06,"2","00295793",Lake Jesup,32.60912776000,"0.0","03080101009624","390","39004","5000000",0.70267236423,0.00301169332,"0","00295793","03080101009624","7589","Jesup, Lake",Seminole,,SEMINOLE,"Jessup, Lake","215",0.000000000000000,0.000000000000000,"1","1"
