CoordSource,AreaOfInterest,AreaOfInterestID,County,GNISID_LW,SA_LW_hec,latitude,longitude,OBJECTID,PermanentID,FDate,Resolution,GNISID,GNISName,Area_SqKm,Elevation,ReachCode,FType,FCode,Visibility,ShapeLength,ShapeArea,JoinNotes,ShapeSource,wkt_geom
Lakewatch,Buck,0,Seminole,279581,63,28.71156667,-81.12626667,222189,107777543,10/16/03,2,279581,Buck Lake,0.647,27,3.08E+12,390,39009,1000000,0.045638678,5.98E-05,coordinates far from lake,NHD,"MultiPolygon (((-81.12626666666666608 28.71192599278031565, -81.12618673810233361 28.71191908840631157, -81.12610988117856436 28.71189864061818398, -81.12603904948980471 28.71186543522057733, -81.12597696507548051 28.71182074828969988, -81.12592601381093971 28.71176629713268014, -81.12588815371860562 28.71170417429038579, -81.1258648397232065 28.71163676712020418, -81.12585696774256405 28.71156666604949947, -81.12586484026178368 28.71149656502576875, -81.12588815471376336 28.71142915798937523, -81.12592601511119028 28.71136703534730472, -81.12597696648286671 28.71131258442646939, -81.12603905079004107 28.71126789773177279, -81.1261098821737221 28.71123469253439353, -81.12618673864091079 28.71121424488004692, -81.12626666666666608 28.71120734055302037, -81.12634659469240717 28.71121424488004692, -81.12642345115961007 28.71123469253439353, -81.12649428254329109 28.71126789773177279, -81.12655636685045124 28.71131258442646939, -81.12660731822214188 28.71136703534730472, -81.1266451786195546 28.71142915798937523, -81.12666849307154848 28.71149656502576875, -81.12667636559076811 28.71156666604949947, -81.12666849361012567 28.71163676712020418, -81.12664517961472654 28.71170417429038579, -81.12660731952237825 28.71176629713268014, -81.12655636825783745 28.71182074828969988, -81.12649428384352746 28.71186543522057733, -81.12642345215475359 28.71189864061818398, -81.12634659523099856 28.71191908840631157, -81.12626666666666608 28.71192599278031565)))"
Lakewatch,Camp Creek,0,Walton,279893,23.35119,30.2973,-86.0578,524717,122178347,6/28/04,2,279893,Camp Creek Lake,0.123,0,3.14E+12,390,39004,500000,0.019877066,1.15E-05,"coordinates far from lake, the lake polygon is split by a road in both the NHD and FDEP datasets, so I picked the closest polygon",NHD,"MultiPolygon (((-86.05779999999998608 30.29765932611364931, -86.05771880967088805 30.29765242173807138, -86.05764073947378279 30.29763197394547802, -86.05756878963076417 30.29759876854120293, -86.0575057251527511 30.29755408160243846, -86.05745396957884452 30.2974996304375459, -86.05741551184016203 30.29743750758857246, -86.05739182982718205 30.29737010041393575, -86.05738383359827992 30.29729999934165363, -86.05739183041076501 30.29722989831948965, -86.05741551291848168 30.29716249128756189, -86.05745397098775129 30.29710036865217049, -86.05750572667771792 30.29704591773921152, -86.05756879103965673 30.29700123105239129, -86.05764074055210244 30.29696802586169824, -86.05771881025447101 30.29694757821181383, -86.05779999999998608 30.29694067388635403, -86.05788118974552958 30.29694757821181383, -86.05795925944786973 30.29696802586169824, -86.05803120896032965 30.29700123105239129, -86.05809427332226846 30.29704591773921152, -86.0581460290122493 30.29710036865217049, -86.05818448708151891 30.29716249128756189, -86.05820816958922137 30.29722989831948965, -86.05821616640172067 30.29729999934165363, -86.05820817017279012 30.29737010041393575, -86.05818448815982435 30.29743750758857246, -86.05814603042114186 30.2974996304375459, -86.05809427484724949 30.29755408160243846, -86.05803121036922221 30.29759876854120293, -86.0579592605262178 30.29763197394547802, -86.05788119032911254 30.29765242173807138, -86.05779999999998608 30.29765932611364931)))"
Lakewatch,Campground Pond,0,Leon,305440,8,30.43356667,-84.43053333,26198,129755076,12/2/04,2,305440,Campground Pond,0.065,0,3.12E+12,390,39004,250000,0.012452501,6.06E-06,coordinates far from lake,NHD,"MultiPolygon (((-84.43053333333334365 30.43392599278031696, -84.4304520297919936 30.43391908840460758, -84.43037385073360213 30.43389864061162697, -84.43030180056383927 30.43386543520676213, -84.43023864814931301 30.43382074826731198, -84.43018682040852241 30.4337662971017302, -84.43014830904579071 30.43370417425217411, -84.43012459401234082 30.43363676707714305, -84.4301165866351937 30.43356666600472948, -84.43012459459991703 30.43349656498270051, -84.43014831013152843 30.43342915795115289, -84.43018682182707835 30.43336703531635479, -84.43023864968475323 30.43331258440408504, -84.43030180198240942 30.43326789771795404, -84.43037385181929722 30.43323469252784008, -84.43045203037958402 30.43321424487834648, -84.43053333333334365 30.43320734055302523, -84.43061463628710328 30.43321424487834648, -84.43069281484737587 30.43323469252784008, -84.43076486468426367 30.43326789771795404, -84.43082801698191986 30.43331258440408504, -84.43087984483960895 30.43336703531635479, -84.43091835653514465 30.43342915795115289, -84.43094207206675605 30.43349656498270051, -84.4309500800314936 30.43356666600472948, -84.43094207265433226 30.43363676707714305, -84.43091835762088238 30.43370417425217411, -84.43087984625816489 30.4337662971017302, -84.43082801851737429 30.43382074826731198, -84.43076486610283382 30.43386543520676213, -84.43069281593307096 30.43389864061162697, -84.43061463687467949 30.43391908840460758, -84.43053333333334365 30.43392599278031696)))"
Lakewatch,Charleston West,0,Palm Beach,NA,NA,26.56816667,-80.17143333,443135,138369592,2/5/15,2,,,0.44911265,0,3.09E+12,436,43600,500000,0.091266633,4.07E-05,"coordinates far from lake, this lake polygon has two more coordinate points in it",NHD,"MultiPolygon (((-80.1714333333333542 26.5685259927803159, -80.17135495560779646 26.56851908840835108, -80.1712795899217241 26.56849864062604638, -80.17121013255943751 26.56846543523715454, -80.17114925274397308 26.56842074831655864, -80.17109929005793845 26.5683662971698169, -80.1710621645338648 26.56830417433624447, -80.17103930286931757 26.56823676717188221, -80.17103158360197313 26.56816666610322031, -80.17103930335149187 26.56809656507744322, -80.17106216542478592 26.56802915803522325, -80.17109929122196377 26.56796703538444504, -80.17114925400392167 26.5679125844533246, -80.17121013372347704 26.56786789774835, -80.17127959081264521 26.56783469254225949, -80.17135495608995654 26.56781424488208998, -80.1714333333333542 26.56780734055301707, -80.17151171057673764 26.56781424488208998, -80.17158707585404898 26.56783469254225949, -80.17165653294320293 26.56786789774835, -80.17171741266277252 26.5679125844533246, -80.17176737544473042 26.56796703538444504, -80.17180450124190827 26.56802915803522325, -80.17182736331520232 26.56809656507744322, -80.17183508306472106 26.56816666610322031, -80.17182736379736241 26.56823676717188221, -80.17180450213281517 26.56830417433624447, -80.17176737660875574 26.5683662971698169, -80.1717174139227069 26.56842074831655864, -80.17165653410724246 26.56846543523715454, -80.17158707674495588 26.56849864062604638, -80.17151171105889773 26.56851908840835108, -80.1714333333333542 26.5685259927803159)))"
Lakewatch,Civic Center Pond,0,Osceola,NA,NA,28.29223333,-81.40126667,60402,112035555,8/19/13,2,,,0.00132264,0,3.09E+12,436,43600,50000,0.001402374,1.22E-07,"coordinates far from lake, polygon looks small compared to Google Maps",NHD,"MultiPolygon (((-81.40126666666667177 28.29259265944697788, -81.40118705512018948 28.29258575507338236, -81.40111050303077889 28.29256530728640584, -81.40103995227775613 28.29253210189054357, -81.40097811410396389 28.29248741496170538, -81.40092736492174197 28.2924329638067249, -81.4008896549877079 28.29237084096616783, -81.40086643345649975 28.29230343379714441, -81.40085859269311186 28.29223333272684116, -81.40086643398366562 28.29216323170270542, -81.40088965596179094 28.29209582466515016, -81.40092736619442348 28.29203370202134948, -81.4009781154815073 28.29197925109847134, -81.40103995355042343 28.29193456440172483, -81.4011105040048335 28.29190135920261895, -81.40118705564734114 28.29188091154711771, -81.40126666666667177 28.2918740072196826, -81.4013462776860024 28.29188091154711771, -81.40142282932851003 28.29190135920261895, -81.40149337978290589 28.29193456440172483, -81.40155521785183623 28.29197925109847134, -81.40160596713892005 28.29203370202134948, -81.4016436773715526 28.29209582466515016, -81.40166689934967792 28.29216323170270542, -81.40167474064023168 28.29223333272684116, -81.40166689987684379 28.29230343379714441, -81.40164367834563564 28.29237084096616783, -81.40160596841160157 28.2924329638067249, -81.40155521922937965 28.29248741496170538, -81.40149338105560162 28.29253210189054357, -81.40142283030256465 28.29256530728640584, -81.40134627821315405 28.29258575507338236, -81.40126666666667177 28.29259265944697788)))"
FWC_2,Cowpen Lake,85,Putnam,,,29.5996,-82.00705,273595,120024324,11/4/09,2,305516,Cowpen Lake,1.496,0,3.08E+12,390,39004,2000000,0.118370903,0.000139346,coordinates far from lake,NHD,"MultiPolygon (((-82.00705000000000666 29.59995932611364466, -82.0069693773169206 29.59995242173877017, -82.00689185295038897 29.59993197394815212, -82.00682040614553614 29.59989876854683999, -82.0067577825811469 29.59985408161158205, -82.00670638885205221 29.59979963045018536, -82.00666819998410517 29.59973750760417488, -82.00664468353589598 29.59967010043150637, -82.00663674320414032 29.59959999935993125, -82.00664468409929952 29.59952989833707448, -82.00666820102516397 29.59946249130316076, -82.00670639021227259 29.59940036866479929, -82.00675778405340566 29.599345917748348, -82.0068204075057281 29.5993012310580319, -82.00689185399144776 29.59926802586437233, -82.00696937788033836 29.59924757821250196, -82.00705000000000666 29.59924067388634938, -82.00713062211968918 29.59924757821250196, -82.00720814600857977 29.59926802586437233, -82.00727959249429944 29.5993012310580319, -82.00734221594662188 29.599345917748348, -82.00739360978776915 29.59940036866479929, -82.00743179897487778 29.59946249130316076, -82.00745531590074222 29.59952989833707448, -82.00746325679590143 29.59959999935993125, -82.00745531646414577 29.59967010043150637, -82.00743180001592236 29.59973750760417488, -82.00739361114796111 29.59979963045018536, -82.00734221741889485 29.59985408161158205, -82.00727959385450561 29.59989876854683999, -82.00720814704963857 29.59993197394815212, -82.00713062268310694 29.59995242173877017, -82.00705000000000666 29.59995932611364466)))"
Lakewatch,Earl,0,Okaloosa,281937,4.9,30.419225,-86.591725,527852,35358103,3/19/13,2,281937,Lake Earl,0.04225571,0,3.14E+12,390,39004,250000,0.011139361,3.97E-06,coordinates far from lake,NHD,"MultiPolygon (((-86.59172499999999673 30.41958432611364671, -86.59164370841041602 30.41957742173795509, -86.59156554084448487 30.41955697394501712, -86.59149350126618572 30.41952376854020557, -86.59143035813507083 30.41947908160083713, -86.5913785380129184 30.41942463043532285, -86.59134003231127963 30.41936250758582716, -86.59131632076376661 30.41929510041083518, -86.59130831456354827 30.41922499933843582, -86.59131632135094492 30.41915489831639619, -86.59134003339622154 30.41908749128481304, -86.59137853943046537 30.41902536864994744, -86.59143035966943103 30.41897091773759954, -86.59149350268373269 30.41892623105140103, -86.59156554192942679 30.41889302586122312, -86.59164370899760854 30.41887257821168689, -86.59172499999999673 30.41886567388636209, -86.59180629100238491 30.41887257821168689, -86.59188445807056667 30.41889302586122312, -86.59195649731626077 30.41892623105140103, -86.59201964033056242 30.41897091773759954, -86.5920714605695423 30.41902536864994744, -86.59210996660377191 30.41908749128481304, -86.59213367864906274 30.41915489831639619, -86.5921416854364594 30.41922499933843582, -86.59213367923622684 30.41929510041083518, -86.59210996768871382 30.41936250758582716, -86.59207146198707505 30.41942463043532285, -86.59201964186492262 30.41947908160083713, -86.59195649873380773 30.41952376854020557, -86.59188445915550858 30.41955697394501712, -86.59180629158956322 30.41957742173795509, -86.59172499999999673 30.41958432611364671)))"
Lakewatch,Forest,0,Hillsborough,NA,NA,28.0874,-82.41876667,469590,41986221,1/3/13,2,,,0.10276642,0,3.10E+12,436,43600,250000,0.015264926,9.44E-06,coordinates far from lake,NHD,"MultiPolygon (((-82.41876666666667006 28.08775932611364468, -82.41868720751938326 28.08775242174024456, -82.41861080197223544 28.08773197395384003, -82.4185403862727668 28.08769876855880199, -82.41847866647357534 28.08765408163096566, -82.41842801443787891 28.08759963047697639, -82.41839037668907508 28.08753750763726131, -82.41836719960794255 28.08747010046879566, -82.41835937385152988 28.08739999939869492, -82.41836720012959461 28.08732989837436023, -82.41839037765296894 28.08726249133624364, -82.41842801569727328 28.08720036869160097, -82.41847866783672316 28.08714591776773162, -82.41854038753214695 28.08710123106999745, -82.41861080293615771 28.08706802587004248, -82.41868720804103532 28.08704757821398346, -82.41876666666667006 28.0870406738863494, -82.41884612529230481 28.08704757821398346, -82.41892253039721083 28.08706802587004248, -82.41899294580120738 28.08710123106999745, -82.41905466549661696 28.08714591776773162, -82.41910531763606684 28.08720036869160097, -82.41914295568037119 28.08726249133624364, -82.41916613320374552 28.08732989837436023, -82.41917395948181024 28.08739999939869492, -82.41916613372539757 28.08747010046879566, -82.41914295664426504 28.08753750763726131, -82.41910531889546121 28.08759963047697639, -82.41905466685976478 28.08765408163096566, -82.41899294706058754 28.08769876855880199, -82.41892253136110469 28.08773197395384003, -82.41884612581395686 28.08775242174024456, -82.41876666666667006 28.08775932611364468)))"
Lakewatch,Galilee,0,Putnam,305714,33.2,29.62243333,-81.94336667,166358,112642236,3/29/10,2,305714,Lake Galilee,0.295,0,3.08E+12,390,39004,500000,0.027512946,2.75E-05,coordinates far from lake,NHD,"MultiPolygon (((-81.94336666666664826 29.62279265944698636, -81.94328602572097964 29.62278575507207989, -81.94320848379369693 29.62276530728140145, -81.94313702080484063 29.62273210187998629, -81.94307438305514779 29.62268741494461821, -81.94302297768460619 29.62263296378310784, -81.94298478016641241 29.62257084093700499, -81.94296125839156275 29.62250343376426898, -81.94295331626146606 29.62243333269266898, -81.94296125895563421 29.62236323166983354, -81.94298478120867912 29.62229582463598732, -81.94302297904638976 29.62223370199772532, -81.94307438452912606 29.62217925108138772, -81.94313702216661 29.62213456439118175, -81.94320848483596365 29.62210135919762166, -81.94328602628503688 29.62208091154581524, -81.94336666666664826 29.62207400721968398, -81.94344730704827384 29.62208091154581524, -81.9435248484973755 29.62210135919762166, -81.94359631116670073 29.62213456439118175, -81.94365894880418466 29.62217925108138772, -81.94371035428693517 29.62223370199772532, -81.9437485521246316 29.62229582463598732, -81.94377207437769073 29.62236323166983354, -81.94378001707185888 29.62243333269266898, -81.94377207494174797 29.62250343376426898, -81.94374855316688411 29.62257084093700499, -81.94371035564869032 29.62263296378310784, -81.94365895027816293 29.62268741494461821, -81.94359631252847009 29.62273210187998629, -81.94352484953962801 29.62276530728140145, -81.9434473076123453 29.62278575507207989, -81.94336666666664826 29.62279265944698636)))"
Lakewatch,Grace,0,Seminole,283257,13.1,28.7202,-81.37363333,387573,{999CEF43-E7FD-4E46-9F96-B366F0A83C7A},5/6/15,2,,,0.06044105,0,,466,46600,100000,0.028253022,5.58E-06,coordinates far from lake,NHD,"MultiPolygon (((-81.3736333333333306 28.72055932611364781, -81.37355339817059985 28.72055242173962952, -81.37347653490199662 28.72053197395148416, -81.37340569736582552 28.72049876855384198, -81.37334360782625708 28.72045408162291835, -81.37329265235558751 28.72039963046585953, -81.37325478913784593 28.72033750762353321, -81.37323147321789918 28.72027010045333029, -81.37322360058747961 28.72019999938260781, -81.37323147375671795 28.72012989835888774, -81.37325479013345841 28.72006249132251909, -81.37329265365640651 28.72000036868048412, -81.37334360923425436 28.71994591775969141, -81.37340569866664453 28.7199012310650339, -81.37347653589759489 28.71986802586769016, -81.37355339870940441 28.71984757821337553, -81.3736333333333306 28.71984067388635253, -81.37371326795725679 28.71984757821337553, -81.37379013076906631 28.71986802586769016, -81.37386096800000246 28.7199012310650339, -81.37392305743240684 28.71994591775969141, -81.37397401301025468 28.72000036868048412, -81.37401187653321699 28.72006249132251909, -81.37403519290994325 28.72012989835888774, -81.37404306607918159 28.72019999938260781, -81.37403519344876202 28.72027010045333029, -81.37401187752881526 28.72033750762353321, -81.37397401431107369 28.72039963046585953, -81.3739230588403899 28.72045408162291835, -81.37386096930082147 28.72049876855384198, -81.37379013176466458 28.72053197395148416, -81.37371326849607556 28.72055242173962952, -81.3736333333333306 28.72055932611364781)))"
Lakewatch,Gulf Pines,0,Lee,NA,NA,26.44493333,-82.1305,532449,78216207,3/25/14,2,,,0.00652336,0,3.10E+12,436,43600,100000,0.006325283,5.90E-07,"coordinates far from lake, lake is split by road, picked larger polygon",NHD,"MultiPolygon (((-82.13049999999999784 26.44529265944698082, -82.13042170630413352 26.44528575507512969, -82.13034642141838049 26.44526530729315539, -82.13027703852175421 26.44523210190475737, -82.13021622397550914 26.44518741498474057, -82.13016631485396601 26.44513296383857437, -82.13012922913128477 26.44507084100548866, -82.13010639197551654 26.4450034338414568, -82.13009868098266963 26.44493333277291214, -82.13010639245459288 26.44486323174702136, -82.1301292300164647 26.44479582470447454, -82.13016631601050221 26.44473370205319895, -82.13021622522734333 26.44467925112150297, -82.13027703967829041 26.44463456441595284, -82.13034642230356042 26.44460135920936139, -82.13042170678318143 26.44458091154887214, -82.13049999999999784 26.44457400721968199, -82.13057829321680003 26.44458091154887214, -82.13065357769643526 26.44460135920936139, -82.13072296032170527 26.44463456441595284, -82.13078377477265235 26.44467925112150297, -82.13083368398949347 26.44473370205319895, -82.13087076998354519 26.44479582470447454, -82.1308936075454028 26.44486323174702136, -82.13090131901732605 26.44493333277291214, -82.13089360802447914 26.4450034338414568, -82.13087077086871091 26.44507084100548866, -82.13083368514602967 26.44513296383857437, -82.13078377602448654 26.44518741498474057, -82.13072296147824147 26.44523210190475737, -82.13065357858161519 26.44526530729315539, -82.13057829369586216 26.44528575507512969, -82.13049999999999784 26.44529265944698082)))"
Lakewatch,Hobbs,0,Hillsborough,284062,27,28.1586,-82.47196667,500327,68758116,6/18/19,2,284062,Lake Hobbs,0.28147035,64,3.10E+12,390,39009,500000,0.028592137,2.59E-05,coordinates far from lake,NHD,"MultiPolygon (((-82.47196666666667397 28.15895932611364927, -82.47188715472688614 28.1589524217401781, -82.47181069841614942 28.15893197395357461, -82.47174023593284176 28.15889876855825591, -82.47167847512758954 28.15885408163006431, -82.47162778943943806 28.15879963047573753, -82.4715901266849869 28.15873750763572403, -82.47156693420592433 28.15867010046706653, -82.47155910325098205 28.15859999939689828, -82.47156693472950906 28.1585298983726311, -82.47159012765240504 28.15846249133471346, -82.47162779070343674 28.15840036869036567, -82.47167847649573957 28.15834591776683382, -82.47174023719682623 28.15830123106944427, -82.47181069938356757 28.15826802586978417, -82.47188715525044245 28.158247578213917, -82.47196666666667397 28.15824067388635044, -82.4720461780829055 28.158247578213917, -82.47212263394979459 28.15826802586978417, -82.47219309613652172 28.15830123106944427, -82.47225485683760837 28.15834591776683382, -82.4723055426299112 28.15840036869036567, -82.4723432056809429 28.15846249133471346, -82.47236639860383889 28.1585298983726311, -82.47237423008238011 28.15859999939689828, -82.47236639912742362 28.15867010046706653, -82.47234320664836105 28.15873750763572403, -82.4723055438939241 28.15879963047573753, -82.47225485820575841 28.15885408163006431, -82.4721930974005204 28.15889876855825591, -82.47212263491722695 28.15893197395357461, -82.47204617860647602 28.1589524217401781, -82.47196666666667397 28.15895932611364927)))"
Lakewatch,Jane,0,Seminole,284726,0,28.6921,-81.33935,289171,107718907,9/10/09,2,284726,Lake Jane,0.008,0,3.08E+12,390,39004,100000,0.003192921,7.62E-07,coordinates far from lake,NHD,"MultiPolygon (((-81.33934999999998183 28.69245932611364225, -81.33927008630327293 28.69245242173965948, -81.33919324367573722 28.69243197395158518, -81.33912242516238678 28.69239876855406024, -81.33906035229637155 28.69235408162327872, -81.33900941050914923 28.69229963046635845, -81.33897155745898999 28.69223750762414937, -81.33894824780000476 28.6921701004540175, -81.3389403772834072 28.692099999383327, -81.33894824833805615 28.69202989835957851, -81.33897155845316718 28.6919624913231317, -81.33900941180810662 28.69190036868097948, -81.33906035370235088 28.69184591776004822, -81.33912242646135837 28.69180123106525215, -81.33919324466991441 28.69176802586779829, -81.33927008684132431 28.69174757821340194, -81.33934999999998183 28.69174067388635052, -81.33942991315865356 28.69174757821340194, -81.33950675533007768 28.69176802586779829, -81.3395775735386195 28.69180123106525215, -81.339639646297627 28.69184591776004822, -81.33969058819187126 28.69190036868097948, -81.3397284415468107 28.6919624913231317, -81.33975175166192173 28.69202989835957851, -81.33975962271658489 28.692099999383327, -81.33975175219997311 28.6921701004540175, -81.33972844254098788 28.69223750762414937, -81.33969058949082864 28.69229963046635845, -81.33963964770362054 28.69235408162327872, -81.3395775748375911 28.69239876855406024, -81.33950675632424065 28.69243197395158518, -81.33942991369670494 28.69245242173965948, -81.33934999999998183 28.69245932611364225)))"
Lakewatch,KCC 14,0,Leon,NA,NA,30.5164,-84.2081,268231,164319710,3/26/08,2,,,0.001,0,3.12E+12,436,43603,24000,0.001247823,1.04E-07,polygons intersect,NHD,"MultiPolygon (((-84.20810000000000173 30.51675932611365027, -84.20801862726000309 30.51675242173785918, -84.20794038166235396 30.51673197394463344, -84.20786827016992504 30.51669876853941688, -84.20780506400598142 30.51665408159954396, -84.20775319215464094 30.51659963043354651, -84.20771464801534023 30.51653750758363515, -84.20769091279876761 30.5164701004083625, -84.20768289860748723 30.51639999933586722, -84.2076909133888023 30.51632989831392351, -84.207714649105597 30.51626249128262103, -84.2077531935791086 30.51620036864816754, -84.20780506554783074 30.51614591773632057, -84.20786827159440691 30.51610123105060524, -84.20794038275259652 30.51606802586084299, -84.20801862785003777 30.51604757821159453, -84.20810000000000173 30.51604067388635499, -84.20818137214996568 30.51604757821159453, -84.20825961724743536 30.51606802586084299, -84.20833172840561076 30.51610123105060524, -84.20839493445220114 30.51614591773632057, -84.20844680642089486 30.51620036864816754, -84.20848535089443487 30.51626249128262103, -84.20850908661122958 30.51632989831392351, -84.20851710139254465 30.51639999933586722, -84.20850908720126426 30.5164701004083625, -84.20848535198467744 30.51653750758363515, -84.20844680784539094 30.51659963043354651, -84.20839493599405046 30.51665408159954396, -84.20833172983009263 30.51669876853941688, -84.20825961833767792 30.51673197394463344, -84.20818137274002879 30.51675242173785918, -84.20810000000000173 30.51675932611365027)))"
Lakewatch,KCC 4,0,Leon,NA,NA,30.516,-84.2189,456620,129754041,3/26/08,2,,,0.004,0,3.12E+12,390,39004,100000,0.002933982,3.84E-07,"coordinates far from lake, lake split by road/path, chose closer polygon",NHD,"MultiPolygon (((-84.21889999999999077 30.51635932611364765, -84.2188186275948425 30.51635242173784945, -84.21874038231915449 30.51633197394463082, -84.21866827112346243 30.51629876853941425, -84.2186050652196343 30.51625408159955555, -84.21855319358172665 30.51619963043354389, -84.21851464960104749 30.51613750758363608, -84.21849091448213187 30.51607010040836698, -84.21848290032382067 30.51599999933587171, -84.21849091507215235 30.51592989831392444, -84.21851465069127585 30.51586249128262196, -84.21855319500618009 30.51580036864817558, -84.21860506676144098 30.51574591773631795, -84.2186682725479443 30.51570123105060617, -84.21874038340939705 30.51566802586085103, -84.21881862818486297 30.51564757821159191, -84.21889999999999077 30.51564067388635237, -84.21898137181511856 30.51564757821159191, -84.21905961659059869 30.51566802586085103, -84.21913172745205145 30.51570123105060617, -84.21919493323855477 30.51574591773631795, -84.21924680499381566 30.51580036864817558, -84.21928534930869148 30.51586249128262196, -84.21930908492781498 30.51592989831392444, -84.21931709967616086 30.51599999933587171, -84.21930908551786388 30.51607010040836698, -84.21928535039894825 30.51613750758363608, -84.21924680641825489 30.51619963043354389, -84.21919493478034724 30.51625408159955555, -84.21913172887650489 30.51629876853941425, -84.21905961768082705 30.51633197394463082, -84.21898137240515325 30.51635242173784945, -84.21889999999999077 30.51635932611364765)))"
Lakewatch,KCC 8,0,Leon,NA,NA,30.5241,-84.2164,457271,164320744,3/26/08,2,,,0.002,0,3.12E+12,390,39004,50000,0.001754407,1.56E-07,coordinates far from lake,NHD,"MultiPolygon (((-84.21639999999997883 30.52445932611365365, -84.21631862081278541 30.52445242173784834, -84.21624036901575039 30.52443197394460839, -84.21616825180994681 30.52439876853935985, -84.21610504063821168 30.5243540815994514, -84.21605316467710622 30.52429963043340777, -84.21601461748404915 30.52423750758346443, -84.21599088038705361 30.52417010040817047, -84.21598286556088908 30.52409999933566453, -84.21599088097730146 30.52402989831372437, -84.21601461857473225 30.52396249128244676, -84.21605316610214231 30.5239003686480288, -84.21610504218062943 30.52384591773621381, -84.21616825323495448 30.52380123105054111, -84.21624037010640507 30.52376802586081794, -84.21631862140306168 30.52374757821159079, -84.21639999999997883 30.52374067388635481, -84.21648137859691019 30.52374757821159079, -84.21655962989356681 30.52376802586081794, -84.21663174676498897 30.52380123105054111, -84.21669495781931403 30.52384591773621381, -84.21674683389782956 30.5239003686480288, -84.21678538142523962 30.52396249128244676, -84.21680911902267042 30.52402989831372437, -84.21681713443906858 30.52409999933566453, -84.21680911961291827 30.52417010040817047, -84.2167853825158943 30.52423750758346443, -84.21674683532285144 30.52429963043340777, -84.21669495936174599 30.5243540815994514, -84.21663174819002506 30.52439876853935985, -84.21655963098422149 30.52443197394460839, -84.21648137918715804 30.52445242173784834, -84.21639999999997883 30.52445932611365365)))"
Lakewatch,King,0,Walton,285122,NA,30.81694,-86.19088,15230,2414546,6/17/99,3,,,0.803,,,466,46600,,10454.21074,802913.4354,coordinates far from lake,FDEP,"MultiPolygon (((-86.19087999999999283 30.8172993261136412, -86.1907983737620782 30.81729242173754457, -86.19071988440882137 30.81727197394346263, -86.1906475482709169 30.81723876853694222, -86.19058414520489464 30.81719408159555229, -86.19053211176181151 30.81713963042802007, -86.19049344755090658 30.81707750757681552, -86.19046963839680586 30.81701010040067246, -86.19046159924306494 30.8169399993278752, -86.1904696389958076 30.81686989830624057, -86.19049344865769058 30.8168024912758014, -86.19053211320790808 30.81674036864264465, -86.19058414677013502 30.81668591773232535, -86.19064754971702769 30.81664123104814479, -86.19071988551561958 30.81660802585967218, -86.19079837436109415 30.81658757821129058, -86.19087999999999283 30.81658067388635303, -86.19096162563887731 30.81658757821129058, -86.19104011448436609 30.81660802585967218, -86.19111245028294377 30.81664123104814479, -86.19117585322982222 30.81668591773232535, -86.19122788679207758 30.81674036864264465, -86.19126655134229509 30.8168024912758014, -86.19129036100417807 30.81686989830624057, -86.19129840075689231 30.8169399993278752, -86.1912903616031798 30.81701010040067246, -86.19126655244907909 30.81707750757681552, -86.19122788823817416 30.81713963042802007, -86.19117585479509103 30.81719408159555229, -86.19111245172905456 30.81723876853694222, -86.19104011559113587 30.81727197394346263, -86.19096162623787905 30.81729242173754457, -86.19087999999999283 30.8172993261136412)))"
Lakewatch,Lakeside,0,Flagler,NA,NA,29.6505,-81.20733333,122887,125545219,6/28/14,2,,,0.06351815,0,3.08E+12,436,43600,250000,0.028539389,5.92E-06,"coordinates far from lake, lake split by road/path, chose closer polygon",NHD,"MultiPolygon (((-81.20733333333333803 29.65085932611364328, -81.20725266991041735 29.65085242173871904, -81.20717510636976044 29.65083197394796244, -81.20710362346196121 29.65079876854643004, -81.20704096825330964 29.65075408161091985, -81.20698954855473062 29.65069963044926382, -81.20695134038997764 29.65063750760304373, -81.20692781205922017 29.65057010043023311, -81.20691986771574022 29.6504999993586118, -81.20692781262408744 29.65042989833579767, -81.20695134143370808 29.65036249130203316, -81.20698954991843266 29.65030036866388841, -81.20704096972937691 29.65024591774768581, -81.20710362482567746 29.65020123105762906, -81.20717510741350509 29.65016802586417199, -81.20725267047528462 29.65014757821245794, -81.20733333333333803 29.65014067388635155, -81.20741399619139145 29.65014757821245794, -81.20749155925318519 29.65016802586417199, -81.20756304184099861 29.65020123105762906, -81.20762569693729915 29.65024591774768581, -81.20767711674825762 29.65030036866388841, -81.20771532523296798 29.65036249130203316, -81.20773885404260284 29.65042989833579767, -81.20774679895093584 29.6504999993586118, -81.20773885460745589 29.65057010043023311, -81.20771532627669842 29.65063750760304373, -81.20767711811195966 29.65069963044926382, -81.20762569841336642 29.65075408161091985, -81.20756304320471486 29.65079876854643004, -81.20749156029692983 29.65083197394796244, -81.20741399675625871 29.65085242173871904, -81.20733333333333803 29.65085932611364328)))"
