CoordSource,AreaOfInterest,AreaOfInterestID,County,GNISID_LW,SA_LW_hec,latitude,longitude,OBJECTID,PermanentID,FDate,Resolution,GNISID,GNISName,Area_SqKm,Elevation,ReachCode,FType,FCode,Visibility,ShapeLength,ShapeArea,JoinNotes,ShapeSource,wkt_geom
Lakewatch,Lipsey,0,Hillsborough,300092,NA,28.05563333,-82.49736667,31845,16916040,8/24/09,3,300092,Lake Lipsey,0.071,,3.10E+12,390,39004,,1613.442578,70984.78692,"intersected FDEP polygon, but not NHD",FDEP,"MultiPolygon (((-82.49736666666666451 28.05599265944698217, -82.49728723101117112 28.05598575507360692, -82.4972108480530153 28.05596530728729121, -82.49714045317152511 28.05593210189238462, -82.49707875161936954 28.05588741496470107, -82.49702811455847495 28.05583296381087166, -82.49699048793675615 28.05577084097128093, -82.49696731770742986 28.0557034338029041, -82.49695949426430275 28.05563333273282822, -82.49696731822824347 28.05556323170846511, -82.4969904888990726 28.05549582467026326, -82.49702811581579454 28.05543370202549269, -82.49707875298031468 28.05537925110146347, -82.49714045442887311 28.05533456440358364, -82.49721084901533175 28.05530135920349366, -82.49728723153197052 28.05528091154734582, -82.49736666666666451 28.05527400721968689, -82.49744610180135851 28.05528091154734582, -82.49752248431801149 28.05530135920349366, -82.49759287890445592 28.05533456440358364, -82.49765458035302856 28.05537925110146347, -82.49770521751752028 28.05543370202549269, -82.49774284443424222 28.05549582467026326, -82.49776601510507135 28.05556323170846511, -82.49777383906902628 28.05563333273282822, -82.49776601562588496 28.0557034338029041, -82.49774284539657287 28.05577084097128093, -82.49770521877486829 28.05583296381087166, -82.49765458171394528 28.05588741496470107, -82.49759288016178971 28.05593210189238462, -82.49752248528032794 28.05596530728729121, -82.49744610232217212 28.05598575507360692, -82.49736666666666451 28.05599265944698217)))"
Lakewatch,Little Halfmoon,0,Hillsborough,NA,4,28.1025,-82.5483,499678,68745618,6/18/19,2,285703,Little Halfmoon Lake,0.04762303,0,3.10E+12,390,39004,250000,0.018357942,4.37E-06,coordinates far from lake,NHD,"MultiPolygon (((-82.54829999999999757 28.10285932611364856, -82.54822052967264767 28.10285242174023423, -82.54814411337513036 28.10283197395377996, -82.54807368776805276 28.10279876855868508, -82.54801195928489221 28.10275408163077415, -82.54796130012249478 28.10269963047671737, -82.54792365707815804 28.10263750763693125, -82.54790047673614595 28.10257010046843362, -82.54789264987881836 28.10249999939831156, -82.54790047725821012 28.10242989837399108, -82.54792365804279086 28.10236249133592068, -82.54796130138285548 28.10230036869133841, -82.54801196064909163 28.10224591776754011, -82.54807368902842768 28.10220123106988055, -82.54814411433976318 28.10216802586998597, -82.54822053019471184 28.10214757821396603, -82.54829999999999757 28.10214067388634973, -82.54837946980528329 28.10214757821396603, -82.54845588566020353 28.10216802586998597, -82.54852631097155324 28.10220123106988055, -82.54858803935088929 28.10224591776754011, -82.54863869861712544 28.10230036869133841, -82.54867634195719006 28.10236249133592068, -82.54869952274177081 28.10242989837399108, -82.54870735012114835 28.10249999939831156, -82.54869952326382077 28.10257010046843362, -82.54867634292182288 28.10263750763693125, -82.54863869987748615 28.10269963047671737, -82.54858804071508871 28.10275408163077415, -82.54852631223191395 28.10279876855868508, -82.54845588662485056 28.10283197395377996, -82.54837947032731904 28.10285242174023423, -82.54829999999999757 28.10285932611364856)))"
Lakewatch,Little Portion,0,Lee,NA,NA,26.42643333,-81.9062,279710,117032041,9/14/15,2,,,0.00152071,0,3.09E+12,436,43600,50000,0.001351007,1.38E-07,coordinates far from lake,NHD,"MultiPolygon (((-81.90619999999999834 26.4267926594469813, -81.90612171887201498 26.42678575507515504, -81.90604644607113016 26.42676530729322337, -81.90597707431194863 26.42673210190489996, -81.90591626952767967 26.42668741498496487, -81.9058663684175059 26.4266329638388946, -81.90582928864770906 26.42657084100587994, -81.90580645515760239 26.42650343384189782, -81.90579874540230776 26.42643333277336737, -81.90580645563619555 26.42636323174746238, -81.90582928953203634 26.42629582470486582, -81.90586636957291944 26.42623370205351918, -81.90591627077829173 26.42617925112173438, -81.90597707546737638 26.42613456441609543, -81.90604644695547165 26.42610135920943293, -81.90612171935062236 26.42608091154889394, -81.90619999999999834 26.42607400721968602, -81.90627828064936011 26.42608091154889394, -81.90635355304453924 26.42610135920943293, -81.90642292453263451 26.42613456441609543, -81.90648372922169074 26.42617925112173438, -81.90653363042704882 26.42623370205351918, -81.90657071046797455 26.42629582470486582, -81.90659354436380113 26.42636323174746238, -81.90660125459767471 26.42643333277336737, -81.90659354484240851 26.42650343384189782, -81.90657071135228762 26.42657084100587994, -81.90653363158247657 26.4266329638388946, -81.90648373047231701 26.42668741498496487, -81.90642292568804805 26.42673210190489996, -81.90635355392885231 26.42676530729322337, -81.90627828112796749 26.42678575507515504, -81.90619999999999834 26.4267926594469813)))"
Lakewatch,Locklin,0,Santa Rosa,285913,NA,30.6281,-87.05006667,197401,40517436,5/7/02,2,285913,Locklin Lake,0.042,24,3.14E+12,390,39010,250000,0.022083128,3.93E-06,coordinates far from lake,NHD,"MultiPolygon (((-87.05006666666668025 30.6284593261136493, -87.0499852001562715 30.62845242173774096, -87.04990686439192871 30.62843197394420258, -87.04983466980178264 30.62839876853850285, -87.04977139080257587 30.6283540815980686, -87.04971945917745302 30.62829963043149917, -87.04968087062295012 30.62823750758110464, -87.04965710805645074 30.6281701004055158, -87.04964908463141171 30.62809999933289973, -87.04965710864979656 30.62802989831107325, -87.04968087171933178 30.62796249128009052, -87.0497194606099356 30.62790036864612375, -87.0497713923530938 30.62784591773484166, -87.04983467123426522 30.62780123104969476, -87.04990686548831036 30.62776802586041569, -87.04998520074961732 30.62774757821148341, -87.05006666666668025 30.62774067388635757, -87.05014813258372897 30.62774757821148341, -87.05022646784503593 30.62776802586041569, -87.05029866209908107 30.62780123104969476, -87.0503619409802667 30.62784591773484166, -87.05041387272341069 30.62790036864612375, -87.05045246161401451 30.62796249128009052, -87.05047622468354973 30.62802989831107325, -87.05048424870194879 30.62809999933289973, -87.05047622527692397 30.6281701004055158, -87.05045246271039616 30.62823750758110464, -87.05041387415589327 30.62829963043149917, -87.05036194253077042 30.6283540815980686, -87.05029866353156365 30.62839876853850285, -87.05022646894141758 30.62843197394420258, -87.05014813317707478 30.62845242173774096, -87.05006666666668025 30.6284593261136493)))"
Lakewatch,Louise,0,Orange,286141,59,28.47716667,-81.535,429979,120024234,7/10/13,2,286141,Lake Louise,0.51610035,0,3.09E+12,390,39004,1000000,0.042983712,4.76E-05,coordinates on island,NHD,"MultiPolygon (((-81.53499999999999659 28.47752599278031127, -81.53492024948006645 28.47751908840653456, -81.53484356375817299 28.47749864061905711, -81.53477288984927895 28.47746543522242035, -81.53471094372923744 28.47742074829268688, -81.53466010595870728 28.47736629713680756, -81.53462233019868677 28.47730417429549021, -81.53459906813327507 28.47723676712595875, -81.53459121368494777 28.47716666605547076, -81.53459906866545737 28.47709656503151265, -81.53462233118200686 28.47702915799447254, -81.53466010724349644 28.47696703535143925, -81.53471094511988326 28.47691258442945283, -81.53477289113408233 28.47686789773361227, -81.53484356474150729 28.47683469253526312, -81.53492025001224874 28.47681424488026991, -81.53499999999999659 28.47680734055301599, -81.53507974998774444 28.47681424488026991, -81.53515643525847167 28.47683469253526312, -81.53522710886591085 28.47686789773361227, -81.5352890548800957 28.47691258442945283, -81.53533989275649674 28.47696703535143925, -81.53537766881797211 28.47702915799447254, -81.53540093133453581 28.47709656503151265, -81.5354087863150454 28.47716666605547076, -81.5354009318667039 28.47723676712595875, -81.5353776698012922 28.47730417429549021, -81.53533989404127169 28.47736629713680756, -81.53528905627074153 28.47742074829268688, -81.53522711015070001 28.47746543522242035, -81.53515643624182019 28.47749864061905711, -81.53507975051991252 28.47751908840653456, -81.53499999999999659 28.47752599278031127)))"
Lakewatch,Mandarin,0,Duval,NA,NA,30.17193333,-81.6225,310061,125948755,7/24/19,2,,,0.08068766,0,3.08E+12,436,43600,250000,0.017263533,7.56E-06,coordinates far from lake,NHD,"MultiPolygon (((-81.62250000000000227 30.17229265944698469, -81.62241891314457121 30.1722857550715311, -81.62234094244452365 30.17226530727929656, -81.62226908429809669 30.17223210187554727, -81.62220610019227252 30.17218741493743295, -81.62215441057749388 30.17213296377316212, -81.62211600185005977 30.17207084092472869, -81.62209235001715513 30.17200343375044014, -81.62208436397749267 30.17193333267829303, -81.62209235059707169 30.1718632316560047, -81.62211600292160085 30.17179582462371457, -81.62215441197751886 30.17173370198779025, -81.62220610170766122 30.17167925107419535, -81.62226908569815009 30.17163456438674629, -81.62234094351605052 30.17160135919550967, -81.62241891372447355 30.1715809115452771, -81.62250000000000227 30.1715740072196823, -81.62258108627551678 30.1715809115452771, -81.62265905648393982 30.17160135919550967, -81.62273091430185445 30.17163456438674629, -81.62279389829232912 30.17167925107419535, -81.62284558802247147 30.17173370198779025, -81.6228839970784037 30.17179582462371457, -81.62290764940291865 30.1718632316560047, -81.62291563602249767 30.17193333267829303, -81.62290764998284942 30.17200343375044014, -81.62288399814993056 30.17207084092472869, -81.62284558942249646 30.17213296377316212, -81.62279389980771782 30.17218741493743295, -81.62273091570190786 30.17223210187554727, -81.6226590575554809 30.17226530727929656, -81.62258108685543334 30.1722857550715311, -81.62250000000000227 30.17229265944698469)))"
Lakewatch,Mariner,0,Putnam,286430,55,29.64533333,-81.8893,219880,112680822,10/15/19,2,286430,Mariner Lake,0.33677367,0,3.08E+12,390,39004,1000000,0.033826955,3.14E-05,coordinates on island,NHD,"MultiPolygon (((-81.88929999999999154 29.64569265944697918, -81.88921934071720443 29.64568575507205139, -81.88914178115756215 29.6456653072813161, -81.88907030191866454 29.64563210187980502, -81.88900764992581571 29.64558741494432326, -81.88895623286633452 29.64553296378268854, -81.88891802666262265 29.64547084093648976, -81.88889449953938993 29.64540343376370402, -81.88888655560360519 29.6453333326920756, -81.88889450010411508 29.64526323166925792, -81.88891802770606887 29.6451958246354792, -81.88895623422968129 29.64513370199731668, -81.88900765140149929 29.64507925108108566, -81.88907030328201131 29.64503456439099338, -81.88914178220099416 29.64500135919752211, -81.88921934128191538 29.64498091154580095, -81.88929999999999154 29.64497400721968745, -81.88938065871806771 29.64498091154580095, -81.8894582177989605 29.64500135919752211, -81.88952969671795756 29.64503456439099338, -81.8895923485984838 29.64507925108108566, -81.8896437657703018 29.64513370199731668, -81.88968197229391421 29.6451958246354792, -81.889705499895868 29.64526323166925792, -81.88971344439637789 29.6453333326920756, -81.88970550046057895 29.64540343376370402, -81.88968197333736043 29.64547084093648976, -81.88964376713364857 29.64553296378268854, -81.88959235007416737 29.64558741494432326, -81.88952969808130433 29.64563210187980502, -81.88945821884242093 29.6456653072813161, -81.88938065928277865 29.64568575507205139, -81.88929999999999154 29.64569265944697918)))"
Lakewatch,Mary,0,Lake,NA,NA,28.71826667,-81.85896667,151439,112640098,5/28/20,2,,,0.04732612,0,3.08E+12,390,39000,250000,0.010176833,4.37E-06,coordinates far from lake,NHD,"MultiPolygon (((-81.85896666666667443 28.71862599278031425, -81.85888673298182994 28.71861908840630306, -81.85880987113432639 28.7185986406181577, -81.85873903490782766 28.71856543522051908, -81.85867694651621207 28.71852074828960966, -81.85862599198759426 28.71846629713256505, -81.85858812946986518 28.71840417429024228, -81.85856481398097628 28.7183367671200358, -81.8585569414961185 28.71826666604932399, -81.85856481451973821 28.71819656502560036, -81.85858813046537819 28.71812915798922106, -81.85862599328828537 28.71806703534717897, -81.85867694792405302 28.71801258442637916, -81.85873903620851877 28.71796789773171099, -81.85880987212981097 28.71793469253436371, -81.85888673352059186 28.71791424488003486, -81.85896666666667443 28.71790734055301186, -81.85904659981275699 28.71791424488003486, -81.85912346120352368 28.71793469253436371, -81.85919429712481588 28.71796789773171099, -81.85925638540928162 28.71801258442637916, -81.85930734004504927 28.71806703534717897, -81.85934520286795646 28.71812915798922106, -81.85936851881359644 28.71819656502560036, -81.85937639183724457 28.71826666604932399, -81.85936851935235836 28.7183367671200358, -81.85934520386346946 28.71840417429024228, -81.85930734134574038 28.71846629713256505, -81.85925638681713679 28.71852074828960966, -81.85919429842550699 28.71856543522051908, -81.85912346219902247 28.7185986406181577, -81.85904660035151892 28.71861908840630306, -81.85896666666667443 28.71862599278031425)))"
Lakewatch,Moultrie,0,Palm Beach,NA,NA,26.5596,-80.16506667,450213,138369637,2/5/15,2,,,0.23816605,0,3.09E+12,436,43600,500000,0.0432487,2.16E-05,coordinates far from lake,NHD,"MultiPolygon (((-80.16506666666666092 26.55995932611364907, -80.16498829480006805 26.55995242174169491, -80.16491293474778956 26.55993197395941152, -80.16484348257760928 26.55989876857055521, -80.16478260731301475 26.55985408164999839, -80.16473264836176327 26.55979963050329928, -80.16469552561284218 26.55973750766975172, -80.16467266565716443 26.55967010050542143, -80.16466494696673806 26.55959999943676308, -80.16467266613909715 26.55952989841098244, -80.16469552650335118 26.55946249136874115, -80.16473264952526279 26.55940036871792387, -80.16478260857239491 26.55934591778676435, -80.16484348374112301 26.55930123108174712, -80.16491293563829856 26.55926802587562108, -80.16498829528201497 26.5592475782154338, -80.16506666666666092 26.55924067388635024, -80.16514503805130687 26.5592475782154338, -80.16522039769502328 26.55926802587562108, -80.16528984959219883 26.55930123108174712, -80.16535072476092694 26.55934591778676435, -80.16540068380805906 26.55940036871792387, -80.16543780682997067 26.55946249136874115, -80.16546066719421049 26.55952989841098244, -80.16546838636656958 26.55959999943676308, -80.16546066767615741 26.55967010050542143, -80.16543780772047967 26.55973750766975172, -80.16540068497155858 26.55979963050329928, -80.16535072602030709 26.55985408164999839, -80.16528985075569835 26.55989876857055521, -80.16522039858553228 26.55993197395941152, -80.1651450385332538 26.55995242174169491, -80.16506666666666092 26.55995932611364907)))"
Lakewatch,Mount Dora,0,Lake,NA,NA,28.8407,-81.62283333,292744,167176351,8/22/09,2,,,0.515,0,3.08E+12,436,43617,1000000,0.189329521,4.76E-05,coordinates far from lake,NHD,"MultiPolygon (((-81.62283333333333246 28.84105932611364764, -81.62275330576942167 28.84105242173951211, -81.62267635365074625 28.8410319739510328, -81.62260543423025183 28.84099876855288969, -81.62254327291896061 28.84095408162137275, -81.62249225854735357 28.84089963046372418, -81.62245435156295059 28.84083750762090048, -81.62243100869247314 28.84077010045035649, -81.62242312696317015 28.84069999937952744, -81.62243100923461725 28.84062989835592106, -81.62245435256468795 28.84056249131987926, -81.62249225985617329 28.84050036867834876, -81.62254327433564072 28.84044591775814936, -81.62260543553908576 28.8404012310640816, -81.62267635465248361 28.84036802586723169, -81.62275330631155157 28.84034757821325456, -81.62283333333333246 28.84034067388634881, -81.62291336035511335 28.84034757821325456, -81.62299031201418131 28.84036802586723169, -81.62306123112757916 28.8404012310640816, -81.62312339233102421 28.84044591775814936, -81.62317440681049163 28.84050036867834876, -81.62321231410196276 28.84056249131987926, -81.62323565743206188 28.84062989835592106, -81.62324353970349478 28.84069999937952744, -81.62323565797419178 28.84077010045035649, -81.62321231510371433 28.84083750762090048, -81.62317440811931135 28.84089963046372418, -81.62312339374770431 28.84095408162137275, -81.62306123243641309 28.84099876855288969, -81.62299031301593288 28.8410319739510328, -81.62291336089725746 28.84105242173951211, -81.62283333333333246 28.84105932611364764)))"
Lakewatch,North,0,Citrus,NA,NA,28.90706667,-82.38853333,517389,68024527,12/29/09,2,,,0.023,0,3.10E+12,436,43617,100000,0.011313211,2.08E-06,coordinates far from lake,NHD,"MultiPolygon (((-82.38853333333332785 28.90742599278031477, -82.38845325463579172 28.90741908840611885, -82.38837625334866743 28.90739864061744413, -82.38830528861444691 28.90736543521903101, -82.38824308758562154 28.90732074828719433, -82.38819204061898915 28.90726629712921891, -82.38815410941471384 28.90720417428610745, -82.38813075163014332 28.90713676711538582, -82.38812286486563607 28.90706666604448927, -82.38813075217413484 28.90699656502095394, -82.38815411041983339 28.90692915798510043, -82.38819204193224266 28.9068670353438435, -82.38824308900707649 28.90681258442396029, -82.38830528992770041 28.90676789773021937, -82.38837625435378698 28.90673469253366079, -82.38845325517978324 28.9067142448798613, -82.38853333333332785 28.90670734055302304, -82.38861341148688666 28.9067142448798613, -82.38869041231286872 28.90673469253366079, -82.38876137673895528 28.90676789773021937, -82.38882357765959341 28.90681258442396029, -82.38887462473441303 28.9068670353438435, -82.38891255624683652 28.90692915798510043, -82.38893591449253506 28.90699656502095394, -82.38894380180103383 28.90706666604448927, -82.38893591503651237 28.90713676711538582, -82.38891255725194185 28.90720417428610745, -82.38887462604765233 28.90726629712921891, -82.38882357908103415 28.90732074828719433, -82.38876137805222299 28.90736543521903101, -82.38869041331798826 28.90739864061744413, -82.38861341203084976 28.90741908840611885, -82.38853333333332785 28.90742599278031477)))"
Lakewatch,Pembroke Isles,0,Broward,NA,NA,26.0194,-80.3716,3464,138374324,6/17/14,2,,,0.68882275,0,3.09E+12,436,43600,1000000,0.225396982,6.21E-05,coordinates far from lake,NHD,"MultiPolygon (((-80.37160000000000082 26.01975932611364684, -80.37152199231773864 26.01975242174219716, -80.3714469824536053 26.01973197396134907, -80.37137785301723625 26.01969876857463504, -80.37131726062918347 26.01965408165660421, -80.37126753382624145 26.01959963051243463, -80.3712305835762777 26.01953750768103291, -80.37120782984155198 26.01947010051813436, -80.37120014701274329 26.01939999944997695, -80.3712078303099986 26.01932989842369182, -80.37123058444186086 26.01926249138002234, -80.37126753495716969 26.01920036872705921, -80.37131726185329228 26.01914591779337371, -80.37137785414816449 26.01910123108582695, -80.37144698331918846 26.01906802587755507, -80.37152199278618525 26.01904757821593606, -80.37160000000000082 26.01904067388635866, -80.37167800721381639 26.01904757821593606, -80.37175301668082739 26.01906802587755507, -80.37182214585185136 26.01910123108582695, -80.37188273814672357 26.01914591779337371, -80.37193246504284616 26.01920036872705921, -80.37196941555815499 26.01926249138002234, -80.37199216969001725 26.01932989842369182, -80.37199985298727256 26.01939999944997695, -80.37199217015844965 26.01947010051813436, -80.37196941642372394 26.01953750768103291, -80.3719324661737744 26.01959963051243463, -80.37188273937081817 26.01965408165660421, -80.37182214698276539 26.01969876857463504, -80.37175301754639634 26.01973197396134907, -80.37167800768227721 26.01975242174219716, -80.37160000000000082 26.01975932611364684)))"
Lakewatch,Placido,0,Pinellas,NA,NA,27.81683333,-82.62453333,548332,68792888,4/22/19,2,,,0.05220705,0,3.10E+12,436,43600,250000,0.0177105,4.78E-06,coordinates far from lake,NHD,"MultiPolygon (((-82.62453333333331784 27.81719265944698094, -82.62445407305055767 27.81718575507384017, -82.62437785872526774 27.8171653072881675, -82.62430761925608635 27.81713210189424146, -82.62424605392295973 27.81708741496770543, -82.62419552865299011 27.81703296381502355, -82.62415798509810827 27.81697084097641692, -82.62413486601951718 27.81690343380869024, -82.62412705984559125 27.81683333273884529, -82.62413486653396433 27.81676323171425125, -82.62415798604870076 27.81669582467539925, -82.62419552989497618 27.81663370202964813, -82.62424605526727817 27.81657925110447493, -82.62430762049805821 27.81653456440543692, -82.62437785967584603 27.81650135920437705, -82.62445407356500482 27.81648091154757552, -82.62453333333331784 27.81647400721968211, -82.62461259310164507 27.81648091154757552, -82.62468880699080387 27.81650135920437705, -82.62475904616859168 27.81653456440543692, -82.62482061139937173 27.81657925110447493, -82.62487113677167372 27.81663370202964813, -82.62490868061794913 27.81669582467539925, -82.62493180013268557 27.81676323171425125, -82.62493960682105865 27.81683333273884529, -82.62493180064713272 27.81690343380869024, -82.62490868156854162 27.81697084097641692, -82.62487113801365979 27.81703296381502355, -82.62482061274369016 27.81708741496770543, -82.62475904741056354 27.81713210189424146, -82.62468880794138215 27.8171653072881675, -82.62461259361609223 27.81718575507384017, -82.62453333333331784 27.81719265944698094)))"
Lakewatch,Quail,0,Okaloosa,NA,NA,30.3915,-86.46923333,524897,35357361,4/22/13,2,,,0.01702546,0,3.14E+12,436,43617,100000,0.010551698,1.60E-06,coordinates far from lake,NHD,"MultiPolygon (((-86.46923333333333517 30.39185932611364649, -86.46915206482429994 30.39185242173798329, -86.4690739194518585 30.39183197394512348, -86.46900190032711464 30.39179876854043982, -86.46893877512358983 30.39175408160120284, -86.46888696971406318 30.39169963043582712, -86.46884847494473547 30.39163750758645222, -86.46882477012908907 30.39157010041154905, -86.46881676620164114 30.39149999933917101, -86.46882477071544315 30.3914298983170994, -86.46884847602817104 30.39136249128544165, -86.46888697112962063 30.39130036865045881, -86.46893877665578998 30.3912459177379759, -86.46900190174270051 30.39120123105162818, -86.46907392053527985 30.39116802586133304, -86.46915206541063981 30.39114757821171509, -86.46923333333333517 30.39114067388635476, -86.46931460125603053 30.39114757821171509, -86.46939274613139048 30.39116802586133304, -86.46946476492398403 30.39120123105162818, -86.46952789001088036 30.3912459177379759, -86.4695796955370497 30.39130036865045881, -86.46961819063851351 30.39136249128544165, -86.46964189595122718 30.3914298983170994, -86.46964990046502919 30.39149999933917101, -86.46964189653759547 30.39157010041154905, -86.46961819172194907 30.39163750758645222, -86.46957969695262136 30.39169963043582712, -86.46952789154309471 30.39175408160120284, -86.46946476633955569 30.39179876854043982, -86.46939274721482604 30.39183197394512348, -86.4693146018423846 30.39185242173798329, -86.46923333333333517 30.39185932611364649)))"
Lakewatch,Quarry,0,Collier,NA,NA,26.2798,-81.67006667,434623,{5CCCF72B-D53B-4F3A-B0E6-ADED0C114BD7},5/4/16,2,,,1.93024747,0,3.09E+12,436,43603,2000000,0.157594896,0.000174437,coordinates far from lake,NHD,"MultiPolygon (((-81.67006666666665637 26.28015932611364747, -81.66998848472269401 26.2801524217419562, -81.66991330729398157 26.28013197396041889, -81.66984402342993121 26.28009876857267457, -81.66978329568584627 26.28005408165342516, -81.66973345780024829 26.27999963050804055, -81.669696425009775 26.27993750767560854, -81.66967362044847789 26.27987010051202077, -81.66966592045993423 26.27979999944362177, -81.66967362092340466 26.27972989841757823, -81.66969642588730949 26.27966249137459442, -81.66973345894679426 26.27960036872266514, -81.66978329692688021 26.27954591779019822, -81.6698440245765056 26.27950123108386649, -81.66991330817153028 26.27946802587662845, -81.66998848519760656 26.2794475782156951, -81.67006666666665637 26.27944067388635574, -81.67014484813572039 26.2794475782156951, -81.6702200251618109 26.27946802587662845, -81.67028930875684978 26.27950123108386649, -81.67035003640646096 26.27954591779019822, -81.6703998743865327 26.27960036872266514, -81.67043690744601747 26.27966249137459442, -81.67045971240993651 26.27972989841757823, -81.67046741287340694 26.27979999944362177, -81.67045971288486328 26.27987010051202077, -81.67043690832355196 26.27993750767560854, -81.67039987553307867 26.27999963050804055, -81.67035003764748069 26.28005408165342516, -81.67028930990340996 26.28009876857267457, -81.67022002603933117 26.28013197396041889, -81.67014484861064716 26.2801524217419562, -81.67006666666665637 26.28015932611364747)))"
Lakewatch,Rainbow,0,Pinellas,NA,NA,28.01743333,-82.7088,547893,{B05E0412-9A84-49A6-9283-7DA0BD7302A1},4/22/19,2,,,0.00572699,0,3.10E+12,436,43600,100000,0.003495389,5.25E-07,coordinates far from lake,NHD,"MultiPolygon (((-82.70879999999999654 28.01779265944698238, -82.70872059254313058 28.01778575507364977, -82.70864423669983978 28.01776530728742998, -82.70857386680749812 28.01773210189268681, -82.70851218715833397 28.01768741496518444, -82.70846156807256477 28.01763296381153978, -82.70842395480738674 28.01757084097210537, -82.7084007928027205 28.01750343380383512, -82.70839297213635177 28.01743333273379477, -82.70840079332249672 28.01736323170939258, -82.70842395576781314 28.0172958246710877, -82.70846156932744009 28.01723370202615726, -82.70851218851660747 28.0171792511019504, -82.70857386806238765 28.01713456440387517, -82.7086442376602804 28.01710135920363953, -82.70872059306289259 28.01708091154738867, -82.70879999999999654 28.01707400721968355, -82.70887940693711471 28.01708091154738867, -82.7089557623397269 28.01710135920363953, -82.70902613193763386 28.01713456440387517, -82.70908781148341404 28.0171792511019504, -82.70913843067258142 28.01723370202615726, -82.70917604423220837 28.0172958246710877, -82.70919920667751057 28.01736323170939258, -82.70920702786366974 28.01743333273379477, -82.7091992071972868 28.01750343380383512, -82.70917604519264898 28.01757084097210537, -82.70913843192745674 28.01763296381153978, -82.70908781284165912 28.01768741496518444, -82.70902613319249497 28.01773210189268681, -82.70895576330018173 28.01776530728742998, -82.70887940745689093 28.01778575507364977, -82.70879999999999654 28.01779265944698238)))"
Lakewatch,Sara,0,Polk,298004,16.7,28.04643333,-81.60803333,42542,78686257,2/20/13,2,298004,Lake Sara,0.15888893,121,3.10E+12,390,39009,500000,0.014268299,1.46E-05,coordinates far from lake,NHD,"MultiPolygon (((-81.60803333333333853 28.0467926594469823, -81.6079539044741864 28.04678575507362126, -81.60787752805116213 28.04676530728732331, -81.60780713919251639 28.04673210189246291, -81.60774544291935229 28.04668741496481843, -81.60769481019073623 28.04663296381102811, -81.60765718678820235 28.04657084097148001, -81.6076340185411766 28.04650343380312805, -81.60762619576728127 28.04643333273306283, -81.60763401906172021 28.04636323170869261, -81.60765718775004984 28.04629582467046589, -81.60769481144748738 28.04623370202565624, -81.60774544427964372 28.04617925110158438, -81.60780714044926754 28.04613456440365127, -81.60787752901303804 28.04610135920352931, -81.60795390499474422 28.04608091154735661, -81.60803333333333853 28.04607400721969057, -81.60811276167191863 28.04608091154735661, -81.60818913765363902 28.04610135920352931, -81.60825952621740953 28.04613456440365127, -81.60832122238703334 28.04617925110158438, -81.60837185521918968 28.04623370202565624, -81.60840947891661301 28.04629582467046589, -81.60843264760494264 28.04636323170869261, -81.60844047089939579 28.04643333273306283, -81.60843264812550046 28.04650343380312805, -81.6084094798784605 28.04657084097148001, -81.60837185647591241 28.04663296381102811, -81.60832122374732478 28.04668741496481843, -81.60825952747414647 28.04673210189246291, -81.60818913861548651 28.04676530728732331, -81.60811276219247645 28.04678575507362126, -81.60803333333333853 28.0467926594469823)))"
Lakewatch,Seminole,0,Jackson,294149,NA,30.75046667,-84.91806667,2572,10361596,7/10/99,3,,,116.189,23,3.13E+12,390,39009,,465024.5929,116189318.8,"coordinates far from lake based on NHD, but FDEP polygon matches Google Maps lake shape better, used FDEP shape",FDEP,"MultiPolygon (((-84.91806666666667525 30.75082599278032092, -84.91798509682671181 30.75081908840427403, -84.9179066617039382 30.75079864061039459, -84.91783437554491343 30.75076543520415839, -84.91777101628544244 30.75072074826310597, -84.91771901879309326 30.75066629709591126, -84.91768038129561091 30.75060417424498738, -84.9176565885910577 30.75053676706904326, -84.91764855499094722 30.75046666599631351, -84.91765658918804149 30.75039656497461138, -84.9176803823987143 30.75032915794397326, -84.91771902023440077 30.75026703531053585, -84.91777101784549586 30.75021258439986838, -84.91783437698620673 30.75016789771535031, -84.9179066628070558 30.75013469252659348, -84.91798509742372403 30.75011424487802358, -84.91806666666667525 30.75010734055301143, -84.91814823590962646 30.75011424487802358, -84.9182266705262947 30.75013469252659348, -84.91829895634714376 30.75016789771535031, -84.91836231548785463 30.75021258439986838, -84.91841431309894972 30.75026703531053585, -84.91845295093462198 30.75032915794397326, -84.91847674414529479 30.75039656497461138, -84.91848477834240327 30.75046666599631351, -84.91847674474229279 30.75053676706904326, -84.91845295203773958 30.75060417424498738, -84.91841431454024303 30.75066629709591126, -84.91836231704790805 30.75072074826310597, -84.91829895778843706 30.75076543520415839, -84.91822667162942651 30.75079864061039459, -84.91814823650663868 30.75081908840427403, -84.91806666666667525 30.75082599278032092)))"
